Formula for Index,Index,conceptId,Primary Source,conceptId,Secondary Source,conceptId,Current Source Question,V2 Source Question,V1 Source Question,GridID/Source Question Name,"Deprecated, New, or Revised","Date Deprecated, New, or Revised Variable Pushed to Prod",conceptId,Current Question Text,V2 Question Text,V1 Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions - Surveys Only,Variable Type,Variable Length,conceptId,Current Format/Value,R0 Format/Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,GCP Document/Table,Stub Record Variable to be Retained,Question Type,IMS Review Notes
3017,3017,129084651,Survey,726699695,Background and Overall Health,247198016,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had cervical cancer?,,,MOMCANC3E,Revised,2/1/24,261863326,Year at diagnosis,,,Mom Cervical Cx Yr,SrvBOH_MomCerCancYr_v1r1,MOMCANC3E_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 4. Range check min=1800 max=#currentYear (minval previously was: minval=difference(difference(#currentYear,isDefined(D_378988419,isDefined(D_807765962,125))),1))",,,,,2/28/24,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
3018,3018,129084651,Survey,726699695,Background and Overall Health,891925519,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had colon/rectal cancer?,,,MOMCANC3F,,,206625031,Age at diagnosis,,,Mom Colon/Rectal Cx Age,SrvBOH_MomColCancAge_v1r0,MOMCANC3F_AGE,Num,3,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 5. Range check min=0 max=valueOrDefault(""D_378988419"",""D_807765962"",125)",,,,,8/28/23,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes
3019,3019,129084651,Survey,726699695,Background and Overall Health,891925519,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had colon/rectal cancer?,,,MOMCANC3F,Revised,2/1/24,261863326,Year at diagnosis,,,Mom Colon/Rectal Cx Yr,SrvBOH_MomColCancYr_v1r1,MOMCANC3F_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 5. Range check min=1800 max=#currentYear (minval previously was: minval=difference(difference(#currentYear,isDefined(D_378988419,isDefined(D_807765962,125))),1))",,,,,2/28/24,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
3020,3020,129084651,Survey,726699695,Background and Overall Health,317093647,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had esophageal cancer?,,,MOMCANC3G,,,206625031,Age at diagnosis,,,Mom Esophageal Cx Age,SrvBOH_MomEsCancAge_v1r0,MOMCANC3G_AGE,Num,3,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 6. Range check min=0 max=valueOrDefault(""D_378988419"",""D_807765962"",125)",,,,,8/28/23,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes
3021,3021,129084651,Survey,726699695,Background and Overall Health,317093647,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had esophageal cancer?,,,MOMCANC3G,Revised,2/1/24,261863326,Year at diagnosis,,,Mom Esophageal Cx Yr,SrvBOH_MomEsCancYr_v1r1,MOMCANC3G_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 6. Range check min=1800 max=#currentYear (minval previously was: minval=difference(difference(#currentYear,isDefined(D_378988419,isDefined(D_807765962,125))),1))",,,,,2/28/24,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
3022,3022,129084651,Survey,726699695,Background and Overall Health,684692228,"Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Head and neck (Including cancers of the mouth, sinuses, nose, or throat. Not including brain or skin cancers.) cancer?",,,MOMCANC3H,,,206625031,Age at diagnosis,,,Mom Head/Neck Cx Age,SrvBOH_MomHNCancAge_v1r0,MOMCANC3H_AGE,Num,3,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 7. Range check min=0 max=valueOrDefault(""D_378988419"",""D_807765962"",125)",,,,,8/28/23,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes
3023,3023,129084651,Survey,726699695,Background and Overall Health,684692228,"Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Head and neck (Including cancers of the mouth, sinuses, nose, or throat. Not including brain or skin cancers.) cancer?",,,MOMCANC3H,Revised,2/1/24,261863326,Year at diagnosis,,,Mom Head/Neck Cx Yr,SrvBOH_MomHNCancYr_v1r1,MOMCANC3H_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 7. Range check min=1800 max=#currentYear (minval previously was: minval=difference(difference(#currentYear,isDefined(D_378988419,isDefined(D_807765962,125))),1))",,,,,2/28/24,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
3024,3024,129084651,Survey,726699695,Background and Overall Health,671347092,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had kidney cancer?,,,MOMCANC3I,,,206625031,Age at diagnosis,,,Mom Kidney Cx Age,SrvBOH_MomKidnCancAge_v1r0,MOMCANC3I_AGE,Num,3,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 8. Range check min=0 max=valueOrDefault(""D_378988419"",""D_807765962"",125)",,,,,8/28/23,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes
3025,3025,129084651,Survey,726699695,Background and Overall Health,671347092,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had kidney cancer?,,,MOMCANC3I,Revised,2/1/24,261863326,Year at diagnosis,,,Mom Kidney Cx Age,SrvBOH_MomKidnCancYr_v1r1,MOMCANC3I_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 8. Range check min=1800 max=#currentYear (minval previously was: minval=difference(difference(#currentYear,isDefined(D_378988419,isDefined(D_807765962,125))),1))",,,,,2/28/24,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
3026,3026,129084651,Survey,726699695,Background and Overall Health,875221479,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Leukemia (blood and bone marrow) cancer?,,,MOMCANC3J,,,206625031,Age at diagnosis,,,Mom Leukemia Age,SrvBOH_MomLeukAge_v1r0,MOMCANC3J_AGE,Num,3,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 9. Range check min=0 max=valueOrDefault(""D_378988419"",""D_807765962"",125)",,,,,8/28/23,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes
3027,3027,129084651,Survey,726699695,Background and Overall Health,875221479,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Leukemia (blood and bone marrow) cancer?,,,MOMCANC3J,Revised,2/1/24,261863326,Year at diagnosis,,,Mom Leukemia Yr,SrvBOH_MomLeukYr_v1r1,MOMCANC3J_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 9. Range check min=1800 max=#currentYear (minval previously was: minval=difference(difference(#currentYear,isDefined(D_378988419,isDefined(D_807765962,125))),1))",,,,,2/28/24,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
3028,3028,129084651,Survey,726699695,Background and Overall Health,186170949,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Liver cancer?,,,MOMCANC3K,,,206625031,Age at diagnosis,,,Mom Liver Cx Age,SrvBOH_MomLivCancAge_v1r0,MOMCANC3K_AGE,Num,3,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 10. Range check min=0 max=valueOrDefault(""D_378988419"",""D_807765962"",125)",,,,,8/28/23,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes
3029,3029,129084651,Survey,726699695,Background and Overall Health,186170949,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Liver cancer?,,,MOMCANC3K,Revised,2/1/24,261863326,Year at diagnosis,,,Mom Liver Cx Yr,SrvBOH_MomLivCancYr_v1r1,MOMCANC3K_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 10. Range check min=1800 max=#currentYear (minval previously was: minval=difference(difference(#currentYear,isDefined(D_378988419,isDefined(D_807765962,125))),1))",,,,,2/28/24,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
3030,3030,129084651,Survey,726699695,Background and Overall Health,726451917,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Lung or bronchial cancer?,,,MOMCANC3L,,,206625031,Age at diagnosis,,,Mom Lung/Bronch Cx Age,SrvBOH_MomLungCancAge_v1r0,MOMCANC3L_AGE,Num,3,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 11. Range check min=0 max=valueOrDefault(""D_378988419"",""D_807765962"",125)",,,,,8/28/23,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes
3031,3031,129084651,Survey,726699695,Background and Overall Health,726451917,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Lung or bronchial cancer?,,,MOMCANC3L,Revised,2/1/24,261863326,Year at diagnosis,,,Mom Lung/Bronch Cx Yr,SrvBOH_MomLungCancYr_v1r1,MOMCANC3L_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 11. Range check min=1800 max=#currentYear (minval previously was: minval=difference(difference(#currentYear,isDefined(D_378988419,isDefined(D_807765962,125))),1))",,,,,2/28/24,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
3032,3032,129084651,Survey,726699695,Background and Overall Health,213545903,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Non-Hodgkin's lymphoma cancer?,,,MOMCANC3M,,,206625031,Age at diagnosis,,,Mom Non-Hodgkin's Lymphoma Age,SrvBOH_MomNHLympAge_v1r0,MOMCANC3M_AGE,Num,3,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 12. Range check min=0 max=valueOrDefault(""D_378988419"",""D_807765962"",125)",,,,,8/28/23,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes
3033,3033,129084651,Survey,726699695,Background and Overall Health,213545903,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Non-Hodgkin's lymphoma cancer?,,,MOMCANC3M,Revised,2/1/24,261863326,Year at diagnosis,,,Mom Non-Hodgkin's Lymphoma Yr,SrvBOH_MomNHLympYr_v1r1,MOMCANC3M_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 12. Range check min=1800 max=#currentYear (minval previously was: minval=difference(difference(#currentYear,isDefined(D_378988419,isDefined(D_807765962,125))),1))",,,,,2/28/24,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
3034,3034,129084651,Survey,726699695,Background and Overall Health,765903702,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Lymphoma cancer?,,,MOMCANC3N,,,206625031,Age at diagnosis,,,Mom Lymphoma Age,SrvBOH_MomLympAge_v1r0,MOMCANC3N_AGE,Num,3,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 13. Range check min=0 max=valueOrDefault(""D_378988419"",""D_807765962"",125)",,,,,8/28/23,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes
3035,3035,129084651,Survey,726699695,Background and Overall Health,765903702,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Lymphoma cancer?,,,MOMCANC3N,Revised,2/1/24,261863326,Year at diagnosis,,,Mom Lymphoma Yr,SrvBOH_MomLympYr_v1r1,MOMCANC3N_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 13. Range check min=1800 max=#currentYear (minval previously was: minval=difference(difference(#currentYear,isDefined(D_378988419,isDefined(D_807765962,125))),1))",,,,,2/28/24,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
3036,3036,129084651,Survey,726699695,Background and Overall Health,773974223,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Melanoma (skin) cancer?,,,MOMCANC3O,,,206625031,Age at diagnosis,,,Mom Melanoma Age,SrvBOH_MomMelanomaAge_v1r0,MOMCANC3O_AGE,Num,3,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 14. Range check min=0 max=valueOrDefault(""D_378988419"",""D_807765962"",125)",,,,,8/28/23,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes
3037,3037,129084651,Survey,726699695,Background and Overall Health,773974223,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Melanoma (skin) cancer?,,,MOMCANC3O,Revised,2/1/24,261863326,Year at diagnosis,,,Mom Melanoma Yr,SrvBOH_MomMelanomaYr_v1r1,MOMCANC3O_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 14. Range check min=1800 max=#currentYear (minval previously was: minval=difference(difference(#currentYear,isDefined(D_378988419,isDefined(D_807765962,125))),1))",,,,,2/28/24,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
3038,3038,129084651,Survey,726699695,Background and Overall Health,433604862,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Non-melanoma skin (basal or squamous) cancer?,,,MOMCANC3P,,,206625031,Age at diagnosis,,,Mom Non-melanoma Skin Cx Age,SrvBOH_MomNMSkCancAge_v1r0,MOMCANC3P_AGE,Num,3,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 15. Range check min=0 max=valueOrDefault(""D_378988419"",""D_807765962"",125)",,,,,8/28/23,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes
3039,3039,129084651,Survey,726699695,Background and Overall Health,433604862,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Non-melanoma skin (basal or squamous) cancer?,,,MOMCANC3P,Revised,2/1/24,261863326,Year at diagnosis,,,Mom Non-melanoma Skin Cx Yr,SrvBOH_MomNMSkCancYr_v1r1,MOMCANC3P_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 15. Range check min=1800 max=#currentYear (minval previously was: minval=difference(difference(#currentYear,isDefined(D_378988419,isDefined(D_807765962,125))),1))",,,,,2/28/24,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
3040,3040,129084651,Survey,726699695,Background and Overall Health,521369040,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Ovarian cancer?,,,MOMCANC3Q,,,206625031,Age at diagnosis,,,Mom Ovarian Cx Age,SrvBOH_MomOvaCancAge_v1r0,MOMCANC3Q_AGE,Num,3,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 16. Range check min=0 max=valueOrDefault(""D_378988419"",""D_807765962"",125)",,,,,8/28/23,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes
3041,3041,129084651,Survey,726699695,Background and Overall Health,521369040,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Ovarian cancer?,,,MOMCANC3Q,Revised,2/1/24,261863326,Year at diagnosis,,,Mom Ovarian Cx Yr,SrvBOH_MomOvaCancYr_v1r1,MOMCANC3Q_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 16. Range check min=1800 max=#currentYear (minval previously was: minval=difference(difference(#currentYear,isDefined(D_378988419,isDefined(D_807765962,125))),1))",,,,,2/28/24,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
3042,3042,129084651,Survey,726699695,Background and Overall Health,497311092,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Pancreatic cancer?,,,MOMCANC3R,,,206625031,Age at diagnosis,,,Mom Pancreatic Cx Age,SrvBOH_MomPanCancAge_v1r0,MOMCANC3R_AGE,Num,3,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 17. Range check min=0 max=valueOrDefault(""D_378988419"",""D_807765962"",125)",,,,,8/28/23,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes
3043,3043,129084651,Survey,726699695,Background and Overall Health,497311092,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Pancreatic cancer?,,,MOMCANC3R,Revised,2/1/24,261863326,Year at diagnosis,,,Mom Pancreatic Cx Yr,SrvBOH_MomPanCancYr_v1r1,MOMCANC3R_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 17. Range check min=1800 max=#currentYear (minval previously was: minval=difference(difference(#currentYear,isDefined(D_378988419,isDefined(D_807765962,125))),1))",,,,,2/28/24,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
3044,3044,129084651,Survey,726699695,Background and Overall Health,625249910,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Stomach cancer?,,,MOMCANC3S,,,206625031,Age at diagnosis,,,Mom Stomach Cx Age,SrvBOH_MomStomCancAge_v1r0,MOMCANC3S_AGE,Num,3,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 18. Range check min=0 max=valueOrDefault(""D_378988419"",""D_807765962"",125)",,,,,8/28/23,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes
3045,3045,129084651,Survey,726699695,Background and Overall Health,625249910,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Stomach cancer?,,,MOMCANC3S,Revised,2/1/24,261863326,Year at diagnosis,,,Mom Stomach Cx Yr,SrvBOH_MomStomCancYr_v1r1,MOMCANC3S_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 18. Range check min=1800 max=#currentYear (minval previously was: minval=difference(difference(#currentYear,isDefined(D_378988419,isDefined(D_807765962,125))),1))",,,,,2/28/24,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
3046,3046,129084651,Survey,726699695,Background and Overall Health,838564850,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Thyroid cancer?,,,MOMCANC3T,,,206625031,Age at diagnosis,,,Mom Thyroid Cx Age,SrvBOH_MomThyCancAge_v1r0,MOMCANC3T_AGE,Num,3,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 19. Range check min=0 max=valueOrDefault(""D_378988419"",""D_807765962"",125)",,,,,8/28/23,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes
3047,3047,129084651,Survey,726699695,Background and Overall Health,838564850,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Thyroid cancer?,,,MOMCANC3T,Revised,2/1/24,261863326,Year at diagnosis,,,Mom Thyroid Cx Yr,SrvBOH_MomThyCancYr_v1r1,MOMCANC3T_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 19. Range check min=1800 max=#currentYear (minval previously was: minval=difference(difference(#currentYear,isDefined(D_378988419,isDefined(D_807765962,125))),1))",,,,,2/28/24,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
3048,3048,129084651,Survey,726699695,Background and Overall Health,633764113,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Uterine (endometrial) cancer?,,,MOMCANC3U,,,206625031,Age at diagnosis,,,Mom Uterine Cx Age,SrvBOH_MomUtCancAge_v1r0,MOMCANC3U_AGE,Num,3,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 20. Range check min=0 max=valueOrDefault(""D_378988419"",""D_807765962"",125)",,,,,8/28/23,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes
3049,3049,129084651,Survey,726699695,Background and Overall Health,633764113,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Uterine (endometrial) cancer?,,,MOMCANC3U,Revised,2/1/24,261863326,Year at diagnosis,,,Mom Uterine Cx Yr,SrvBOH_MomUtCancYr_v1r1,MOMCANC3U_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 20. Range check min=1800 max=#currentYear (minval previously was: minval=difference(difference(#currentYear,isDefined(D_378988419,isDefined(D_807765962,125))),1))",,,,,2/28/24,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
3050,3050,129084651,Survey,726699695,Background and Overall Health,882263738,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had response from MOMCANC2/another type of cancer?,,,MOMCANC3V,,,206625031,Age at diagnosis,,,Mom MOMCANC2/Other Type of Cx Response Age,SrvBOH_MomOtherCancAge_v1r0,MOMCANC3V_AGE,Num,3,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 21. Range check min=0 max=valueOrDefault(""D_378988419"",""D_807765962"",125)",,,,,8/28/23,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes
3051,3051,129084651,Survey,726699695,Background and Overall Health,882263738,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had response from MOMCANC2/another type of cancer?,,,MOMCANC3V,Revised,2/1/24,261863326,Year at diagnosis,,,Mom MOMCANC2/Other Type of Cx Response Yr,SrvBOH_MomOtherCancYr_v1r1,MOMCANC3V_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 21. Range check min=1800 max=#currentYear (minval previously was: minval=difference(difference(#currentYear,isDefined(D_378988419,isDefined(D_807765962,125))),1))",,,,,2/28/24,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
3052,3052,129084651,Survey,726699695,Background and Overall Health,671308090,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had cancer?,,,MOMCANC3W,,,206625031,Age at diagnosis,,,Mom Cx Age,SrvBOH_MomCancerAge_v1r0,MOMCANC3W_AGE,Num,3,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 22. Range check min=0 max=valueOrDefault(""D_378988419"",""D_807765962"",125)",,,,,8/28/23,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes
3053,3053,129084651,Survey,726699695,Background and Overall Health,671308090,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had cancer?,,,MOMCANC3W,Revised,2/1/24,261863326,Year at diagnosis,,,Mom Cx Yr,SrvBOH_MomCancerYr_v1r1,MOMCANC3W_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 22. Range check min=1800 max=#currentYear (minval previously was: minval=difference(difference(#currentYear,isDefined(D_378988419,isDefined(D_807765962,125))),1))",,,,,2/28/24,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
3054,3054,129084651,Survey,726699695,Background and Overall Health,,,,,,,,367374606,Is your biological father still living?,,,Dad Living,SrvBOH_DadLiving_v1r0,DAD,Num,2,104430631,0=No,,No,No,,,,,,,,,Optional Multiple Choice,
3055,3055,,,,,,,,,,,,,,,,,,,,,353358909,1 =Yes,,,,,,,,,,,,,
3056,3056,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,6/24/21,,,,
3057,3057,129084651,Survey,726699695,Background and Overall Health,178774803,How old is your father today? - SOURCE,,How old is your father today?,DADAGE_SRC,Revised,,751147694,How old is your father today?,,Question text diverged from source question,Dad Age,SrvBOH_DadAge_v2r0,DADAGE,Num,2,178420302,77 = Unavailable/Unknown,,No,No,"Range check minval=max(isDefined(D_150344905,age),5) max=125. Updated min range check min=age+5",,,,,8/28/2023; 9/13/2024; 11/12/2024,,,Text Box Plus Check Box,Added range check to Notes. Unharmonized source question from question text and versioned up variable name.
3058,3058,129084651,Survey,726699695,Background and Overall Health,178774803,How old is your father today? - SOURCE,,How old is your father today?,DADAGE_SRC,Revised,,334956961,"How old is your father today?, Number",,,"Dad Age, Num",SrvBOH_DadAgeNum_v1r0,DAD_AGE,Num,3,,N/A,,No,No,,,,,,9/14/2021; 11/12/2024,,,Text Box Plus Check Box,Unharmonized source question from question text.
3059,3059,129084651,Survey,726699695,Background and Overall Health,628078826,At what age did your father die? - SOURCE,,At what age did your father die?,DADDEATH_SRC,Revised,,703689804,At what age did your father die?,,Question text diverged from source question,Dad Age at Death,SrvBOH_DadAgeDeath_v2r0,DADDEATH,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,8/23/2021; 11/12/2024,,,Text Box Plus Check Box,Unharmonized source question from question text and versioned up variable name.
3060,3060,129084651,Survey,726699695,Background and Overall Health,628078826,At what age did your father die? - SOURCE,,At what age did your father die?,DADDEATH_SRC,Revised,,517670352,"At what age did your father die?, Number",,,"Dad Age at Death, Num",SrvBOH_DadAgeDeathNum_v1r0,DADDEATH_num,Num,3,,N/A,,No,No,Range check min=5 max=125,,,,,8/28/2023; 11/12/2024,,,Text Box Plus Check Box,Added range check to Notes. Unharmonized source question from question text.
3061,3061,129084651,Survey,726699695,Background and Overall Health,,,,,,,,659784914,"[If Dad=01] Has a doctor or other health professional ever said that your father has or had any type of cancer? [If Dad=00, 77, NON-RESPONSE] Did a doctor or other health professional ever say that your father had any type of cancer?",,,Dad Living,SrvBOH_DadCanc_v1r0,DADCANC,Num,2,104430631,0=No,,No,No,,,,,,,,,Optional Multiple Choice,
3062,3062,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
3063,3063,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,6/24/21,,,,
3064,3064,129084651,Survey,726699695,Background and Overall Health,173240848,Father- Which type(s) of cancer? Select all that apply.,,,DADCANC2,,,939782495,Anal,,,Anal,SrvBOH_DAnalCancer_v1r0,0,Num,1,104430631,0=No,,No,No,,,,,,,,,Optional Select All that Apply,
3065,3065,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
3066,3066,129084651,Survey,726699695,Background and Overall Health,173240848,Father- Which type(s) of cancer? Select all that apply.,,,DADCANC2,,,135725957,Bladder,,,Bladder,SrvBOH_DBladderCancer_v1r0,1,Num,1,104430631,0=No,,No,No,,,,,,,,,Optional Select All that Apply,
3067,3067,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
3068,3068,129084651,Survey,726699695,Background and Overall Health,173240848,Father- Which type(s) of cancer? Select all that apply.,,,DADCANC2,,,518416174,Brain,,,Brain,SrvBOH_DBrainCancer_v1r0,2,Num,1,104430631,0=No,,No,No,,,,,,,,,Optional Select All that Apply,
3069,3069,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
3070,3070,129084651,Survey,726699695,Background and Overall Health,173240848,Father- Which type(s) of cancer? Select all that apply.,,,DADCANC2,,,847945207,Breast,,,Breast,SrvBOH_DBreastCancer_v1r0,3,Num,1,104430631,0=No,,No,No,,,,,,,,,Optional Select All that Apply,
3071,3071,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
3072,3072,129084651,Survey,726699695,Background and Overall Health,173240848,Father- Which type(s) of cancer? Select all that apply.,,,DADCANC2,,,942970912,Colon/rectal,,,Colon/Rectal,SrvBOH_DColonCancer_v1r0,4,Num,1,104430631,0=No,,No,No,,,,,,,,,Optional Select All that Apply,
3073,3073,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
3074,3074,129084651,Survey,726699695,Background and Overall Health,173240848,Father- Which type(s) of cancer? Select all that apply.,,,DADCANC2,,,596122041,Esophageal,,,Esophageal,SrvBOH_DEsophagealCanc_v1r0,5,Num,1,104430631,0=No,,No,No,,,,,,,,,Optional Select All that Apply,
3075,3075,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
3076,3076,129084651,Survey,726699695,Background and Overall Health,173240848,Father- Which type(s) of cancer? Select all that apply.,,,DADCANC2,,,489400183,"Head and neck (Including cancers of the mouth, sinuses, nose, or throat. Not including brain or skin cancers.)",,,Head/Neck,SrvBOH_DHNCancer_v1r0,6,Num,1,104430631,0=No,,No,No,,,,,,,,,Optional Select All that Apply,
