conceptId,Primary Source,conceptId,Secondary Source,conceptId,Source Question,conceptId,Question Text,Variable Label,Variable Name,,Variable Type,Variable Length,conceptId,Format/Value,,,,,Required,PII,,Notes,,Derivation Notes,Dictionary,State Attribute,Default Variable,,Date added or modified
192505768,Recruitment,883203566,Sign in,706283025,Reasons for opt-out request. (Select all that apply),566047367,I have other privacy concerns,I have other privacy concerns,RcrtSI_OptOut_v1r0_PrivacyL,,Num,1,104430631,0=No,,,,,No,No,,For use by those recording opt-out requests via phone (e.g. NORC helpdesk).  If a form option is ever created for participants to fill out the list will be reduced.,,,Recruitment Data Dictionary,Yes,Yes,,10/21/21
,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,
192505768,Recruitment,883203566,Sign in,706283025,Reasons for opt-out request. (Select all that apply),400259098,I am concerned about COVID-19,I am concerned about COVID-19,RcrtSI_OptOut_v1r0_Covid,,Num,1,104430631,0=No,,,,,No,No,,For use by those recording opt-out requests via phone (e.g. NORC helpdesk).  If a form option is ever created for participants to fill out the list will be reduced.,,,Master Data Dictionary,Yes,Yes,,10/21/21
,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,
192505768,Recruitment,883203566,Sign in,706283025,Reasons for opt-out request. (Select all that apply),260703126,Refused MyChart Invitation,Refused MyChart Invitation,RcrtSI_OptOut_v1r0_MyChart,,Num,1,104430631,0=No,,,,,No,No,,For use by those recording opt-out requests via phone (e.g. NORC helpdesk).  If a form option is ever created for participants to fill out the list will be reduced.,,,Master Data Dictionary,Yes,Yes,,10/21/21
,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,
192505768,Recruitment,883203566,Sign in,706283025,Reasons for opt-out request. (Select all that apply),744197145,Person is unable to participate or deceased,Person is unable to participate or deceased,RcrtSI_OptOut_v1r0_unable,,Num,1,104430631,0=No,,,,,No,No,,For use by those recording opt-out requests via phone (e.g. NORC helpdesk).  If a form option is ever created for participants to fill out the list will be reduced.,,,Recruitment Data Dictionary,Yes,Yes,,10/21/21
,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,
192505768,Recruitment,883203566,Sign in,706283025,Reasons for opt-out request. (Select all that apply),950040334,Reason not given,Reason not given,RcrtSI_OptOut_v1r0_none,,Num,1,104430631,0=No,,,,,No,No,,For use by those recording opt-out requests via phone (e.g. NORC helpdesk).  If a form option is ever created for participants to fill out the list will be reduced.,,,Recruitment Data Dictionary,Yes,Yes,,10/21/21
,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,
192505768,Recruitment,883203566,Sign in,,,875549268,Recruitment SOP maximum number of pre-consent contact attempts reached for cycle,Max number of contacts reached for cycle,RcrtSI_MaxContcts_v1r0,,,,104430631,0=No,,,,,Yes,No,,"Default will be set to """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""No""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""  when an eligible participant becomes an active recruit. When the Recruitment SOP annual maximum number of pre-consent contact attempts reached send a """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Yes"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" for that variable through to  submitParticipantsData API call.  Such updates can be made in real-time or in weekly batches.",,,Recruitment Data Dictionary,Yes,Yes,,
,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,
192505768,Recruitment,883203566,Sign in,,,230663853,Autogenerated flag - Signed-in,Signed-in,RcrtSI_SignedIn_v1r0,,Num,1,104430631,0=No,,,,,Yes,No,,"Default is zero at time token/pin assigned to recruit. For passive recruits both RcrtSI_SignedIn_v1r0 equals 1 and token assigned occur in the same step, which is after selection of site.  Once a passive recruit has a token, all subsequent flags can be populated with the default and updated as the participant proceeds.",,,Recruitment Data Dictionary,No,Yes,,
,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,
192505768,Recruitment,883203566,Sign in,,,335767902,Autogenerated date/time - Signed-in,Time sign-in occurred,RcrtSI_SignTime_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,,,,Yes if RcrtSI_SignedIn_v1r0 equals 1,No,,ISO format to be converted to SAS,,,Recruitment Data Dictionary,No,No,,3/26/21
192505768,Recruitment,214456996,Eligibility Screener,,,828729648,I do not have a pin,No PIN,RcrtES_noPIN_v1r0,,Num,1,104430631,0=No,,,,,No,No,,"Default is 0, RcrtES_noPIN_v1r0 equals 1 if I do not have a PIN"" button selected",,,Recruitment Data Dictionary,No,Yes,,
,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,
192505768,Recruitment,214456996,Eligibility Screener,,,379080287,Enter your Pin number,PIN entered,RcrtES_PIN_v1r0,,Char,6,,N/A,,,,,No,No,,,,,Recruitment Data Dictionary,,,,
192505768,Recruitment,214456996,Eligibility Screener,,,948195369,PIN match - autogenerated when entered PIN matches an active recruit PIN,PIN match,RcrtES_PINmatch_v1r0,,Num,1,104430631,0=No,,,,,No,No,,"Default equals 0 for anyone assigned a PIN, until PIN is entered in PWA. If valid PIN not entered, participant is a passive recruit and RcrtES_PINmatch_v1r0 equals 0.",,,Recruitment Data Dictionary,No,Yes,,
,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,
192505768,Recruitment,214456996,Eligibility Screener,,,827220437,Healthcare provider,Site,RcrtES_Site_v1r0,,Num,2,531629870,0 = HealthPartners,,,,,Yes -  if there is not a valid token or PIN,No,,The National Cancer Institute is included as a site for testing purposes only.,,,Recruitment Data Dictionary,No,No,,3/25/21
,,,,,,,,,,,,,548392715,1 = Henry Ford Health System,,,,,,,,,,,,,,,
,,,,,,,,,,,,,125001209,2 = Kaiser Permanente Colorado,,,,,,,,,,,,,,,
,,,,,,,,,,,,,327912200,3 = Kaiser Permanente Georgia,,,,,,,,,,,,,,,
,,,,,,,,,,,,,300267574,4 = Kaiser Permanente Hawaii,,,,,,,,,,,,,,,
,,,,,,,,,,,,,452412599,5 = Kaiser Permanente Northwest,,,,,,,,,,,,,,,
,,,,,,,,,,,,,303349821,6 = Marshfield Clinic Health System,,,,,,,,,,,,,,,
,,,,,,,,,,,,,657167265,7 = Sanford Health,,,,,,,,,,,,,,,
,,,,,,,,,,,,,809703864,8 = University of Chicago Medicine,,,,,,,,,,,,,,,
,,,,,,,,,,,,,517700004,9 = National Cancer Institute,,,,,,,,,,,,,,,
,,,,,,,,,,,,,181769837,55 = Other,,,,,,,,,,,,,,,
192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),461488577,Email or text invitation,Email or text invitation,RcrtES_Aware_v1r0_Email,,Num,1,104430631,0=No,,,,,No,No,,,,,Recruitment Data Dictionary,No,No,,
,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,
192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),942255248,Letter or brochure in mail,Letter or brochure in mail,RcrtES_Aware_v1r0_Mail,,Num,1,104430631,0=No,,,,,No,No,,,,,Recruitment Data Dictionary,No,No,,
,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,
192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),607081902,Invitation through my patient portal (such as MyChart),Invitation through my patient portal (such as MyChart),RcrtES_Aware_v1r0_Invite,,Num,1,104430631,0=No,,,,,No,No,,,,,Recruitment Data Dictionary,No,No,,
,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,
192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),639721694,Phone call invitation,Phone call invitation,RcrtES_Aware_v1r0_Phone,,Num,1,104430631,0=No,,,,,No,No,,,,,Master Data Dictionary,No,No,,
,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,
192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),196856782,Physician or other health care staff,Physician or other health care staff,RcrtES_Aware_v1r0_Phys,,Num,1,104430631,0=No,,,,,No,No,,,,,Recruitment Data Dictionary,No,No,,
,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,
192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),177402915,Connect research staff at my health care system,Connect research staff at my health care system,RcrtES_Aware_v1r0_Staff,,Num,1,104430631,0=No,,,,,No,No,,,,,Master Data Dictionary,No,No,,
,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,
192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),791389099,News article or press release about Connect,News article or press release about Connect,RcrtES_Aware_v1r0_News,,Num,1,104430631,0=No,,,,,No,No,,,,,Recruitment Data Dictionary,No,No,,
,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,
192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),684726272,Health care system newsletter,Health care system newsletter,RcrtES_Aware_v1r0_HCNews,,Num,1,104430631,0=No,,,,,No,No,,,,,Recruitment Data Dictionary,No,No,,
,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,
192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),241590841,Health care system website,Health care system website,RcrtES_Aware_v1r0_HCSite,,Num,1,104430631,0=No,,,,,No,No,,,,,Recruitment Data Dictionary,No,No,,
,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,
192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),206879104,Connect website on Cancer.gov,Connect website on Cancer.gov,RcrtES_Aware_v1r0_Web,,Num,1,104430631,0=No,,,,,No,No,,,,,Recruitment Data Dictionary,No,No,,
,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,
192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),642287621,"Social media post (on Facebook, Twitter, Instagram, or other channels)","Social media post (on Facebook, Twitter, Instagram, or other channels)",RcrtES_Aware_v1r0_Social,,Num,1,104430631,0=No,,,,,No,No,,,,,Recruitment Data Dictionary,No,No,,
,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,
192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),520301146,"Local news, television, or radio station","Local news, television, or radio station",RcrtES_Aware_v1r0_TV,,Num,1,104430631,0=No,,,,,No,No,,,,,Recruitment Data Dictionary,No,No,,
,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,
192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),285130077,Video,Video,RcrtES_Aware_v1r0_Video,,Num,1,104430631,0=No,,,,,No,No,,,,,Recruitment Data Dictionary,No,No,,
,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,
192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),549687190,Family or friend,Family or friend,RcrtES_Aware_v1r0_Family,,Num,1,104430631,0=No,,,,,No,No,,,,,Recruitment Data Dictionary,No,No,,
,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,
192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),326825649,Another Connect participant,Another Connect participant,RcrtES_Aware_v1r0_Member,,Num,1,104430631,0=No,,,,,No,No,,,,,Recruitment Data Dictionary,No,No,,
,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,
192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),819377306,"Poster, flyer, or sign at my health care system","Poster, flyer, or sign at my health care system",RcrtES_Aware_v1r0_Poster,,Num,1,104430631,0=No,,,,,No,No,,,,,Recruitment Data Dictionary,No,No,,
,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,
192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),829269606,Connect table at public event,Connect table at public event,RcrtES_Aware_v1r0_Table,,Num,1,104430631,0=No,,,,,No,No,,,,,Recruitment Data Dictionary,No,No,,
,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,
192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),967372009,Recorded message,Recorded message,RcrtES_Aware_v1r0_Hold,,Num,1,104430631,0=No,,,,,No,No,,,,,Recruitment Data Dictionary,No,No,,
,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,
192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),462314689,Other- Recruitment,Other,RcrtES_Aware_v1r0_Other,,Num,1,104430631,0=No,,,,,No,No,,,,,Recruitment Data Dictionary,No,No,,1/31/22
,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,
192505768,Recruitment,273437590,Consent,,,412000022,HIPAA Version,HIPAA Version,RcrtCS_HIPAAVer_v1r0,,Char,11,,N/A,,,,,Yes,No,,Other version codes to be added as needed.,,,"Recruitment, Study Manager",No,No,,
192505768,Recruitment,273437590,Consent,,,558435199,HIPAA Authorization,HIPAA Authorization,RcrtCS_HIPAAAuth_v1r0,,Num,1,104430631,0 = No,,,,,Yes,No,,,,,"Recruitment, Study Manager",No,No,,
,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,,,
192505768,Recruitment,273437590,Consent,,,262613359,Autogenerated date/time stamp for HIPAA Authorization,Date/Time of HIPAA Authorization,RcrtCS_HIPAAAuthDt_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,,,,Yes if RcrtCS_HIPAAAuth_v1r0 equals 1,No,,ISO to be converted to SAS format,,,"Recruitment, Study Manager",No,No,,3/26/21
192505768,Recruitment,273437590,Consent,,,454205108,Consent Version,Consent Version,RcrtCS_Version_v1r0,,Char,11,,N/A,,,,,Yes,No,,Other version codes to be added as needed.,,,Recruitment Data Dictionary,No,No,,
192505768,Recruitment,273437590,Consent,,,471168198,First Name extracted from consent form,First Name,RcrtCS_Fname_v1r0,,Char,50,,N/A,,,,,Yes,Yes,,Legal first name for all non-KP sites. For KP sites it is their ID card name.,,,Recruitment Data Dictionary,No,No,,
192505768,Recruitment,273437590,Consent,,,736251808,Last Name extracted from consent form,Last Name,RcrtCS_Lname_v1r0,,Char,50,,N/A,,,,,Yes,Yes,,Legal last name for all non-KP sites. For KP sites it is their ID card name.,,,Recruitment Data Dictionary,No,No,,
192505768,Recruitment,273437590,Consent,,,436680969,Middle Name extracted from consent form,Middle Name,RcrtCS_Mname_v1r0,,Char,50,,N/A,,,,,No,Yes,,Legal middle name for all non-KP sites. For KP sites it is their ID card name.,,,Recruitment Data Dictionary,No,No,,
192505768,Recruitment,273437590,Consent,,,480305327,Suffix,Suffix,RcrtCS_Suffix_v1r0,,Num,1,612166858,0=Jr.,,,,,No,No,,Additional options may be added later.,,,Recruitment Data Dictionary,No,No,,
,,,,,,,,,,,,,255907182,1=Sr.,,,,,,,,,,,,,,,
,,,,,,,,,,,,,226924545,2=I,,,,,,,,,,,,,,,
,,,,,,,,,,,,,270793412,3=II,,,,,,,,,,,,,,,
,,,,,,,,,,,,,959021713,4=III,,,,,,,,,,,,,,,
,,,,,,,,,,,,,643664527,5=2nd,,,,,,,,,,,,,,,
,,,,,,,,,,,,,537892528,6=3rd,,,,,,,,,,,,,,,
192505768,Recruitment,273437590,Consent,,,982402227,Consent Date autogenerated when consent form submitted,Participant Consent Date,RcrtCS_Pdate_v1r0,,Date,8,,yyyymmdd,,,,,Deprecated,No,,"Variable deprecated on 1/11/22 (see prep meeting notes from that date). ISO time stamps are being used to populated forms instead. Variable will remain in prod, but is no longer in use.",,,Recruitment Data Dictionary,No,No,,1/18/22
192505768,Recruitment,273437590,Consent,,,454445267,Autogenerated date/time stamp for creation of derived completion time variables.,Time consent submitted,RcrtCS_ConsentSumit_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,,,,Yes if RcrtCS_Consented_v1r0 equals 1,No,,ISO to be converted to SAS format,,,Recruitment Data Dictionary,No,No,,3/26/21
192505768,Recruitment,273437590,Consent,,,919254129,Autogenerated flag -  when consent form submitted,Consent submitted,RcrtCS_Consented_v1r0,,Num,1,104430631,0=No,,,,,Yes,No,,Default automatically set to equal 0 when PIN/Token assigned.,,,"Recruitment Data Dictionary, Biospecimen Research",No,Yes,,
,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,
192505768,Recruitment,705748897,Post-consent,,,492983562,Firebase authentication userid,Account UserID,uid,,Char,240,,N/A,,,,,Yes,Yes,,,,,Recruitment Data Dictionary,No,No,,
192505768,Recruitment,705748897,Post-consent,,,421823980,Firebase authentication email,Account Email,email,,Char,120,,N/A,,,,,Yes if no phone,Yes,,,,,Recruitment Data Dictionary,No,No,,
192505768,Recruitment,705748897,Post-consent,,,348474836,Firebase authentication phone,Account phone,phoneNumber,,Num,10,,N/A,,,,,Yes if no email,Yes,,,,,Recruitment Data Dictionary,No,No,,
192505768,Recruitment,705748897,Post-consent,,,756862764,Firebase authentication first and last name,Account Name,displayName,,Char,50,,N/A,,,,,Yes,Yes,,,,,Recruitment Data Dictionary,No,No,,
192505768,Recruitment,705748897,Post-consent,,,995036844,Firebase authentication sign-in mechanism,Account Sign-in Mechanism,RcrtPC_Acnt_SignIn_v1r0,,Num,1,943488874,0 = google.com,,,,,Yes,Yes,,,,,Recruitment Data Dictionary,No,No,,6/1/21
,,,,,,,,,,,,,101178950,1 = password,,,,,,,,,,,,,,,
,,,,,,,,,,,,,804918759,2 = phone,,,,,,,,,,,,,,,
192505768,Recruitment,332759827,User Profile,,,399159511,First Name,First Name,RcrtUP_Fname_v1r0,,Char,50,,N/A,,,,,Yes,Yes,,"Populated from RcrtCS_Fname_v1r0, cannot be edited until after verification.",,,"Recruitment Data Dictionary, Biospecimen Clinical, Biospecimen Research",No,No,,
192505768,Recruitment,332759827,User Profile,,,231676651,Middle Name,Middle Name,RcrtUP_Mname_v1r0,,Char,1,,N/A,,,,,No,Yes,,"Populated from RcrtCS_Mname_v1r0, cannot be edited until after verification.",,,"Recruitment Data Dictionary, Biospecimen Clinical, Biospecimen Research",No,No,,
192505768,Recruitment,332759827,User Profile,,,996038075,Last Name,Last Name,RcrtUP_Lname_v1r0,,Char,50,,N/A,,,,,Yes,Yes,,"Populated from RcrtCS_Lname_v1r0, cannot be edited until after verification.",,,"Recruitment Data Dictionary, Biospecimen Clinical, Biospecimen Research",No,No,,
192505768,Recruitment,332759827,User Profile,,,480305327,Suffix,Suffix,RcrtUP_Suffix_v1r0,,Num,1,612166858,0=Jr.,,,,,No,No,,Populated from RcrtCS_Suffix_v1r0. Additional options may be added later.,,,Recruitment Data Dictionary,No,No,,1/31/22
,,,,,,,,,,,,,255907182,1=Sr.,,,,,,,,,,,,,,,
,,,,,,,,,,,,,226924545,2=I,,,,,,,,,,,,,,,
,,,,,,,,,,,,,270793412,3=II,,,,,,,,,,,,,,,
,,,,,,,,,,,,,959021713,4=III,,,,,,,,,,,,,,,
,,,,,,,,,,,,,643664527,5=2nd,,,,,,,,,,,,,,,
,,,,,,,,,,,,,537892528,6=3rd,,,,,,,,,,,,,,,
192505768,Recruitment,332759827,User Profile,,,153211406,What is your preferred first name?,Preferred Name,RcrtUP_PrefName_v1r0,,Char,50,,N/A,,,,,No,Yes,,Collected in user profile.  Displayed on check-in screens for Biospecimens.,,,"Recruitment Data Dictionary, Biospecimen Clinical, Biospecimen Research",No,No,,
192505768,Recruitment,332759827,User Profile,,,564964481,Birth Month,Birth Month,RcrtUP_MOB_v1r0,,Month,2,,mm,,,,,Yes,Yes,,Variable will be populated by a drop down menu with values from 1 to 12,,,Recruitment Data Dictionary,No,No,,
192505768,Recruitment,332759827,User Profile,,,795827569,Birth Day,Birth Day,RcrtUP_BD_v1r0,,Day,2,,dd,,,,,Yes,Yes,,"Variable will be populated by a drop down with values from 1 to 31.  DOB is being saved for the derived single date variable that will be created from MOB, BD and YOB.",,,Recruitment Data Dictionary,No,No,,
192505768,Recruitment,332759827,User Profile,,,544150384,Birth Year,Birth Year,RcrtUP_YOB_v1r0,,Year,4,,yyyy,,,,,Yes,Yes,,Field will require a 4 digit response.,,,Recruitment Data Dictionary,No,No,,
192505768,Recruitment,332759827,User Profile,,,371067537,"Date of Birth derived from concatenating: RcrtUP_MOB_v1r0, RcrtUP_BD_v1r0, RcrtUP_YOB_v1r0",Date of Birth,RcrtUP_DOB_v1r0,,Date,8,,yyyymmdd,,,,,Yes,Yes,,,,,"Recruitment Data Dictionary, Biospecimen Clinical, Biospecimen Research",No,No,,
192505768,Recruitment,332759827,User Profile,,,117249500,Age derived from DOB at time of user profile completion.,User Profile derived age,RcrtUP_Age_v1r0,,Num,3,,N/A,,,,,Yes,No,,,,,Recruitment Data Dictionary,No,No,,
192505768,Recruitment,332759827,User Profile,,,388711124,Mobile phone,Mobile phone,RcrtUP_Mobile_v1r0,,Num,10,,N/A,,,,,Yes if no other phone number given,Yes,,"Type and length are based on a numbers only format, no dashes",,,"Recruitment Data Dictionary, Biospecimen Research",No,No,,
192505768,Recruitment,332759827,User Profile,,,271757434,Can we leave voicemail at this number?- Mobile,Mobile voicemail,RcrtUP_MobileVM_V1R0,,Num,1,104430631,0 = No,,,,,No,No,,,,,"Recruitment Data Dictionary, Biospecimen Research",No,No,,1/31/22
,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,,,
192505768,Recruitment,332759827,User Profile,,,646873644,Can we text this number?,Text,RcrtUP_MobileTxt_V1R0,,Num,1,104430631,0 = No,,,,,Yes,No,,,,,"Recruitment Data Dictionary, Biospecimen Research",No,No,,
,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,,,
192505768,Recruitment,332759827,User Profile,,,438643922,Home phone,Home phone,RcrtUP_Home_v1r0,,Num,10,,N/A,,,,,"Yes, if no other phone number given",Yes,,"Type and length are based on a numbers only format, no dashes",,,"Recruitment Data Dictionary, Biospecimen Research",No,No,,
192505768,Recruitment,332759827,User Profile,,,187894482,Can we leave voicemail at this number?- Home,Home voicemail,RcrtUP_HomeVM_v1r0,,Num,1,104430631,0 = No,,,,,No,No,,,,,"Recruitment Data Dictionary, Biospecimen Research",No,No,,1/31/22
,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,,,
192505768,Recruitment,332759827,User Profile,,,793072415,Other phone,Other phone,RcrtUP_OtherPhone_v1r0,,Num,10,,N/A,,,,,"Yes, if no other phone number given",Yes,,,,,"Recruitment Data Dictionary, Biospecimen Research",No,No,,
192505768,Recruitment,332759827,User Profile,,,983278853,Can we leave voicemail at this number?- Other,Other voicemail,RcrtUP_OtherVM_v1r0,,Num,1,104430631,0 = No,,,,,No,No,,,,,"Recruitment Data Dictionary, Biospecimen Research",No,No,,1/31/22
,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,,,
192505768,Recruitment,332759827,User Profile,,,869588347,Preferred Email,Preferred email,RcrtUP_PreEmail_v1r0,,Char,120,,N/A,,,,,Yes,Yes,,,,,"Recruitment Data Dictionary, Biospecimen Research",No,No,,
192505768,Recruitment,332759827,User Profile,,,849786503,Additional Email 1,Additional email 1,RcrtUP_Email1_v1r0,,Char,120,,N/A,,,,,No,Yes,,,,,"Recruitment Data Dictionary, Biospecimen Research",No,No,,
192505768,Recruitment,332759827,User Profile,,,635101039,Additional Email 2,Additional email 2,RcrtUP_Email2_v1r0,,Char,120,,N/A,,,,,No,Yes,,,,,"Recruitment Data Dictionary, Biospecimen Research",No,No,,
192505768,Recruitment,332759827,User Profile,,,714419972,Additional Email 3,Additional email 3,RcrtUP_Email3_v1r0,,Char,120,,N/A,,,,,No,Yes,,,,,"Recruitment Data Dictionary, Biospecimen Research",No,No,,
192505768,Recruitment,332759827,User Profile,,,524461170,How do you prefer that we reach you?,Preferred contact method,RcrtUP_PrefMethod_v1r0,,Num,1,127547625,0 = Text message,,,,,Yes if both mobile phone and email given,No,,"Question does not appear if only mobile phone OR email given, but not both",,,"Recruitment Data Dictionary, Biospecimen Research",No,No,,4/14/21
,,,,,,,,,,,,,357184057,1 = Email,,,,,,,,,,,,,,,
192505768,Recruitment,332759827,User Profile,,,521824358,Address line 1,Address line 1,RcrtUP_AddressLn1_v1r0,,Char,70,,N/A,,,,,Yes,Yes,,Populated from Google Addresses,,,"Recruitment Data Dictionary, Biospecimen Clinical, Biospecimen Research",No,No,,
192505768,Recruitment,332759827,User Profile,,,442166669,Address line 2,Address line 2,RcrtUP_AddressLn2_v1r0,,Char,70,,N/A,,,,,No,Yes,,Populated from Google Addresses,,,"Recruitment Data Dictionary, Biospecimen Clinical, Biospecimen Research",No,No,,
192505768,Recruitment,332759827,User Profile,,,703385619,City,City,RcrtUP_City_v1r0,,Char,45,,N/A,,,,,Yes,Yes,,Populated from Google Addresses,,,"Recruitment Data Dictionary, Biospecimen Clinical, Biospecimen Research",No,No,,
192505768,Recruitment,332759827,User Profile,,,634434746,State,State,RcrtUP_State_v1r0,,Char,48,,N/A,,,,,Yes,Yes,,Populated from Google Addresses,,,"Recruitment Data Dictionary, Biospecimen Clinical, Biospecimen Research",No,No,,
192505768,Recruitment,332759827,User Profile,,,892050548,Zip,Zip,RcrtUP_Zip_v1r0,,Num,5,,N/A,,,,,Yes,Yes,,Populated from Google Addresses,,,"Recruitment Data Dictionary, Biospecimen Clinical, Biospecimen Research",No,No,,
192505768,Recruitment,332759827,User Profile,,,452166062,Have you ever been diagnosed with cancer (other than non-melanoma skin cancer)?,Previous Cancer,RcrtUP_Cancer_v1r0,,Num,1,104430631,0 = No,,,,,No,No,,,,,Recruitment Data Dictionary,No,No,,
,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,,,
192505768,Recruitment,332759827,User Profile,,,650597106,What year were you diagnosed?,Cancer Year,RcrtUP_CancerYr_v1r0,,Year,4,,yyyy,,,,,No,No,,Only shown if answer to RcrtUP_Cancer_v1r0 equals 1,,,Recruitment Data Dictionary,No,No,,
192505768,Recruitment,332759827,User Profile,,,266952173,What type of cancer?,Cancer Type,RcrtUP_CancerType_v1r0,,Char,800,,N/A,,,,,No,No,,Only shown if answer to RcrtUP_Cancer_v1r0 equals 1.,,,Recruitment Data Dictionary,No,No,,
192505768,Recruitment,332759827,User Profile,,,494982282,Any comments about your cancer diagnosis:,Cancer Comments,RcrtUP_CancerComts_v1r0,,Char,800,,N/A,,,,,No,No,,Only shown if answer to RcrtUP_Cancer_v1r0 equals 1.,,,Recruitment Data Dictionary,No,No,,
192505768,Recruitment,332759827,User Profile,,,699625233,Autogenerated flag when User Profile submitted,User Profile submitted,RcrtUP_Submitted_v1r0,,Num,1,104430631,0 = No,,,,,Yes,No,,,,,Recruitment Data Dictionary,No,No,,
,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,,,
192505768,Recruitment,332759827,User Profile,,,430551721,Autogenerated date/time when User Profile submitted,Time User Profile submitted,RcrtUP_SubmitTime_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,,,,Yes if RcrtUP_Submitted_v1r0 equals 1,No,,ISO to be converted to SAS format,,,Recruitment Data Dictionary,No,No,,3/26/21
192505768,Recruitment,453017582,Completion Time,,,765924958,Derived variable for the time from sign-in to submission of consent as RcrtCS_ConsentSumit_v1r0 - RcrtSI_SignTime_v1r0,Time from account to consent,RcrtCT_Acct_Cnst_v1r0,,Minutes,18,,N/A,,,,,Yes,No,,"Can be further derived to other time units (e.g. hours + fractions of hours) or as multiple time variables (e.g. hours, minutes, and seconds)",,,Recruitment Data Dictionary,No,No,,
