Formula for Index,Index,conceptId,Primary Source,conceptId,Secondary Source,conceptId,Current Source Question,V1 Source Question,GridID/Source Question Name,"Deprecated, New, or Revised","Date Deprecated, New, or Revised Variable Pushed to Prod",conceptId,Current Question Text,V1 Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions - Surveys Only,Variable Type,Variable Length,conceptId,Current Format/Value,R0 Format/Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,GCP Document/Table,Question Type,IMS Review Notes
1161,1161,129084651,Survey,726699695,Background and Overall Health,588212264,"When you were a child, what language(s) did you first learn at home? Select all that apply",,LANG,,,750168061,Chinese,,Chinese,SrvBOH_ChineseLang_v1r0,11,Num,1,104430631,0=No,,No,No,,,,,,9/14/21,,Optional Select All that Apply,
1162,1162,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1163,1163,129084651,Survey,726699695,Background and Overall Health,588212264,"When you were a child, what language(s) did you first learn at home? Select all that apply",,LANG,,,240721579,Korean,,Korean,SrvBOH_KoreanLang_v1r0,12,Num,1,104430631,0=No,,No,No,,,,,,9/14/21,,Optional Select All that Apply,
1164,1164,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1165,1165,129084651,Survey,726699695,Background and Overall Health,588212264,"When you were a child, what language(s) did you first learn at home? Select all that apply",,LANG,,,964924704,Vietnamese,,Vietnamese,SrvBOH_VietLang_v1r0,13,Num,1,104430631,0=No,,No,No,,,,,,9/14/21,,Optional Select All that Apply,
1166,1166,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1167,1167,129084651,Survey,726699695,Background and Overall Health,588212264,"When you were a child, what language(s) did you first learn at home? Select all that apply",,LANG,,,544197293,Tagalog,,Tagalog,SrvBOH_TagalogLang_v1r0,14,Num,1,104430631,0=No,,No,No,,,,,,9/14/21,,Optional Select All that Apply,
1168,1168,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1169,1169,129084651,Survey,726699695,Background and Overall Health,588212264,"When you were a child, what language(s) did you first learn at home? Select all that apply",,LANG,,,367462243,Ilocano,,Ilocano,SrvBOH_IlocanoLang_v1r0,15,Num,1,104430631,0=No,,No,No,,,,,,9/14/21,,Optional Select All that Apply,
1170,1170,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1171,1171,129084651,Survey,726699695,Background and Overall Health,588212264,"When you were a child, what language(s) did you first learn at home? Select all that apply",,LANG,,,288079668,Japanese,,Japanese,SrvBOH_JapanLang_v1r0,16,Num,1,104430631,0=No,,No,No,,,,,,9/14/21,,Optional Select All that Apply,
1172,1172,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1173,1173,129084651,Survey,726699695,Background and Overall Health,588212264,"When you were a child, what language(s) did you first learn at home? Select all that apply",,LANG,,,669977999,Arabic,,Arabic,SrvBOH_ArabicLang_v1r0,17,Num,1,104430631,0=No,,No,No,,,,,,9/14/21,,Optional Select All that Apply,
1174,1174,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1175,1175,129084651,Survey,726699695,Background and Overall Health,588212264,"When you were a child, what language(s) did you first learn at home? Select all that apply",,LANG,,,807835037,Other |__|,,Other language(s): Please describe,SrvBOH_OtherLang_v1r0,55,Num,1,104430631,0=No,,No,No,,,,,,9/23/21,,Optional Select All that Apply,
1176,1176,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1177,1177,129084651,Survey,726699695,Background and Overall Health,588212264,"When you were a child, what language(s) did you first learn at home? Select all that apply",,LANG,,,486535201,Other language(s): Please describe[text box],,Other language(s): Please describe[text box],SrvBOH_OtherLangDesc_v1r0,LANG_TB,Char,300,,N/A,,No,No,,,,,,9/14/21,,Optional Select All that Apply,
1178,1178,129084651,Survey,726699695,Background and Overall Health,,,,,,,407056417,What was your biological sex assigned at birth?,,Sex at birth,SrvBOH_SexAtBirth_v1r0,SEX,Num,2,536341288,0 = Female,,Yes,No,,,,,,12/21/21,,Required Multiple Choice,
1179,1179,,,,,,,,,,,,,,,,,,,654207589,1 = Male,,,,,,,,,,,,
1180,1180,,,,,,,,,,,,,,,,,,,576796184,2 = Intersex or other,,,,,,,,,,,,
1181,1181,129084651,Survey,726699695,Background and Overall Health,750420077,Please select the body parts that you were born with.,,SEX2,,,582784267,Penis,,Penis,SrvBOH_Penis_v1r0,0,Num,1,104430631,0=No,,No,No,Only display if SEX=Intersex or other,,,,,9/17/21,,Required Select All that Apply,
1182,1182,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1183,1183,129084651,Survey,726699695,Background and Overall Health,750420077,Please select the body parts that you were born with.,,SEX2,,,751402477,Testes,,Testes,SrvBOH_Testes_v1r0,1,Num,1,104430631,0=No,,No,No,Only display if SEX=Intersex or other,,,,,9/17/21,,Required Select All that Apply,
1184,1184,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1185,1185,129084651,Survey,726699695,Background and Overall Health,750420077,Please select the body parts that you were born with.,,SEX2,,,700100953,Prostate gland,,Prostate gland,SrvBOH_Prostate_v1r0,2,Num,1,104430631,0=No,,No,No,Only display if SEX=Intersex or other,,,,,12/27/21,,Required Select All that Apply,
1186,1186,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1187,1187,129084651,Survey,726699695,Background and Overall Health,750420077,Please select the body parts that you were born with.,,SEX2,,,846483618,Vagina,,Vagina,SrvBOH_Vagina_v1r0,3,Num,1,104430631,0=No,,No,No,Only display if SEX=Intersex or other,,,,,9/17/21,,Required Select All that Apply,
1188,1188,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1189,1189,129084651,Survey,726699695,Background and Overall Health,750420077,Please select the body parts that you were born with.,,SEX2,,,505282171,Cervix,,Cervix,SrvBOH_Cervix_v1r0,4,Num,1,104430631,0=No,,No,No,Only display if SEX=Intersex or other,,,,,9/17/21,,Required Select All that Apply,
1190,1190,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1191,1191,129084651,Survey,726699695,Background and Overall Health,750420077,Please select the body parts that you were born with.,,SEX2,,,578416151,Uterus,,Uterus,SrvBOH_Uterus_v1r0,5,Num,1,104430631,0=No,,No,No,Only display if SEX=Intersex or other,,,,,9/17/21,,Required Select All that Apply,
1192,1192,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1193,1193,129084651,Survey,726699695,Background and Overall Health,750420077,Please select the body parts that you were born with.,,SEX2,,,434651539,Ovaries,,Ovaries,SrvBOH_Ovaries_v1r0,6,Num,1,104430631,0=No,,No,No,Only display if SEX=Intersex or other,,,,,9/17/21,,Required Select All that Apply,
1194,1194,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1195,1195,129084651,Survey,726699695,Background and Overall Health,750420077,Please select the body parts that you were born with.,,SEX2,,,108025529,Fallopian Tubes,,Fallopian Tubes,SrvBOH_FallTube_v1r0,7,Num,1,104430631,0=No,,No,No,Only display if SEX=Intersex or other,,,,,9/17/21,,Required Select All that Apply,
1196,1196,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1197,1197,129084651,Survey,726699695,Background and Overall Health,289664241,Gender - Do you think of yourself as:,,GEN,Revised,1/18/23,289664241,Gender - Do you think of yourself as:,,Gender,SrvBOH_Gender_v1r1,GEN,Num,2,218837028,0 = Woman,0 = Female,No,No,,,,,,2/2/23,,Optional Multiple Choice with Text Box (text in text box),Denoted date revised variable pushed to prod
1198,1198,,,,,,,,,Revised,,,,,,,,,,983318667,1 = Man,1 = Male,,,,,,,,12/12/22,,,Updated response value
1199,1199,,,,,,,,,Revised,,,,,,,,,,405267600,2 = Transgender Man,2 = Transgender Male/Trans Man/Female-to-Male (FTM),,,,,,,,12/12/22,,,Updated response value
1200,1200,,,,,,,,,Revised,,,,,,,,,,873138103,3 = Transgender Woman,3 = Transgender Female/Trans Woman/Male-to-Female (MTF),,,,,,,,12/12/22,,,Updated response value
1201,1201,,,,,,,,,Revised,,,,,,,,,,805712793,4 = Genderqueer,"4 = Genderqueer, not exclusively male or female",,,,,,,,12/12/22,,,Updated response value
1202,1202,,,,,,,,,New,,,,,,,,,,486192236,5 = Non-binary,,,,,,,,,12/12/22,,,Added a new response value
1203,1203,,,,,,,,,Keep,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,
1204,1204,,,,,,,,,Keep,,,,,,,,,,746038746,99 = Declined,,,,,,,,,,,,
1205,1205,129084651,Survey,726699695,Background and Overall Health,289664241,Gender - Do you think of yourself as:,,GEN,,,918409306,Gender - Do you think of yourself as: [text box],,Gender - Descriptive,SrvBOH_GenderDesc_v1r0,GEN_TB,Char,300,,N/A,,No,No,Option only available if 55 is selected in GEN,,,,,9/14/21,,Optional Multiple Choice with Text Box (text in text box),
1206,1206,129084651,Survey,726699695,Background and Overall Health,,,,,,,987107433,"A person's appearance, style, dress, or mannerisms (the way they walk or talk) may affect the way people think of them. On average, how do you think people would describe your appearance, style, dress, or mannerisms?",,"Appearance, style, dress, mannerisms",SrvBOH_Appearance_v1r0,STYLE,Num,1,220083334,0 = Very feminine,,No,No,,,,,,8/18/21,,Optional Multiple Choice,
1207,1207,,,,,,,,,,,,,,,,,,,541300533,1 = Mostly feminine,,,,,,,,,,,,
1208,1208,,,,,,,,,,,,,,,,,,,878286618,2 = Somewhat feminine,,,,,,,,,,,,
1209,1209,,,,,,,,,,,,,,,,,,,910745276,3 = Equally feminine and masculine,,,,,,,,,,,,
1210,1210,,,,,,,,,,,,,,,,,,,510148951,4 = Somewhat masculine,,,,,,,,,,,,
1211,1211,,,,,,,,,,,,,,,,,,,265452386,5 = Mostly masculine,,,,,,,,,,,,
1212,1212,,,,,,,,,,,,,,,,,,,915528806,6 = Very masculine,,,,,,,,,,,,
1213,1213,,,,,,,,,,,,,,,,,,,746038746,99 = Declined,,,,,,,,,,,,
1214,1214,129084651,Survey,726699695,Background and Overall Health,555481393,Orientation - Do you think of yourself as:,,SEXORIENT,,,555481393,Orientation - Do you think of yourself as:,,Sexual orientation,SrvBOH_SexOrient_v1r0,SEXORIENT,Num,2,271882746,0 = Straight or heterosexual,,No,No,,,,,,9/14/21,,Optional Multiple Choice with Text Box (text in text box),
1215,1215,,,,,,,,,,,,,,,,,,,903084185,"1 = Lesbian, gay, or homosexual",,,,,,,,,,,,
1216,1216,,,,,,,,,,,,,,,,,,,999994434,2 = Bisexual,,,,,,,,,,,,
1217,1217,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,
1218,1218,,,,,,,,,,,,,,,,,,,746038746,99 = Declined,,,,,,,,,,,,
1219,1219,129084651,Survey,726699695,Background and Overall Health,555481393,Orientation - Do you think of yourself as:,,SEXORIENT,,,979809707,Orientation - Do you think of yourself as: [text box],,Sexual orientation - Descriptive,SrvBOH_SexOrientDesc_v1r0,SEXORIENT_TB,Char,300,,N/A,,No,No,Option only available if 55 is selected in SEXORIENT,,,,,9/14/21,,Optional Multiple Choice with Text Box (text in text box),
1220,1220,129084651,Survey,726699695,Background and Overall Health,,,,,,,537153788,Has a doctor or other health professional ever told you that you have or had non-melanoma skin cancer?,,Skin cancer diagnosis,SrvBOH_SkinCancer_v1r0,SKINCANC,Num,1,104430631,0=No,,No,No,,,,,,,,Optional Multiple Choice,
1221,1221,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1222,1222,129084651,Survey,726699695,Background and Overall Health,508846529,What type(s) of skin cancer did a doctor or other health professional tell you that you have or had? Select all that apply.,,SKINCANC2,,,864052438,Basal cell,,Basal cell,SrvBOH_BasalCell_v1r0,0,Num,1,104430631,0=No,,No,No,Only display is SKINCANC = 1,,,,,,,Optional Select All that Apply,
1223,1223,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1224,1224,129084651,Survey,726699695,Background and Overall Health,508846529,What type(s) of skin cancer did a doctor or other health professional tell you that you have or had? Select all that apply.,,SKINCANC2,,,323177352,Squamous cell,,Squamous cell,SrvBOH_Squamous_v1r0,1,Num,1,104430631,0=No,,No,No,Only display is SKINCANC = 1,,,,,,,Optional Select All that Apply,
1225,1225,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1226,1226,129084651,Survey,726699695,Background and Overall Health,508846529,What type(s) of skin cancer did a doctor or other health professional tell you that you have or had? Select all that apply.,,SKINCANC2,,,178420302,Unavailable/Unknown,,Don't know,SrvBOH_UnknownCanc_v1r0,77,Num,1,104430631,0=No,,No,No,Only display is SKINCANC = 1,,,,,9/23/21,,Optional Select All that Apply,
1227,1227,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1228,1228,129084651,Survey,726699695,Background and Overall Health,904550680,How old were you when a doctor or other health professional first told you that you have or had skin cancer?,,SKINCANC3,,,206625031,Age at diagnosis,,Skin cancer diagnosis age,SrvBOH_SkinCancAge_v1r0,SKINCANC3_AGE,Num,2,,N/A,,No,No,Only display is SKINCANC = 1,,,,,9/28/21,,Or (xor=) Question (either/or text boxes without radio button),
1229,1229,129084651,Survey,726699695,Background and Overall Health,904550680,How old were you when a doctor or other health professional first told you that you have or had skin cancer?,,SKINCANC3,,,261863326,Year at diagnosis,,Skin cancer diagnosis year,SrvBOH_SkinCancYear_v1r0,SKINCANC3_YEAR,Year,4,,N/A,,No,No,Only display is SKINCANC = 1,,,,,9/28/21,,Or (xor=) Question (either/or text boxes without radio button),
1230,1230,129084651,Survey,726699695,Background and Overall Health,167101091,Cardiovascular Disease- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP1,,,698944820,B-12 Deficiency (Pernicious Anemia),,B-12 Deficiency (Pernicious Anemia),SrvBOH_B12Defic_v1r0,0,Num,1,104430631,0=No,,No,No,,,,,,,,"Optional Select All that Apply, Displayif in One or More Responses",
1231,1231,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1232,1232,129084651,Survey,726699695,Background and Overall Health,167101091,Cardiovascular Disease- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP1,,,838744325,Coronary Artery/Coronary Heart Disease,,Coronary Artery/Coronary Heart Disease,SrvBOH_CHD_v1r0,1,Num,1,104430631,0=No,,No,No,,,,,,,,"Optional Select All that Apply, Displayif in One or More Responses",
1233,1233,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1234,1234,129084651,Survey,726699695,Background and Overall Health,167101091,Cardiovascular Disease- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP1,,,769790179,Congestive Heart Failure,,Congestive Heart Failure,SrvBOH_CHF_v1r0,2,Num,1,104430631,0=No,,No,No,,,,,,,,"Optional Select All that Apply, Displayif in One or More Responses",
1235,1235,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1236,1236,129084651,Survey,726699695,Background and Overall Health,167101091,Cardiovascular Disease- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP1,,,699553344,High Cholesterol,,High Cholesterol,SrvBOH_Cholesterol_v1r0,3,Num,1,104430631,0=No,,No,No,,,,,,,,"Optional Select All that Apply, Displayif in One or More Responses",
1237,1237,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1238,1238,129084651,Survey,726699695,Background and Overall Health,167101091,Cardiovascular Disease- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP1,,,700811160,Heart Attack (Myocardial Infarction),,Heart Attack (Myocardial Infarction),SrvBOH_MI_v1r0,4,Num,1,104430631,0=No,,No,No,,,,,,,,"Optional Select All that Apply, Displayif in One or More Responses",
1239,1239,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1240,1240,129084651,Survey,726699695,Background and Overall Health,167101091,Cardiovascular Disease- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP1,,,336505365,Abnormal Heart Rhythm (Arrhythmia),,Abnormal Heart Rhythm (Arrhythmia),SrvBOH_AHR_v1r0,5,Num,1,104430631,0=No,,No,No,,,,,,,,"Optional Select All that Apply, Displayif in One or More Responses",
1241,1241,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1242,1242,129084651,Survey,726699695,Background and Overall Health,167101091,Cardiovascular Disease- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP1,,,132548932,Chest Pain (Angina),,Chest Pain (Angina),SrvBOH_ChestPain_v1r0,6,Num,1,104430631,0=No,,No,No,,,,,,,,"Optional Select All that Apply, Displayif in One or More Responses",
1243,1243,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1244,1244,129084651,Survey,726699695,Background and Overall Health,167101091,Cardiovascular Disease- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP1,,,747787163,Heart Valve Problems,,Heart Valve Problems,SrvBOH_HeartValve_v1r0,7,Num,1,104430631,0=No,,No,No,,,,,,,,"Optional Select All that Apply, Displayif in One or More Responses",
1245,1245,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1246,1246,129084651,Survey,726699695,Background and Overall Health,167101091,Cardiovascular Disease- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP1,,,693851465,High Blood Pressure (Hypertension) [Please do not include hypertension during pregnancy.],,High Blood Pressure (Hypertension) [Please do not include hypertension during pregnancy.],SrvBOH_HBP_v1r0,8,Num,1,104430631,0=No,,No,No,,,,,,,,"Optional Select All that Apply, Displayif in One or More Responses",
1247,1247,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1248,1248,129084651,Survey,726699695,Background and Overall Health,167101091,Cardiovascular Disease- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP1,,,512012656,"Blood Clots (Deep Vein Thrombosis, Pulmonary Embolism)",,"Blood Clots (Deep Vein Thrombosis, Pulmonary Embolism)",SrvBOH_BloodClot_v1r0,9,Num,1,104430631,0=No,,No,No,,,,,,,,"Optional Select All that Apply, Displayif in One or More Responses",
1249,1249,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1250,1250,129084651,Survey,726699695,Background and Overall Health,167101091,Cardiovascular Disease- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP1,,,619337095,Stroke,,Stroke,SrvBOH_Stroke_v1r0,10,Num,1,104430631,0=No,,No,No,,,,,,,,"Optional Select All that Apply, Displayif in One or More Responses",
1251,1251,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1252,1252,129084651,Survey,726699695,Background and Overall Health,167101091,Cardiovascular Disease- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP1,,,535003378,None of the above,,No cardiovascular conditions,SrvBOH_NoCardioCond_v1r0,88,Num,1,104430631,0=No,,No,No,Only can be selected if no other variables selected in MHGROUP1,,,,,9/23/21,,"Optional Select All that Apply, Displayif in One or More Responses",
1253,1253,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
1254,1254,129084651,Survey,726699695,Background and Overall Health,965917116,How old were you when a doctor or other health professional first told you that you have or had vitamin B-12 deficiency (pernicious anemia)?,,ANEMIA,,,206625031,Age at diagnosis,,B-12 deficiency (pernicious anemia) diagnosis age,SrvBOH_AnemiaAge_v1r0,ANEMIA_AGE,Num,2,,N/A,,No,No,Only display if MHGROUP1 = B-12 Deficiency,,,,,9/28/21,,Or (xor=) Question (either/or text boxes without radio button),
1255,1255,129084651,Survey,726699695,Background and Overall Health,965917116,How old were you when a doctor or other health professional first told you that you have or had vitamin B-12 deficiency (pernicious anemia)?,,ANEMIA,,,261863326,Year at diagnosis,,B-12 deficiency (pernicious anemia) diagnosis year,SrvBOH_AnemiaYear_v1r0,ANEMIA_YEAR,Year,4,,N/A,,No,No,Only display if MHGROUP1 = B-12 Deficiency,,,,,9/28/21,,Or (xor=) Question (either/or text boxes without radio button),
1256,1256,129084651,Survey,726699695,Background and Overall Health,929240175,How old were you when a doctor or other health professional first told you that you have or had coronary artery/coronary heart disease?,,CVD,,,206625031,Age at diagnosis,,Coronary artery/coronary heart disease diagnosis age,SrvBOH_CHDAge_v1r0,CVD_AGE,Num,2,,N/A,,No,No,Only display if MHGROUP1 = CVD,,,,,9/28/21,,Or (xor=) Question (either/or text boxes without radio button),
1257,1257,129084651,Survey,726699695,Background and Overall Health,929240175,How old were you when a doctor or other health professional first told you that you have or had coronary artery/coronary heart disease?,,CVD,,,261863326,Year at diagnosis,,Coronary artery/coronary heart disease diagnosis year,SrvBOH_CHDYear_v1r0,CVD_YEAR,Year,4,,N/A,,No,No,Only display if MHGROUP1 = CVD,,,,,9/28/21,,Or (xor=) Question (either/or text boxes without radio button),
1258,1258,129084651,Survey,726699695,Background and Overall Health,836712013,How old were you when a doctor or other health professional first told you that you have or had congestive heart failure?,,CHF,,,206625031,Age at diagnosis,,Congestive heart failure diagnosis age,SrvBOH_CHFAge_v1r0,CHF_AGE,Num,2,,N/A,,No,No,Only display if MHGROUP1 = Congestive heart failure,,,,,9/28/21,,Or (xor=) Question (either/or text boxes without radio button),
1259,1259,129084651,Survey,726699695,Background and Overall Health,836712013,How old were you when a doctor or other health professional first told you that you have or had congestive heart failure?,,CHF,,,261863326,Year at diagnosis,,Congestive heart failure diagnosis year,SrvBOH_CHFYear_v1r0,CHF_YEAR,Year,4,,N/A,,No,No,Only display if MHGROUP1 = Congestive heart failure,,,,,9/28/21,,Or (xor=) Question (either/or text boxes without radio button),
1260,1260,129084651,Survey,726699695,Background and Overall Health,836890480,How old were you when a doctor or other health professional first told you that you have or had high cholesterol?,,CHOL,,,206625031,Age at diagnosis,,High cholesterol diagnosis age,SrvBOH_CholesterolAge_v1r0,CHOL_AGE,Num,2,,N/A,,No,No,Only display if MHGROUP1 = High cholesterol,,,,,9/28/21,,Or (xor=) Question (either/or text boxes without radio button),
1261,1261,129084651,Survey,726699695,Background and Overall Health,836890480,How old were you when a doctor or other health professional first told you that you have or had high cholesterol?,,CHOL,,,261863326,Year at diagnosis,,High cholesterol diagnosis year,SrvBOH_CholesterolYr_v1r0,CHOL_YEAR,Year,4,,N/A,,No,No,Only display if MHGROUP1 = High cholesterol,,,,,9/28/21,,Or (xor=) Question (either/or text boxes without radio button),
1262,1262,129084651,Survey,726699695,Background and Overall Health,624479779,How old were you when a doctor or other health professional first told you that you have had a heart attack (myocardial infarction)?,,HEARTATT,,,206625031,Age at diagnosis,,Heart attack (myocardial infarction)diagnosis age,SrvBOH_MIAge_v1r0,HEARTATT_AGE,Num,2,,N/A,,No,No,Only display if MHGROUP1 = Heart attack,,,,,9/28/21,,Or (xor=) Question (either/or text boxes without radio button),
1263,1263,129084651,Survey,726699695,Background and Overall Health,624479779,How old were you when a doctor or other health professional first told you that you have had a heart attack (myocardial infarction)?,,HEARTATT,,,261863326,Year at diagnosis,,Heart attack (myocardial infarction) diagnosis year,SrvBOH_MIyear_v1r0,HEARTATT_YEAR,Year,4,,N/A,,No,No,Only display if MHGROUP1 = Heart attack,,,,,9/28/21,,Or (xor=) Question (either/or text boxes without radio button),
1264,1264,129084651,Survey,726699695,Background and Overall Health,337278854,How old were you when a doctor or other health professional first told you that you have or had abnormal heart rhythm (arrhythmia)?,,ARRHYT,,,206625031,Age at diagnosis,,Abnormal heart rhythm (arrhythmia) diagnosis age,SrvBOH_AHRAge_v1r0,ARRHYT_AGE,Num,2,,N/A,,No,No,Only display if MHGROUP1 = abnormal heart rhythm,,,,,9/28/21,,Or (xor=) Question (either/or text boxes without radio button),
1265,1265,129084651,Survey,726699695,Background and Overall Health,337278854,How old were you when a doctor or other health professional first told you that you have or had abnormal heart rhythm (arrhythmia)?,,ARRHYT,,,261863326,Year at diagnosis,,Abnormal heart rhythm (arrhythmia) diagnosis year,SrvBOH_AHRYear_v1r0,ARRHYT_YEAR,Year,4,,N/A,,No,No,Only display if MHGROUP1 = abnormal heart rhythm,,,,,9/28/21,,Or (xor=) Question (either/or text boxes without radio button),
1266,1266,129084651,Survey,726699695,Background and Overall Health,681229479,How old were you when a doctor or other health professional first told you that you have or had chest pain (angina)?,,CHESTPAIN,,,206625031,Age at diagnosis,,chest pain (angina) diagnosis age,SrvBOH_ChestPainAge_v1r0,CHESTPAIN_AGE,Num,2,,N/A,,No,No,Only display if MHGROUP1 = chest pain,,,,,9/28/21,,Or (xor=) Question (either/or text boxes without radio button),
1267,1267,129084651,Survey,726699695,Background and Overall Health,681229479,How old were you when a doctor or other health professional first told you that you have or had chest pain (angina)?,,CHESTPAIN,,,261863326,Year at diagnosis,,chest pain (angina) diagnosis year,SrvBOH_ChestPainYr_v1r0,CHESTPAIN_YEAR,Year,4,,N/A,,No,No,Only display if MHGROUP1 = chest pain,,,,,9/28/21,,Or (xor=) Question (either/or text boxes without radio button),
1268,1268,129084651,Survey,726699695,Background and Overall Health,660358706,How old were you when a doctor or other health professional first told you that you have or had heart valve problems?,,HEARTVALV,,,206625031,Age at diagnosis,,heart valve problems diagnosis age,SrvBOH_HeartValveAge_v1r0,HEARTVALV_AGE,Num,2,,N/A,,No,No,Only display if MHGROUP1 = heart valve problems,,,,,9/28/21,,Or (xor=) Question (either/or text boxes without radio button),
1269,1269,129084651,Survey,726699695,Background and Overall Health,660358706,How old were you when a doctor or other health professional first told you that you have or had heart valve problems?,,HEARTVALV,,,261863326,Year at diagnosis,,heart valve problemsdiagnosis year,SrvBOH_HeartValveYr_v1r0,HEARTVALV_YEAR,Year,4,,N/A,,No,No,Only display if MHGROUP1 = heart valve problems,,,,,9/28/21,,Or (xor=) Question (either/or text boxes without radio button),
1270,1270,129084651,Survey,726699695,Background and Overall Health,884793537,How old were you when a doctor or other health professional first told you that you have or had high blood pressure (hypertension)?,,HTN,,,206625031,Age at diagnosis,,high blood pressure (hypertension) diagnosis age,SrvBOH_HTNAGE_v1r0,HTN_AGE,Num,2,,N/A,,No,No,Only display if MHGROUP1 = high blood pressure,,,,,9/28/21,,Or (xor=) Question (either/or text boxes without radio button),
1271,1271,129084651,Survey,726699695,Background and Overall Health,884793537,How old were you when a doctor or other health professional first told you that you have or had high blood pressure (hypertension)?,,HTN,,,261863326,Year at diagnosis,,high blood pressure (hypertension) diagnosis year,SRVBOH_HTNYear_v1r0,HTN_YEAR,Year,4,,N/A,,No,No,Only display if MHGROUP1 = high blood pressure,,,,,9/13/21,,Or (xor=) Question (either/or text boxes without radio button),
1272,1272,129084651,Survey,726699695,Background and Overall Health,460062034,"How old were you when a doctor or other health professional first told you that you have or had blood clots (deep vein thrombosis, pulmonary embolism)?",,BLOODCLOT,,,206625031,Age at diagnosis,,"blood clots (deep vein thrombosis, pulmonary embolism)diagnosis age",SrvBOH_BloodClotAge_v1r0,BLOODCLOT_AGE,Num,2,,N/A,,No,No,Only display if MHGROUP1 = blood clots,,,,,9/28/21,,Or (xor=) Question (either/or text boxes without radio button),
