Formula for Index,Index,conceptId,Primary Source,conceptId,Secondary Source,conceptId,Current Source Question,V2 Source Question,V1 Source Question,GridID/Source Question Name,"Deprecated, New, or Revised","Date Deprecated, New, or Revised Variable Pushed to Prod",conceptId,Current Question Text,V2 Question Text,V1 Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions - Surveys Only,Variable Type,Variable Length,conceptId,Current Format/Value,R0 Format/Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,GCP Document/Table,Stub Record Variable to be Retained,Question Type,IMS Review Notes
757,757,819848608,Biospecimen,299553921,Serum Separator Tube 1,,,,,,,,825582494,Object ID,,,SST1 Object ID,BioCol_ObjectID_v1r0_SST1,,Char,14,,,,Yes,No,Holds scanned in ID for any collected tube or bag/container.  Is nested under the CID for for the sample tube or bag/container with Object Collected.,"Required = Yes, for any tube or bag/container where BioCol_ObjColl_v1r0 equals 1","Biospecimen Clinical, Biospecimen Research, Biospecimen Shipping",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object _d_825582494,,,"Updated Variable Name from BioCol_ObjectID_v1r0 to BioCol_ObjectID_v1r0_SST1. Updated Variable Label, Secondary Source and CID."
758,758,819848608,Biospecimen,703954371,Serum Separator Tube 2,,,,,,,,825582494,Object ID,,,SST2 Object ID,BioCol_ObjectID_v1r0_SST2,,Char,14,,,,Yes,No,Holds scanned in ID for any collected tube or bag/container.  Is nested under the CID for for the sample tube or bag/container with Object Collected.,"Required = Yes, for any tube or bag/container where BioCol_ObjColl_v1r0 equals 1","Biospecimen Clinical, Biospecimen Research, Biospecimen Shipping",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object _d_825582494,,,Added new Variable
759,759,819848608,Biospecimen,376960806,Serum Separator Tube 3,,,,,,,,825582494,Object ID,,,SST3 Object ID,BioCol_ObjectID_v1r0_SST3,,Char,14,,,,Yes,No,Holds scanned in ID for any collected tube or bag/container.  Is nested under the CID for for the sample tube or bag/container with Object Collected.,"Required = Yes, for any tube or bag/container where BioCol_ObjColl_v1r0 equals 1","Biospecimen Clinical, Biospecimen Research, Biospecimen Shipping",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object _d_825582494,,,Added new variable.
760,760,819848608,Biospecimen,232343615,Serum Separator Tube 4,,,,,,,,825582494,Object ID,,,SST4 Object ID,BioCol_ObjectID_v1r0_SST4,,Char,14,,,,Yes,No,Holds scanned in ID for any collected tube or bag/container.  Is nested under the CID for for the sample tube or bag/container with Object Collected.,"Required = Yes, for any tube or bag/container where BioCol_ObjColl_v1r0 equals 1","Biospecimen Clinical, Biospecimen Research, Biospecimen Shipping",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object _d_825582494,,,Added new variable.
761,761,819848608,Biospecimen,589588440,Serum Separator Tube 5,,,,,,,,825582494,Object ID,,,SST5 Object ID,BioCol_ObjectID_v1r0_SST5,,Char,14,,,,Yes,No,Holds scanned in ID for any collected tube or bag/container.  Is nested under the CID for for the sample tube or bag/container with Object Collected.,"Required = Yes, for any tube or bag/container where BioCol_ObjColl_v1r0 equals 1","Biospecimen Clinical, Biospecimen Research, Biospecimen Shipping",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object _d_825582494,,,Added new variable.
762,762,819848608,Biospecimen,838567176,Heparin Tube 1,,,,,,,,825582494,Object ID,,,HT1 Object ID,BioCol_ObjectID_v1r0_HT1,,Char,14,,,,Yes,No,Holds scanned in ID for any collected tube or bag/container.  Is nested under the CID for for the sample tube or bag/container with Object Collected.,"Required = Yes, for any tube or bag/container where BioCol_ObjColl_v1r0 equals 1","Biospecimen Clinical, Biospecimen Research, Biospecimen Shipping",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object _d_825582494,,,Added new variable.
763,763,819848608,Biospecimen,958646668,Heparin Tube 2,,,,,,,,825582494,Object ID,,,HT2 Object ID,BioCol_ObjectID_v1r0_HT2,,Char,14,,,,Yes,No,Holds scanned in ID for any collected tube or bag/container.  Is nested under the CID for for the sample tube or bag/container with Object Collected.,"Required = Yes, for any tube or bag/container where BioCol_ObjColl_v1r0 equals 1","Biospecimen Clinical, Biospecimen Research, Biospecimen Shipping",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object _d_825582494,,,Added new variable.
764,764,819848608,Biospecimen,454453939,EDTA Tube 1,,,,,,,,825582494,Object ID,,,EDTAT1 Object ID,BioCol_ObjectID_v1r0_EDTAT1,,Char,14,,,,Yes,No,Holds scanned in ID for any collected tube or bag/container.  Is nested under the CID for for the sample tube or bag/container with Object Collected.,"Required = Yes, for any tube or bag/container where BioCol_ObjColl_v1r0 equals 1","Biospecimen Clinical, Biospecimen Research, Biospecimen Shipping",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object _d_825582494,,,Added new variable.
765,765,819848608,Biospecimen,677469051,EDTA Tube 2,,,,,,,,825582494,Object ID,,,EDTAT2 Object ID,BioCol_ObjectID_v1r0_EDTAT2,,Char,14,,,,Yes,No,Holds scanned in ID for any collected tube or bag/container.  Is nested under the CID for for the sample tube or bag/container with Object Collected.,"Required = Yes, for any tube or bag/container where BioCol_ObjColl_v1r0 equals 1","Biospecimen Clinical, Biospecimen Research, Biospecimen Shipping",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object _d_825582494,,,Added new variable.
766,766,819848608,Biospecimen,683613884,EDTA Tube 3,,,,,,,,825582494,Object ID,,,EDTAT3 Object ID,BioCol_ObjectID_v1r0_EDTAT3,,Char,14,,,,Yes,No,Holds scanned in ID for any collected tube or bag/container.  Is nested under the CID for for the sample tube or bag/container with Object Collected.,"Required = Yes, for any tube or bag/container where BioCol_ObjColl_v1r0 equals 1","Biospecimen Clinical, Biospecimen Research, Biospecimen Shipping",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object _d_825582494,,,Added new variable.
767,767,819848608,Biospecimen,652357376,ACD Tube 1,,,,,,,,825582494,Object ID,,,ACDT1 Object ID,BioCol_ObjectID_v1r0_ACDT1,,Char,14,,,,Yes,No,Holds scanned in ID for any collected tube or bag/container.  Is nested under the CID for for the sample tube or bag/container with Object Collected.,"Required = Yes, for any tube or bag/container where BioCol_ObjColl_v1r0 equals 1","Biospecimen Clinical, Biospecimen Research, Biospecimen Shipping",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object _d_825582494,,,Added new variable.
768,768,819848608,Biospecimen,505347689,STRECK Tube 1,,,,,,,,825582494,Object ID,,,STRECKT1 Object ID,BioCol_ObjectID_v1r0_STRT1,,Char,14,,,,Yes,No,Holds scanned in ID for any collected tube or bag/container.  Is nested under the CID for for the sample tube or bag/container with Object Collected.,"Required = Yes, for any tube or bag/container where BioCol_ObjColl_v1r0 equals 1","Biospecimen Clinical, Biospecimen Research, Biospecimen Shipping",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object _d_825582494,,,Added new variable.
769,769,819848608,Biospecimen,973670172,Urine Tube 1,,,,,,,,825582494,Object ID,,,UT1 Object ID,BioCol_ObjectID_v1r0_UT1,,Char,14,,,,Yes,No,Holds scanned in ID for any collected tube or bag/container.  Is nested under the CID for for the sample tube or bag/container with Object Collected.,"Required = Yes, for any tube or bag/container where BioCol_ObjColl_v1r0 equals 1","Biospecimen Clinical, Biospecimen Research, Biospecimen Shipping",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object _d_825582494,,,Added new variable.
770,770,819848608,Biospecimen,143615646,Mouthwash Tube 1,,,,,,,,825582494,Object ID,,,MWT1 Object ID,BioCol_ObjectID_v1r0_MWT1,,Char,14,,,,Yes,No,Holds scanned in ID for any collected tube or bag/container.  Is nested under the CID for for the sample tube or bag/container with Object Collected.,"Required = Yes, for any tube or bag/container where BioCol_ObjColl_v1r0 equals 1","Biospecimen Clinical, Biospecimen Research, Biospecimen Shipping",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object _d_825582494,,,Added new variable.
771,771,819848608,Biospecimen,223999569,Biohazard Bag (mouthwash) scan,,,,,,,,825582494,Object ID,,,BioMW Object ID,BioCol_ObjectID_v1r0_BioMW,,Char,14,,,,Yes,No,Holds scanned in ID for any collected tube or bag/container.  Is nested under the CID for for the sample tube or bag/container with Object Collected.,"Required = Yes, for any tube or bag/container where BioCol_ObjColl_v1r0 equals 1","Biospecimen Clinical, Biospecimen Research, Biospecimen Shipping",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object _d_825582494,,,Added new variable.
772,772,819848608,Biospecimen,787237543,Biohazard Bag scan,,,,,,,,825582494,Object ID,,,Bio Object ID,BioCol_ObjectID_v1r0_Bio,,Char,14,,,,Yes,No,Holds scanned in ID for any collected tube or bag/container.  Is nested under the CID for for the sample tube or bag/container with Object Collected.,"Required = Yes, for any tube or bag/container where BioCol_ObjColl_v1r0 equals 1","Biospecimen Clinical, Biospecimen Research, Biospecimen Shipping",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object _d_825582494,,,Added new variable.
773,773,819848608,Biospecimen,360770860,Collection,,,,,,,,787237543,Biohazard Bag scan,,,Biohaz Bag ID,BioCol_0008_v1r0,,Char,14,,Example: CXA000001 0001,,Yes,,,"Required = Yes, for any blood or urine tube where tube collected equals 1","Biospecimen Clinical, Biospecimen Research, Biospecimen Shipping",No,No,,Biospecimen Table Nested structure: d_787237543_d_593843561 OR d_787237543_d_825582494,,,
774,774,819848608,Biospecimen,360770860,Collection,,,,,,,,338570265,Additional notes on Collection,,,Collection notes,BioCol_ColNote1_v1r0,,Char,800,,N/A,,No,No,,,"Biospecimen Clinical, Biospecimen Research",No,No,,Biospecimen Table Not nested (d_338570265),,,
775,775,819848608,Biospecimen,360770860,Collection,,,,,,,,678166505,"Date/Time samples collected, automatically populated when next is hit at the end of the Collection Data Entry page prior to reason selection and additional comments.",,,Collection D/T,BioCol_ColTime_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,Yes,No,Note: This is pushed from Epic for the Clinical samples,"Required = Yes, for any tube where BioCol_TubeCollected_v1r0 equals 1","Biospecimen Clinical, Biospecimen Research",No,No,,Biospecimen Table Not nested (d_678166505),,,
776,776,819848608,Biospecimen,360770860,Collection,,,,,,,,915838974,Autogenerated date/time when scanned at regional lab - automatically populated when next is hit at the end of the Collection Data Entry page prior to reason selection and additional comments.,,,D/T Scanned,BioReg_ArRegTime_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,Yes,No,ISO to be converted to SAS format,"Required = Yes, if BioReg_AtReg_v1r0 equals 1",Biospecimen Clinical,No,No,3/26/21,Biospecimen Table Not nested (d_915838974),,,
777,777,819848608,Biospecimen,299553921,Serum Separator Tube 1,,,,,,,,883732523,Select reason tube was not collected,,,SST1 Reason Tube Not Collected,BioCol_NotCol_v1r0_SST1,,Num,1,234139565,0 = Short draw,,Yes,No,,"Required = Yes, if tube is not collected","Biospecimen Clinical, Biospecimen Research",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_883732523,,,"Updated Variable Name from BioCol_NotCol_v1r0 to BioCol_NotCol_v1r0_SST1. Updated Variable Label, Secondary Source and CID."
778,778,,,,,,,,,,,,,,,,,,,,,681745422,1 = Participant refusal,,,,,,,,,,,,,
779,779,,,,,,,,,,,,,,,,,,,,,745205161,2 = Participant attempted,,,,,,,,,6/9/22,,,,
780,780,,,,,,,,,,,,,,,,,,,,,889386523,3 = Supply Unavailable,,,,,,,,,,,,,
781,781,,,,,,,,,,,,,,,,,,,,,181769837,55 = Other,,,,,,,,,,,,,
782,782,819848608,Biospecimen,703954371,Serum Separator Tube 2,,,,,,,,883732523,Select reason tube was not collected,,,SST2 Reason Tube Not Collected,BioCol_NotCol_v1r0_SST2,,Num,1,234139565,0 = Short draw,,Yes,No,,"Required = Yes, if tube is not collected","Biospecimen Clinical, Biospecimen Research",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_883732523,,,Added new Variable
783,783,,,,,,,,,,,,,,,,,,,,,681745422,1 = Participant refusal,,,,,,,,,,,,,
784,784,,,,,,,,,,,,,,,,,,,,,745205161,2 = Participant attempted,,,,,,,,,6/9/22,,,,
785,785,,,,,,,,,,,,,,,,,,,,,889386523,3 = Supply Unavailable,,,,,,,,,,,,,
786,786,,,,,,,,,,,,,,,,,,,,,181769837,55 = Other,,,,,,,,,,,,,
787,787,819848608,Biospecimen,376960806,Serum Separator Tube 3,,,,,,,,883732523,Select reason tube was not collected,,,SST3 Reason Tube Not Collected,BioCol_NotCol_v1r0_SST3,,Num,1,234139565,0 = Short draw,,Yes,No,,"Required = Yes, if tube is not collected","Biospecimen Clinical, Biospecimen Research",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_883732523,,,Added new variable.
788,788,,,,,,,,,,,,,,,,,,,,,681745422,1 = Participant refusal,,,,,,,,,,,,,
789,789,,,,,,,,,,,,,,,,,,,,,745205161,2 = Participant attempted,,,,,,,,,6/9/22,,,,
790,790,,,,,,,,,,,,,,,,,,,,,889386523,3 = Supply Unavailable,,,,,,,,,,,,,
791,791,,,,,,,,,,,,,,,,,,,,,181769837,55 = Other,,,,,,,,,,,,,
792,792,819848608,Biospecimen,232343615,Serum Separator Tube 4,,,,,,,,883732523,Select reason tube was not collected,,,SST4 Reason Tube Not Collected,BioCol_NotCol_v1r0_SST4,,Num,1,234139565,0 = Short draw,,Yes,No,,"Required = Yes, if tube is not collected","Biospecimen Clinical, Biospecimen Research",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_883732523,,,Added new variable.
793,793,,,,,,,,,,,,,,,,,,,,,681745422,1 = Participant refusal,,,,,,,,,,,,,
794,794,,,,,,,,,,,,,,,,,,,,,745205161,2 = Participant attempted,,,,,,,,,6/9/22,,,,
795,795,,,,,,,,,,,,,,,,,,,,,889386523,3 = Supply Unavailable,,,,,,,,,,,,,
796,796,,,,,,,,,,,,,,,,,,,,,181769837,55 = Other,,,,,,,,,,,,,
797,797,819848608,Biospecimen,589588440,Serum Separator Tube 5,,,,,,,,883732523,Select reason tube was not collected,,,SST5 Reason Tube Not Collected,BioCol_NotCol_v1r0_SST5,,Num,1,234139565,0 = Short draw,,Yes,No,,"Required = Yes, if tube is not collected","Biospecimen Clinical, Biospecimen Research",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_883732523,,,Added new variable.
798,798,,,,,,,,,,,,,,,,,,,,,681745422,1 = Participant refusal,,,,,,,,,,,,,
799,799,,,,,,,,,,,,,,,,,,,,,745205161,2 = Participant attempted,,,,,,,,,6/9/22,,,,
800,800,,,,,,,,,,,,,,,,,,,,,889386523,3 = Supply Unavailable,,,,,,,,,,,,,
801,801,,,,,,,,,,,,,,,,,,,,,181769837,55 = Other,,,,,,,,,,,,,
802,802,819848608,Biospecimen,838567176,Heparin Tube 1,,,,,,,,883732523,Select reason tube was not collected,,,HT1 Reason Tube Not Collected,BioCol_NotCol_v1r0_HT1,,Num,1,234139565,0 = Short draw,,Yes,No,,"Required = Yes, if tube is not collected","Biospecimen Clinical, Biospecimen Research",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_883732523,,,Added new variable.
803,803,,,,,,,,,,,,,,,,,,,,,681745422,1 = Participant refusal,,,,,,,,,,,,,
804,804,,,,,,,,,,,,,,,,,,,,,745205161,2 = Participant attempted,,,,,,,,,6/9/22,,,,
805,805,,,,,,,,,,,,,,,,,,,,,889386523,3 = Supply Unavailable,,,,,,,,,,,,,
806,806,,,,,,,,,,,,,,,,,,,,,181769837,55 = Other,,,,,,,,,,,,,
807,807,819848608,Biospecimen,958646668,Heparin Tube 2,,,,,,,,883732523,Select reason tube was not collected,,,HT2 Reason Tube Not Collected,BioCol_NotCol_v1r0_HT2,,Num,1,234139565,0 = Short draw,,Yes,No,,"Required = Yes, if tube is not collected","Biospecimen Clinical, Biospecimen Research",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_883732523,,,Added new variable.
808,808,,,,,,,,,,,,,,,,,,,,,681745422,1 = Participant refusal,,,,,,,,,,,,,
809,809,,,,,,,,,,,,,,,,,,,,,745205161,2 = Participant attempted,,,,,,,,,6/9/22,,,,
810,810,,,,,,,,,,,,,,,,,,,,,889386523,3 = Supply Unavailable,,,,,,,,,,,,,
811,811,,,,,,,,,,,,,,,,,,,,,181769837,55 = Other,,,,,,,,,,,,,
812,812,819848608,Biospecimen,454453939,EDTA Tube 1,,,,,,,,883732523,Select reason tube was not collected,,,EDTAT1 Reason Tube Not Collected,BioCol_NotCol_v1r0_EDTAT1,,Num,1,234139565,0 = Short draw,,Yes,No,,"Required = Yes, if tube is not collected","Biospecimen Clinical, Biospecimen Research",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_883732523,,,Added new variable.
813,813,,,,,,,,,,,,,,,,,,,,,681745422,1 = Participant refusal,,,,,,,,,,,,,
814,814,,,,,,,,,,,,,,,,,,,,,745205161,2 = Participant attempted,,,,,,,,,6/9/22,,,,
815,815,,,,,,,,,,,,,,,,,,,,,889386523,3 = Supply Unavailable,,,,,,,,,,,,,
816,816,,,,,,,,,,,,,,,,,,,,,181769837,55 = Other,,,,,,,,,,,,,
817,817,819848608,Biospecimen,677469051,EDTA Tube 2,,,,,,,,883732523,Select reason tube was not collected,,,EDTAT2 Reason Tube Not Collected,BioCol_NotCol_v1r0_EDTAT2,,Num,1,234139565,0 = Short draw,,Yes,No,,"Required = Yes, if tube is not collected","Biospecimen Clinical, Biospecimen Research",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_883732523,,,Added new variable.
818,818,,,,,,,,,,,,,,,,,,,,,681745422,1 = Participant refusal,,,,,,,,,,,,,
819,819,,,,,,,,,,,,,,,,,,,,,745205161,2 = Participant attempted,,,,,,,,,6/9/22,,,,
820,820,,,,,,,,,,,,,,,,,,,,,889386523,3 = Supply Unavailable,,,,,,,,,,,,,
821,821,,,,,,,,,,,,,,,,,,,,,181769837,55 = Other,,,,,,,,,,,,,
822,822,819848608,Biospecimen,683613884,EDTA Tube 3,,,,,,,,883732523,Select reason tube was not collected,,,EDTAT3 Reason Tube Not Collected,BioCol_NotCol_v1r0_EDTAT3,,Num,1,234139565,0 = Short draw,,Yes,No,,"Required = Yes, if tube is not collected","Biospecimen Clinical, Biospecimen Research",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_883732523,,,Added new variable.
823,823,,,,,,,,,,,,,,,,,,,,,681745422,1 = Participant refusal,,,,,,,,,,,,,
824,824,,,,,,,,,,,,,,,,,,,,,745205161,2 = Participant attempted,,,,,,,,,6/9/22,,,,
825,825,,,,,,,,,,,,,,,,,,,,,889386523,3 = Supply Unavailable,,,,,,,,,,,,,
826,826,,,,,,,,,,,,,,,,,,,,,181769837,55 = Other,,,,,,,,,,,,,
827,827,819848608,Biospecimen,652357376,ACD Tube 1,,,,,,,,883732523,Select reason tube was not collected,,,ACDT1 Reason Tube Not Collected,BioCol_NotCol_v1r0_ACDT1,,Num,1,234139565,0 = Short draw,,Yes,No,,"Required = Yes, if tube is not collected","Biospecimen Clinical, Biospecimen Research",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_883732523,,,Added new variable.
828,828,,,,,,,,,,,,,,,,,,,,,681745422,1 = Participant refusal,,,,,,,,,,,,,
829,829,,,,,,,,,,,,,,,,,,,,,745205161,2 = Participant attempted,,,,,,,,,6/9/22,,,,
830,830,,,,,,,,,,,,,,,,,,,,,889386523,3 = Supply Unavailable,,,,,,,,,,,,,
831,831,,,,,,,,,,,,,,,,,,,,,181769837,55 = Other,,,,,,,,,,,,,
832,832,819848608,Biospecimen,505347689,STRECK Tube 1,,,,,,,,883732523,Select reason tube was not collected,,,STRECKT1 Reason Tube Not Collected,BioCol_NotCol_v1r0_STRT1,,Num,1,234139565,0 = Short draw,,Yes,No,,"Required = Yes, if tube is not collected","Biospecimen Clinical, Biospecimen Research",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_883732523,,,Added new variable.
833,833,,,,,,,,,,,,,,,,,,,,,681745422,1 = Participant refusal,,,,,,,,,,,,,
834,834,,,,,,,,,,,,,,,,,,,,,745205161,2 = Participant attempted,,,,,,,,,6/9/22,,,,
835,835,,,,,,,,,,,,,,,,,,,,,889386523,3 = Supply Unavailable,,,,,,,,,,,,,
836,836,,,,,,,,,,,,,,,,,,,,,181769837,55 = Other,,,,,,,,,,,,,
837,837,819848608,Biospecimen,973670172,Urine Tube 1,,,,,,,,883732523,Select reason tube was not collected,,,UT1 Reason Tube Not Collected,BioCol_NotCol_v1r0_UT1,,Num,1,234139565,0 = Short draw,,Yes,No,,"Required = Yes, if tube is not collected","Biospecimen Clinical, Biospecimen Research",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_883732523,,,Added new variable.
838,838,,,,,,,,,,,,,,,,,,,,,681745422,1 = Participant refusal,,,,,,,,,,,,,
839,839,,,,,,,,,,,,,,,,,,,,,745205161,2 = Participant attempted,,,,,,,,,6/9/22,,,,
840,840,,,,,,,,,,,,,,,,,,,,,889386523,3 = Supply Unavailable,,,,,,,,,,,,,
841,841,,,,,,,,,,,,,,,,,,,,,181769837,55 = Other,,,,,,,,,,,,,
842,842,819848608,Biospecimen,143615646,Mouthwash Tube 1,,,,,,,,883732523,Select reason tube was not collected,,,MWT1 Reason Tube Not Collected,BioCol_NotCol_v1r0_MWT1,,Num,1,234139565,0 = Short draw,,Yes,No,,"Required = Yes, if tube is not collected","Biospecimen Clinical, Biospecimen Research",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_883732523,,,Added new variable.
843,843,,,,,,,,,,,,,,,,,,,,,681745422,1 = Participant refusal,,,,,,,,,,,,,
844,844,,,,,,,,,,,,,,,,,,,,,745205161,2 = Participant attempted,,,,,,,,,6/9/22,,,,
845,845,,,,,,,,,,,,,,,,,,,,,889386523,3 = Supply Unavailable,,,,,,,,,,,,,
846,846,,,,,,,,,,,,,,,,,,,,,181769837,55 = Other,,,,,,,,,,,,,
847,847,819848608,Biospecimen,299553921,Serum Separator Tube 1,248868659,Deviation? (Select all that apply),,,,,,472864016,Deviation- Broken,,,SST1 Dev- Broken,BioCol_Dev_v1r0_BrokenSST1,,Num,1,104430631,0 = No,,Yes,No,Default no,"Required = Yes, if yes to deviation for a specimen and no other deviation selected","Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nesed structure: d_Tube/Bag/Object_d_248868659_d_472864016,,,"Updated Variable Name from BioCol_Dev_v1r0_Broken to BioCol_Dev_v1r0_BrokenSST1. Updated Variable Label, Secondary Source and CID."
848,848,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
849,849,819848608,Biospecimen,703954371,Serum Separator Tube 2,248868659,Deviation? (Select all that apply),,,,,,472864016,Deviation- Broken,,,SST2 Dev- Broken,BioCol_Dev_v1r0_BrokenSST2,,Num,1,104430631,0 = No,,Yes,No,Default no,"Required = Yes, if yes to deviation for a specimen and no other deviation selected","Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nesed structure: d_Tube/Bag/Object_d_248868659_d_472864016,,,Added new Variable
850,850,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
851,851,819848608,Biospecimen,376960806,Serum Separator Tube 3,248868659,Deviation? (Select all that apply),,,,,,472864016,Deviation- Broken,,,SST3 Dev- Broken,BioCol_Dev_v1r0_BrokenSST3,,Num,1,104430631,0 = No,,Yes,No,Default no,"Required = Yes, if yes to deviation for a specimen and no other deviation selected","Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nesed structure: d_Tube/Bag/Object_d_248868659_d_472864016,,,Added new variable.
852,852,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
853,853,819848608,Biospecimen,232343615,Serum Separator Tube 4,248868659,Deviation? (Select all that apply),,,,,,472864016,Deviation- Broken,,,SST4 Dev- Broken,BioCol_Dev_v1r0_BrokenSST4,,Num,1,104430631,0 = No,,Yes,No,Default no,"Required = Yes, if yes to deviation for a specimen and no other deviation selected","Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nesed structure: d_Tube/Bag/Object_d_248868659_d_472864016,,,Added new variable.
854,854,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
855,855,819848608,Biospecimen,589588440,Serum Separator Tube 5,248868659,Deviation? (Select all that apply),,,,,,472864016,Deviation- Broken,,,SST5 Dev- Broken,BioCol_Dev_v1r0_BrokenSST5,,Num,1,104430631,0 = No,,Yes,No,Default no,"Required = Yes, if yes to deviation for a specimen and no other deviation selected","Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nesed structure: d_Tube/Bag/Object_d_248868659_d_472864016,,,Added new variable.
856,856,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
857,857,819848608,Biospecimen,838567176,Heparin Tube 1,248868659,Deviation? (Select all that apply),,,,,,472864016,Deviation- Broken,,,HT1 Dev- Broken,BioCol_Dev_v1r0_BrokenHT1,,Num,1,104430631,0 = No,,Yes,No,Default no,"Required = Yes, if yes to deviation for a specimen and no other deviation selected","Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nesed structure: d_Tube/Bag/Object_d_248868659_d_472864016,,,Added new variable.
858,858,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
859,859,819848608,Biospecimen,958646668,Heparin Tube 2,248868659,Deviation? (Select all that apply),,,,,,472864016,Deviation- Broken,,,HT2 Dev- Broken,BioCol_Dev_v1r0_BrokenHT2,,Num,1,104430631,0 = No,,Yes,No,Default no,"Required = Yes, if yes to deviation for a specimen and no other deviation selected","Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nesed structure: d_Tube/Bag/Object_d_248868659_d_472864016,,,Added new variable.
860,860,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
861,861,819848608,Biospecimen,454453939,EDTA Tube 1,248868659,Deviation? (Select all that apply),,,,,,472864016,Deviation- Broken,,,EDTAT1 Dev- Broken,BioCol_Dev_v1r0_BrokenEDTAT1,,Num,1,104430631,0 = No,,Yes,No,Default no,"Required = Yes, if yes to deviation for a specimen and no other deviation selected","Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nesed structure: d_Tube/Bag/Object_d_248868659_d_472864016,,,Added new variable.
862,862,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
863,863,819848608,Biospecimen,677469051,EDTA Tube 2,248868659,Deviation? (Select all that apply),,,,,,472864016,Deviation- Broken,,,EDTAT2 Dev- Broken,BioCol_Dev_v1r0_BrokenEDTAT2,,Num,1,104430631,0 = No,,Yes,No,Default no,"Required = Yes, if yes to deviation for a specimen and no other deviation selected","Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nesed structure: d_Tube/Bag/Object_d_248868659_d_472864016,,,Added new variable.
864,864,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
