Formula for Index,Index,conceptId,Primary Source,conceptId,Secondary Source,conceptId,Current Source Question,V2 Source Question,V1 Source Question,GridID/Source Question Name,"Deprecated, New, or Revised","Date Deprecated, New, or Revised Variable Pushed to Prod",conceptId,Current Question Text,V2 Question Text,V1 Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions - Surveys Only,Variable Type,Variable Length,conceptId,Current Format/Value,R0 Format/Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,GCP Document/Table,Stub Record Variable to be Retained,Question Type,IMS Review Notes
10286,10286,,,,,,,,,,Deprecated,7/5/23,,,,,,,,,,692824372,2 = More than 3 months,,,,,,,,,,,,,
10287,10287,129084651,Survey,826163434,Blood/Urine,749956170,How long did you experience the following symptoms? COV24A,,,,Deprecated,7/5/23,431203595,Troubling remembering things - How long experienced COV24A,,,Pandemic Troubling remembering things duration,SrvBlU_COV24A4_v1r0,,Num,1,232063618,0 = Less than 1 month,,No,No,,,Biospecimen Survey,No,,2/23/23,,,Grid with Multiple Choice Sub-Questions,Deprecated COVID-19 questions from Blood/Urine Survey
10288,10288,,,,,,,,,,Deprecated,7/5/23,,,,,,,,,,948148236,1 = Between 1 and 3 months,,,,,,,,,,,,,
10289,10289,,,,,,,,,,Deprecated,7/5/23,,,,,,,,,,692824372,2 = More than 3 months,,,,,,,,,,,,,
10290,10290,129084651,Survey,826163434,Blood/Urine,749956170,How long did you experience the following symptoms? COV24A,,,,Deprecated,7/5/23,516899143,Trouble paying attention - How long experienced COV24A,,,Pandemic Trouble paying attention duration,SrvBlU_COV24A5_v1r0,,Num,1,232063618,0 = Less than 1 month,,No,No,,,Biospecimen Survey,No,,2/23/23,,,Grid with Multiple Choice Sub-Questions,Deprecated COVID-19 questions from Blood/Urine Survey
10291,10291,,,,,,,,,,Deprecated,7/5/23,,,,,,,,,,948148236,1 = Between 1 and 3 months,,,,,,,,,,,,,
10292,10292,,,,,,,,,,Deprecated,7/5/23,,,,,,,,,,692824372,2 = More than 3 months,,,,,,,,,,,,,
10293,10293,129084651,Survey,826163434,Blood/Urine,749956170,How long did you experience the following symptoms? COV24A,,,,Deprecated,7/5/23,223008071,Trouble thinking or making decisions - How long experienced COV24A,,,Pandemic Trouble thinking or making decisions duration,SrvBlU_COV24A6_v1r0,,Num,1,232063618,0 = Less than 1 month,,No,No,,,Biospecimen Survey,No,,2/23/23,,,Grid with Multiple Choice Sub-Questions,Deprecated COVID-19 questions from Blood/Urine Survey
10294,10294,,,,,,,,,,Deprecated,7/5/23,,,,,,,,,,948148236,1 = Between 1 and 3 months,,,,,,,,,,,,,
10295,10295,,,,,,,,,,Deprecated,7/5/23,,,,,,,,,,692824372,2 = More than 3 months,,,,,,,,,,,,,
10296,10296,129084651,Survey,826163434,Blood/Urine,749956170,How long did you experience the following symptoms? COV24A,,,,Deprecated,7/5/23,599862694,Feeling lightheaded or dizzy - How long experienced COV24A,,,Pandemic Lightheaded duration,SrvBlU_COV24A7_v1r0,,Num,1,232063618,0 = Less than 1 month,,No,No,,,Biospecimen Survey,No,,2/23/23,,,Grid with Multiple Choice Sub-Questions,Deprecated COVID-19 questions from Blood/Urine Survey
10297,10297,,,,,,,,,,Deprecated,7/5/23,,,,,,,,,,948148236,1 = Between 1 and 3 months,,,,,,,,,,,,,
10298,10298,,,,,,,,,,Deprecated,7/5/23,,,,,,,,,,692824372,2 = More than 3 months,,,,,,,,,,,,,
10299,10299,129084651,Survey,826163434,Blood/Urine,749956170,How long did you experience the following symptoms? COV24A,,,,Deprecated,7/5/23,860444009,Periods of racing heart rate - How long experienced COV24A,,,Pandemic Heart racing duration,SrvBlU_COV24A8_v1r0,,Num,1,232063618,0 = Less than 1 month,,No,No,,,Biospecimen Survey,No,,2/23/23,,,Grid with Multiple Choice Sub-Questions,Deprecated COVID-19 questions from Blood/Urine Survey
10300,10300,,,,,,,,,,Deprecated,7/5/23,,,,,,,,,,948148236,1 = Between 1 and 3 months,,,,,,,,,,,,,
10301,10301,,,,,,,,,,Deprecated,7/5/23,,,,,,,,,,692824372,2 = More than 3 months,,,,,,,,,,,,,
10302,10302,129084651,Survey,826163434,Blood/Urine,749956170,How long did you experience the following symptoms? COV24A,,,,Deprecated,7/5/23,246857412,Shortness of breath - How long experienced COV24A,,,Pandemic Shortness of breath duration,SrvBlU_COV24A9_v1r0,,Num,1,232063618,0 = Less than 1 month,,No,No,,,Biospecimen Survey,No,,2/23/23,,,Grid with Multiple Choice Sub-Questions,Deprecated COVID-19 questions from Blood/Urine Survey
10303,10303,,,,,,,,,,Deprecated,7/5/23,,,,,,,,,,948148236,1 = Between 1 and 3 months,,,,,,,,,,,,,
10304,10304,,,,,,,,,,Deprecated,7/5/23,,,,,,,,,,692824372,2 = More than 3 months,,,,,,,,,,,,,
10305,10305,129084651,Survey,826163434,Blood/Urine,749956170,How long did you experience the following symptoms? COV24A,,,,Deprecated,7/5/23,144819886,"Feeling weak, tired and/or sick 24-48 hours after physical activity or exercise - How long experienced COV24A",,,Pandemic Feeling  after exercise duration,SrvBlU_COV24A10_v1r0,,Num,1,232063618,0 = Less than 1 month,,No,No,,,Biospecimen Survey,No,,2/23/23,,,Grid with Multiple Choice Sub-Questions,Deprecated COVID-19 questions from Blood/Urine Survey
10306,10306,,,,,,,,,,Deprecated,7/5/23,,,,,,,,,,948148236,1 = Between 1 and 3 months,,,,,,,,,,,,,
10307,10307,,,,,,,,,,Deprecated,7/5/23,,,,,,,,,,692824372,2 = More than 3 months,,,,,,,,,,,,,
10308,10308,129084651,Survey,826163434,Blood/Urine,749956170,How long did you experience the following symptoms? COV24A,,,,Deprecated,7/5/23,304155106,Trouble sleeping - How long experienced COV24A,,,Pandemic Trouble sleeping duration,SrvBlU_COV24A11_v1r0,,Num,1,232063618,0 = Less than 1 month,,No,No,,,Biospecimen Survey,No,,2/23/23,,,Grid with Multiple Choice Sub-Questions,Deprecated COVID-19 questions from Blood/Urine Survey
10309,10309,,,,,,,,,,Deprecated,7/5/23,,,,,,,,,,948148236,1 = Between 1 and 3 months,,,,,,,,,,,,,
10310,10310,,,,,,,,,,Deprecated,7/5/23,,,,,,,,,,692824372,2 = More than 3 months,,,,,,,,,,,,,
10311,10311,129084651,Survey,826163434,Blood/Urine,749956170,How long did you experience the following symptoms? COV24A,,,,Deprecated,7/5/23,830581863,"Changes in your mood and emotions (such as feeling sad, anxious, or annoyed more than usual) - How long experienced COV24A",,,Pandemic Mood Changes duration,SrvBlU_COV24A12_v1r0,,Num,1,232063618,0 = Less than 1 month,,No,No,,,Biospecimen Survey,No,,2/23/23,,,Grid with Multiple Choice Sub-Questions,Deprecated COVID-19 questions from Blood/Urine Survey
10312,10312,,,,,,,,,,Deprecated,7/5/23,,,,,,,,,,948148236,1 = Between 1 and 3 months,,,,,,,,,,,,,
10313,10313,,,,,,,,,,Deprecated,7/5/23,,,,,,,,,,692824372,2 = More than 3 months,,,,,,,,,,,,,
10314,10314,129084651,Survey,826163434,Blood/Urine,749956170,How long did you experience the following symptoms? COV24A,,,,Deprecated,7/5/23,463689026,Muscle Aches - How long experienced COV24A,,,Pandemic Muscle Aches duration,SrvBlU_COV24A13_v1r0,,Num,1,232063618,0 = Less than 1 month,,No,No,,,Biospecimen Survey,No,,2/23/23,,,Grid with Multiple Choice Sub-Questions,Deprecated COVID-19 questions from Blood/Urine Survey
10315,10315,,,,,,,,,,Deprecated,7/5/23,,,,,,,,,,948148236,1 = Between 1 and 3 months,,,,,,,,,,,,,
10316,10316,,,,,,,,,,Deprecated,7/5/23,,,,,,,,,,692824372,2 = More than 3 months,,,,,,,,,,,,,
10317,10317,129084651,Survey,826163434,Blood/Urine,,,,,,Deprecated,7/5/23,589004291,How long did you experience [piped response from SrvBlU_COV23B8Desc_v1r0/ these other symptoms]?,,,Other Pandemic Symptom- Duration: Please describe,SrvBlU_COV24A14_v1r0,,Num,1,232063618,0 = Less than 1 month,,No,No,Option only available if #55 is selected in COV23B8A,,Biospecimen Survey,No,,2/23/23,,,"Optional Multiple Choice, Displayif and Piped text",Deprecated COVID-19 questions from Blood/Urine Survey
10318,10318,,,,,,,,,,Deprecated,7/5/23,,,,,,,,,,948148236,1 = Between 1 and 3 months,,,,,,,,,,,,,
10319,10319,,,,,,,,,,Deprecated,7/5/23,,,,,,,,,,692824372,2 = More than 3 months,,,,,,,,,,,,,
10320,10320,129084651,Survey,826163434,Blood/Urine,,,,,,Deprecated,7/5/23,890156588,Did you get vaccinated against COVID-19?,,,COVID vaccination,SrvBlU_COV25_v1r0,,Num,2,104430631,0 = No,,No,No,,,Biospecimen Survey,No,,2/23/23,,,Optional Multiple Choice,Deprecated COVID-19 questions from Blood/Urine Survey
10321,10321,,,,,,,,,,Deprecated,7/5/23,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
10322,10322,,,,,,,,,,Deprecated,7/5/23,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
10323,10323,129084651,Survey,826163434,Blood/Urine,,,,,,Deprecated,7/5/23,877074400,How many shots of the COVID-19 vaccine did you get? Please include your initial vaccination and any booster shots.,,,# COVID vaccines,SrvBlU_COV26_v1r0,,Num,1,,N/A,,No,No,,,Biospecimen Survey,No,,2/23/23,,,Text Only Response,Deprecated COVID-19 questions from Blood/Urine Survey
10324,10324,129084651,Survey,826163434,Blood/Urine,715581797,When were you vaccinated?,,,,Deprecated,7/5/23,701387353,When were you vaccinated? Month,,,Vaccine Date Month,SrvBlU_COV27_MONTH_v1r0,,Num,2,,N/A,,No,No,,,Biospecimen Survey,No,,2/23/23,,,"Multiple Text Boxes, Loops",Deprecated COVID-19 questions from Blood/Urine Survey
10325,10325,129084651,Survey,826163434,Blood/Urine,715581797,When were you vaccinated?,,,,Deprecated,7/5/23,652923023,When were you vaccinated? Year,,,Vaccine Date Year,SrvBlU_COV27_YEAR_v1r0,,Num,4,,N/A,,No,No,,,Biospecimen Survey,No,,2/23/23,,,"Multiple Text Boxes, Loops",Deprecated COVID-19 questions from Blood/Urine Survey
10326,10326,129084651,Survey,826163434,Blood/Urine,715581797,When were you vaccinated?,,,,Deprecated,7/5/23,141616126,When were you vaccinated? MY,,,Vaccine Date,SrvBlU_COV27_MY_v1r0,,Month,7,,YYYY-MM,,No,No,,,Biospecimen Survey,No,,2/23/23,,,Special Function,Deprecated COVID-19 questions from Blood/Urine Survey
10327,10327,129084651,Survey,826163434,Blood/Urine,220055064,Which COVID-19 vaccine shot did you get?,,,,Deprecated,7/5/23,220055064,Which COVID-19 vaccine shot did you get?,,,Vaccine Brand,SrvBlU_COV28_v1r0,,Num,2,661871565,0 = Moderna,,No,No,,,Biospecimen Survey,No,,2/23/23,,,"Optional Multiple Choice with Text Box, Loops",Deprecated COVID-19 questions from Blood/Urine Survey
10328,10328,,,,,,,,,,Deprecated,7/5/23,,,,,,,,,,657978450,1 = Pfizer,,,,,,,,,,,,,
10329,10329,,,,,,,,,,Deprecated,7/5/23,,,,,,,,,,411943417,2 = Johnson & Johnson,,,,,,,,,,,,,
10330,10330,,,,,,,,,,Deprecated,7/5/23,,,,,,,,,,113838601,3 = AstraZeneca,,,,,,,,,,,,,
10331,10331,,,,,,,,,,Deprecated,7/5/23,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,,
10332,10332,,,,,,,,,,Deprecated,7/5/23,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
10333,10333,129084651,Survey,826163434,Blood/Urine,220055064,Which COVID-19 vaccine shot did you get?,,,,Deprecated,7/5/23,395747093,Which COVID-19 vaccine shot did you get? Please describe [text box],,,Vaccine Brand - Descriptive,SrvBlU_COV28Desc_v1r0,,Char,300,,N/A,,No,No,,,Biospecimen Survey,No,,2/23/23,,,"Optional Multiple Choice with Text Box, Loops",Deprecated COVID-19 questions from Blood/Urine Survey
10334,10334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10335,10335,129084651,Survey,506648060,2024 Connect Experience Survey,145727599,Which types of devices do you use for MyConnect? Select all that apply.,,,,,,386252749,Phone,,,Phone used,SrvPES_PHONE1_v1r0,FALSE,Num,1,104430631,0 = No,,No,No,,,2024 Connect Experience Survey,,,12/19/22,,,Optional Select All that Apply,
10336,10336,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
10337,10337,129084651,Survey,506648060,2024 Connect Experience Survey,145727599,Which types of devices do you use for MyConnect? Select all that apply.,,,,,,153962804,Tablet,,,Tablet used,SrvPES_TABLET1_v1r0,TRUE,Num,1,104430631,0 = No,,No,No,,,2024 Connect Experience Survey,,,1/5/23,,,Optional Select All that Apply,Added Survey Info Columns C through I
10338,10338,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
10339,10339,129084651,Survey,506648060,2024 Connect Experience Survey,145727599,Which types of devices do you use for MyConnect? Select all that apply.,,,,,,188067494,Laptop or desktop computer,,,Computer used,SrvPES_COMP1_v1r0,TRUE,Num,1,104430631,0 = No,,No,No,,,2024 Connect Experience Survey,,,1/5/23,,,Optional Select All that Apply,Added Survey Info Columns C through I
10340,10340,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
10341,10341,129084651,Survey,506648060,2024 Connect Experience Survey,470013848,Which type of phone do you use? Select all that apply.,,,,,,482753957,iPhone (Apple),,,iPhone used,SrvPES_PHONE2A_v1r0,FALSE,Num,1,104430631,0 = No,,No,No,,,2024 Connect Experience Survey,,,12/19/22,,,Optional Select All that Apply,
10342,10342,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
10343,10343,129084651,Survey,506648060,2024 Connect Experience Survey,470013848,Which type of phone do you use? Select all that apply.,,,,,,358413399,Android,,,Android used,SrvPES_PHONE2B_v1r0,TRUE,Num,1,104430631,0 = No,,No,No,,,2024 Connect Experience Survey,,,1/5/23,,,Optional Select All that Apply,Added Survey Info Columns C through I
10344,10344,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
10345,10345,129084651,Survey,506648060,2024 Connect Experience Survey,470013848,Which type of phone do you use? Select all that apply.,,,,,,807835037,Other |__|,,,Other: Please describe,SrvPES_PHONE2C_v1r0,TRUE,Num,2,104430631,0 = No,,No,No,,,2024 Connect Experience Survey,,,1/5/23,,,Optional Select All that Apply,Added Survey Info Columns C through I.
10346,10346,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
10347,10347,129084651,Survey,506648060,2024 Connect Experience Survey,470013848,Which type of phone do you use? Select all that apply.,,,,,,495052121,Other phone: Please describe [text box],,,Other phone: Please describe [text box],SrvPES_PHONE2OTH_v1r0,,Char,300,,,,No,No,,,2024 Connect Experience Survey,,,1/5/23,,,Optional Select All that Apply,Added Survey Info Columns C through I and used full Variable Name for Connect Value.
10348,10348,129084651,Survey,506648060,2024 Connect Experience Survey,470013848,Which type of phone do you use? Select all that apply.,,,,,,178420302,Unavailable/Unknown,,,"I know I used a phone, but don't know what type",SrvPES_PHONE2D_v1r0,TRUE,Num,1,104430631,0 = No,,No,No,,,2024 Connect Experience Survey,,,1/5/23,,,Optional Select All that Apply,Added Survey Info Columns C through I and added space before and after the equal sign
10349,10349,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,1/5/23,,,,Added space before and after the equal sign
10350,10350,129084651,Survey,506648060,2024 Connect Experience Survey,731524314,Which type of tablet do you use? Select all that apply.,,,,,,515798638,iPad (Apple),,,iPad used,SrvPES_TABLET2A_v1r0,FALSE,Num,1,104430631,0 = No,,No,No,,,2024 Connect Experience Survey,,,12/19/22,,,Optional Select All that Apply,
10351,10351,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
10352,10352,129084651,Survey,506648060,2024 Connect Experience Survey,731524314,Which type of tablet do you use? Select all that apply.,,,,,,132115595,Microsoft® Surface,,,Surface used,SrvPES_TABLET2B_v1r0,TRUE,Num,1,104430631,0 = No,,No,No,,,2024 Connect Experience Survey,,,1/5/23,,,Optional Select All that Apply,Added Survey Info Columns C through I.
10353,10353,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
10354,10354,129084651,Survey,506648060,2024 Connect Experience Survey,731524314,Which type of tablet do you use? Select all that apply.,,,,,,299722216,Amazon Fire Tablet,,,Fire tablet used,SrvPES_TABLET2C_v1r0,TRUE,Num,1,104430631,0 = No,,No,No,,,2024 Connect Experience Survey,,,1/5/23,,,Optional Select All that Apply,Added Survey Info Columns C through I.
10355,10355,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
10356,10356,129084651,Survey,506648060,2024 Connect Experience Survey,731524314,Which type of tablet do you use? Select all that apply.,,,,,,115959973,Google Pixel,,,Pixel used,SrvPES_TABLET2D_v1r0,TRUE,Num,1,104430631,0 = No,,No,No,,,2024 Connect Experience Survey,,,1/5/23,,,Optional Select All that Apply,Added Survey Info Columns C through I.
10357,10357,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
10358,10358,129084651,Survey,506648060,2024 Connect Experience Survey,731524314,Which type of tablet do you use? Select all that apply.,,,,,,238237869,Samsung Galaxy,,,Galaxy used,SrvPES_TABLET2E_v1r0,TRUE,Num,1,104430631,0 = No,,No,No,,,2024 Connect Experience Survey,,,1/5/23,,,Optional Select All that Apply,Added Survey Info Columns C through I.
10359,10359,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
10360,10360,129084651,Survey,506648060,2024 Connect Experience Survey,731524314,Which type of tablet do you use? Select all that apply.,,,,,,985034149,Lenovo Tab,,,Lenovo Tab used,SrvPES_TABLET2F_v1r0,TRUE,Num,1,104430631,0 = No,,No,No,,,2024 Connect Experience Survey,,,1/5/23,,,Optional Select All that Apply,Added Survey Info Columns C through I.
10361,10361,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
10362,10362,129084651,Survey,506648060,2024 Connect Experience Survey,731524314,Which type of tablet do you use? Select all that apply.,,,,,,807835037,Other |__|,,,Other: Please describe,SrvPES_TABLET2G_v1r0,TRUE,Num,2,104430631,0 = No,,No,No,,,2024 Connect Experience Survey,,,1/5/23,,,Optional Select All that Apply,Added Survey Info Columns C through I.
10363,10363,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
10364,10364,129084651,Survey,506648060,2024 Connect Experience Survey,731524314,Which type of tablet do you use? Select all that apply.,,,,,,638847244,Other tablet: Please describe [text box],,,Other tablet: Please describe [text box],SrvPES_TABLET2OTH_v1r0,,Char,300,,,,No,No,,,2024 Connect Experience Survey,,,1/5/23,,,Optional Select All that Apply,Added Survey Info Columns C through I and used full Variable Name for Connect Value.
10365,10365,129084651,Survey,506648060,2024 Connect Experience Survey,731524314,Which type of tablet do you use? Select all that apply.,,,,,,178420302,Unavailable/Unknown,,,"I know I used a tablet, but don't know what type",SrvPES_TABLET2H_v1r0,TRUE,Num,2,104430631,0 = No,,No,No,,,2024 Connect Experience Survey,,,1/5/23,,,Optional Select All that Apply,Added Survey Info Columns C through I
10366,10366,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
10367,10367,129084651,Survey,506648060,2024 Connect Experience Survey,403175318,Which type of laptop or desktop computer do you use? Select all that apply.,,,,,,798682161,Mac (Apple),,,Mac used,SrvPES_COMP2A_v1r0,FALSE,Num,1,104430631,0 = No,,No,No,,,2024 Connect Experience Survey,,,12/19/22,,,Optional Select All that Apply,
10368,10368,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
10369,10369,129084651,Survey,506648060,2024 Connect Experience Survey,403175318,Which type of laptop or desktop computer do you use? Select all that apply.,,,,,,554920493,PC (Windows),,,PC used,SrvPES_COMP2B_v1r0,TRUE,Num,1,104430631,0 = No,,No,No,,,2024 Connect Experience Survey,,,1/5/23,,,Optional Select All that Apply,Added Survey Info Columns C through I
10370,10370,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
10371,10371,129084651,Survey,506648060,2024 Connect Experience Survey,403175318,Which type of laptop or desktop computer do you use? Select all that apply.,,,,,,200962909,Chromebook,,,Chromebook used,SrvPES_COMP2C_v1r0,TRUE,Num,1,104430631,0 = No,,No,No,,,2024 Connect Experience Survey,,,1/5/23,,,Optional Select All that Apply,Added Survey Info Columns C through I
10372,10372,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
10373,10373,129084651,Survey,506648060,2024 Connect Experience Survey,403175318,Which type of laptop or desktop computer do you use? Select all that apply.,,,,,,807835037,Other |__|,,,Other: Please describe,SrvPES_COMP2D_v1r0,TRUE,Num,2,104430631,0 = No,,No,No,,,2024 Connect Experience Survey,,,1/5/23,,,Optional Select All that Apply,Added Survey Info Columns C through I
10374,10374,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
10375,10375,129084651,Survey,506648060,2024 Connect Experience Survey,403175318,Which type of laptop or desktop computer do you use? Select all that apply.,,,,,,507471937,Other computer: Please describe [text box],,,Other computer: Please describe [text box],SrvPES_COMP2OTH_v1r0,,Char,300,,,,No,No,,,2024 Connect Experience Survey,,,1/5/23,,,Optional Select All that Apply,Added Survey Info Columns C through I and used full Variable Name for Connect Value.
10376,10376,129084651,Survey,506648060,2024 Connect Experience Survey,403175318,Which type of laptop or desktop computer do you use? Select all that apply.,,,,,,178420302,Unavailable/Unknown,,,"I know I used a computer, but don't know what type",SrvPES_COMP2E_v1r0,TRUE,Num,2,104430631,0 = No,,No,No,,,2024 Connect Experience Survey,,,1/5/23,,,Optional Select All that Apply,Added Survey Info Columns C through I
10377,10377,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
10378,10378,129084651,Survey,506648060,2024 Connect Experience Survey,,,,,,,,260186214,Which device do you use to access MyConnect most of the time?,,,Device most used,SrvPES_MOSTUSE_v1r0,,Num,2,482753957,0 = iPhone (Apple),,,,,,2024 Connect Experience Survey,,,1/9/23,,,"Optional Multiple Choice, DisplayIf in One or More Responses",Updated variable name from MOSTUSE0 to MOSTUSE
10379,10379,,,,,,,,,,,,,,,,,,,,,358413399,1 = Android,,,,,,,,,1/5/23,,,,Updated Question Type and related formatting.
10380,10380,,,,,,,,,,,,,,,,,,,,,793072415,2 = Other phone,,,,Other phone is piped from SrvPES_PHONE2OTH_v1r0,,,,,1/5/23,,,,Updated Question Type and related formatting.
10381,10381,,,,,,,,,,,,,,,,,,,,,515798638,3 = iPad (Apple),,,,,,,,,1/5/23,,,,Updated Question Type and related formatting.
10382,10382,,,,,,,,,,,,,,,,,,,,,132115595,4 = Microsoft® Surface,,,,,,,,,1/5/23,,,,Updated Question Type and related formatting.
10383,10383,,,,,,,,,,,,,,,,,,,,,299722216,5 = Amazon Fire Tablet,,,,,,,,,1/5/23,,,,Updated Question Type and related formatting.
10384,10384,,,,,,,,,,,,,,,,,,,,,115959973,6 = Google Pixel,,,,,,,,,1/5/23,,,,Updated Question Type and related formatting.
10385,10385,,,,,,,,,,,,,,,,,,,,,238237869,7 = Samsung Galaxy,,,,,,,,,1/5/23,,,,Updated Question Type and related formatting.
10386,10386,,,,,,,,,,,,,,,,,,,,,985034149,8 = Lenovo Tab,,,,,,,,,1/5/23,,,,Updated Question Type and related formatting.
10387,10387,,,,,,,,,,,,,,,,,,,,,401230883,9 = Other tablet,,,,Other tablet is piped from  SrvPES_TABLET2OTH_v1r0,,,,,1/5/23,,,,Updated Question Type and related formatting.
10388,10388,,,,,,,,,,,,,,,,,,,,,798682161,10 = Mac (Apple),,,,,,,,,1/5/23,,,,Updated Question Type and related formatting.
10389,10389,,,,,,,,,,,,,,,,,,,,,554920493,11 = PC (Windows),,,,,,,,,1/5/23,,,,Updated Question Type and related formatting.
10390,10390,,,,,,,,,,,,,,,,,,,,,200962909,12 = Chromebook,,,,,,,,,1/5/23,,,,Updated Question Type and related formatting.
10391,10391,,,,,,,,,,,,,,,,,,,,,320254475,13 = Other computer,,,,Other computer is piped from SrvPES_COMP2OTH_v1r0,,,,,1/5/23,,,,Updated Question Type and related formatting.
10392,10392,129084651,Survey,506648060,2024 Connect Experience Survey,210120853,Do you use your own personal device to access MyConnect? Select all that apply.,,,,,,572976454,"No, I use a device provided by my healthcare provider at a Connect visit",,,Used provider device,SrvPES_OWNER3_v1r0,FALSE,Num,1,104430631,0 = No,,No,No,,,2024 Connect Experience Survey,,,1/5/23,,,Optional Select All that Apply,Added Variable Label
10393,10393,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
10394,10394,129084651,Survey,506648060,2024 Connect Experience Survey,210120853,Do you use your own personal device to access MyConnect? Select all that apply.,,,,,,191667117,"No, I borrow a device from a friend, family member, or someone else",,,Used borrowed device,SrvPES_OWNER4_v1r0,TRUE,Num,1,104430631,0 = No,,No,No,,,2024 Connect Experience Survey,,,1/5/23,,,Optional Select All that Apply,Added values in columns C-I for Survey data and column O for Variable Label.
10395,10395,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
10396,10396,129084651,Survey,506648060,2024 Connect Experience Survey,210120853,Do you use your own personal device to access MyConnect? Select all that apply.,,,,,,217279879,"No, I use a public device (like a computer at a library)",,,Used public device,SrvPES_OWNER5_v1r0,TRUE,Num,1,104430631,0 = No,,No,No,,,2024 Connect Experience Survey,,,1/5/23,,,Optional Select All that Apply,Added values in columns C-I for Survey data and column O for Variable Label.
10397,10397,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
10398,10398,129084651,Survey,506648060,2024 Connect Experience Survey,210120853,Do you use your own personal device to access MyConnect? Select all that apply.,,,,,,299631230,"Yes, I use my own personal device",,,Used personal device,SrvPES_OWNER1_v1r0,TRUE,Num,1,104430631,0 = No,,No,No,,,2024 Connect Experience Survey,,,1/5/23,,,Optional Select All that Apply,Added values in columns C-I for Survey data and column O for Variable Label.
10399,10399,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
10400,10400,129084651,Survey,506648060,2024 Connect Experience Survey,210120853,Do you use your own personal device to access MyConnect? Select all that apply.,,,,,,916319911,"Yes, I use my own device provided by my employer",,,Used employer device,SrvPES_OWNER2_v1r0,TRUE,Num,1,104430631,0 = No,,No,No,,,2024 Connect Experience Survey,,,1/5/23,,,Optional Select All that Apply,Added values in columns C-I for Survey data and column O for Variable Label.
10401,10401,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
10402,10402,129084651,Survey,506648060,2024 Connect Experience Survey,,,,,,,,875017278,How easy or hard is it to use MyConnect?,,,Ease using MyConnect,SrvPES_EASE_v1r0,,Num,1,371268341,0 = Very Easy,,No,No,,,2024 Connect Experience Survey,,,1/5/23,,,Optional Multiple Choice,Changed variable length to 1
10403,10403,,,,,,,,,,,,,,,,,,,,,417633823,1 = Easy,,,,,,,,,,,,,
10404,10404,,,,,,,,,,,,,,,,,,,,,308765753,2 = Neutral,,,,,,,,,,,,,
10405,10405,,,,,,,,,,,,,,,,,,,,,940801246,3 = Hard,,,,,,,,,,,,,
10406,10406,,,,,,,,,,,,,,,,,,,,,527229910,4 = Very hard,,,,,,,,,,,,,
