conceptId,Primary Source,conceptId,Secondary Source,conceptId,Source Question,conceptId,Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions,Variable Type,Variable Length,conceptId,Connect Value,,Old Quest Value,Required,PII,Notes,,,,,Date added or modified,,QuestID - radio button or multi-answer format questions questions.,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,"During the time(s) that you were taking over-the-counter H2 receptor blockers days per week, about how many days per week OR per month did you take it? Please choose whichever makes the most sense for you.",953328498,Days per month,over-the-counter H2 receptor blockers days per month,SrvMRE_H2RecBlockOCMo_v1r0,ACIDSUP2_3MO,Num,2,,N/A,,N/A,No,No,Only display if ACIDSUP = 1,,,,,10/8/21,,ACIDSUP2_3,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,Pills per day prescription proton pump inhibitors,188269730,# Pills per day,Pills per day prescription proton pump inhibitors,SrvMRE_PPPresPill_v1r0,ACIDSUP3_1A,Num,3,,,,N/A,No,No,Only display if ACIDSUP = 0,,,,,10/25/21,,ACIDSUP3_1,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,Pills per day prescription proton pump inhibitors,753610471,Pills per day prescription proton pump inhibitors,"Pills per day prescription proton pump inhibitors, don't know",SrvMRE_PPPresPillDK_v1r0,ACIDSUP3_1,Num,2,,77 = Unavailable/Unknown,,Don't know,N/A,No,Only display if ACIDSUP = 0,,,,,10/5/21,,ACIDSUP3_1,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,Pills per day over-the-counter proton pump inhibitors,344344097,# Pills per day,Pills per day over-the-counter proton pump inhibitors,SrvMRE_PPOCPill_v1r0,ACIDSUP3_2A,Num,3,,,,N/A,No,No,Only display if ACIDSUP = 1,,,,,10/25/21,,ACIDSUP3_2,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,Pills per day over-the-counter proton pump inhibitors,803968511,Pills per day over-the-counter proton pump inhibitors,"Pills per day over-the-counter proton pump inhibitors, don't know",SrvMRE_PPOCPillDK_v1r0,ACIDSUP3_2,Num,2,,77 = Unavailable/Unknown,,Don't know,N/A,No,Only display if ACIDSUP = 1,,,,,10/5/21,,ACIDSUP3_2,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,Pills per day over-the-counter H2 receptor blockers,825488116,# Pills per day,Pills per day over-the-counter H2 receptor blockers,SrvMRE_H2RecBlocOCPill_v1r0,ACIDSUP3_3A,Num,2,,,,N/A,No,No,Only display if ACIDSUP = 2,,,,,10/25/21,,ACIDSUP3_3,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,Pills per day over-the-counter H2 receptor blockers,618427836,Pills per day over-the-counter H2 receptor blockers,"Pills per day over-the-counter H2 receptor blockers, don't know",SrvMRE_H2RecBlOCPillDK_v1r0,ACIDSUP3_3,Num,2,,77 = Unavailable/Unknown,,Don't know,N/A,No,Only display if ACIDSUP = 2,,,,,10/5/21,,ACIDSUP3_3,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,424183977,About how many years did you take prescription proton pump inhibitors?,# Years took prescription proton pump inhibitors,SrvMRE_ProtPumpPresYr_v1r0,ACIDSUP4_1,Num,2,,,,N/A,No,No,Only display if ACIDSUP = 0,,,,,11/10/21,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,378572291,About how many years did you take over-the-counter proton pump inhibitors?,# Years took over-the-counter proton pump inhibitors,SrvMRE_ProtPumpOCYr_v1r0,ACIDSUP4_2,Num,2,,,,N/A,No,No,Only display if ACIDSUP = 1,,,,,11/10/21,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,774514900,About how many years did you take over-the-counter H2 receptor blockers?,# Years took over-the-counter H2 receptor blockers,SrvMRE_H2RecBlockYr_v1r0,ACIDSUP4_3,Num,2,,,,N/A,No,No,Only display if ACIDSUP = 2,,,,,11/10/21,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,824287808,When was the last time you took prescription proton pump inhibitors?,Last time took prescription proton pump inhibitors,SrvMRE_ProtPumpPresTm_v1r0,ACIDSUP5_1,Num,2,317567178,0 = In the past month,,1 = In the past month,No,No,Only display if ACIDSUP = 0,,,,,,,,
,,,,,,,,,,,,,484055234,"1 =More than a month ago, but in the past year",,"2 =More than a month ago, but in the past year",,,,,,,,,,,
,,,,,,,,,,,,,802197176,2 =More than 1 year ago,,3 =More than 1 year ago,,,,,,,,,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,846978339,When was the last time you took over-the-counter proton pump inhibitors?,Last time took over-the-counter proton pump inhibitors,SrvMRE_ProtPumpOCTime_v1r0,ACIDSUP5_2,Num,2,317567178,0 = In the past month,,1 = In the past month,No,No,Only display if ACIDSUP = 1,,,,,,,,
,,,,,,,,,,,,,484055234,"1 =More than a month ago, but in the past year",,"2 =More than a month ago, but in the past year",,,,,,,,,,,
,,,,,,,,,,,,,802197176,2 =More than 1 year ago,,3 =More than 1 year ago,,,,,,,,,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,368595692,When was the last time you took over-the-counter H2 receptor blockers?,Last time took over-the-counter H2 receptor blockers,SrvMRE_H2RecBlOCTime_v1r0,ACIDSUP5_3,Num,2,317567178,0 = In the past month,,1 = In the past month,No,No,Only display if ACIDSUP = 2,,,,,,,,
,,,,,,,,,,,,,484055234,"1 =More than a month ago, but in the past year",,"3 =More than a month ago, but in the past year",,,,,,,,,,,
,,,,,,,,,,,,,802197176,2 =More than 1 year ago,,3 =More than 1 year ago,,,,,,,,,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,889053435,How many years ago did you last take prescription proton pump inhibitors?,Year ago last took prescription proton pump inhibitors,SrvMRE_ProtPumpPresYA_v1r0,ACIDSUP6_1,Num,2,,,,N/A,No,No,Only display if ACIDSUP = 0,,,,,11/10/21,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,936366310,How many years ago did you last take over-the-counter proton pump inhibitors?,Year ago last took over-the-counter proton pump inhibitors,SrvMRE_ProtPumpOCYA_v1r0,ACIDSUP6_2,Num,2,,,,N/A,No,No,Only display if ACIDSUP = 1,,,,,11/10/21,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,497904005,How many years ago did you last take over-the-counter H2 receptor blockers?,Year ago last took over-the-counter H2 receptor blockers,SrvMRE_H2RecBlockOCYA_v1r0,ACIDSUP6_3,Num,2,,,,N/A,No,No,Only display if ACIDSUP = 2,,,,,11/10/21,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,798889867,"Have you ever used hormones or other medications to make your body better reflect your gender (for example, estrogen or testosterone-blockers)?",Ever took hormones to reflect your gender,SrvMRE_FemHormones_v1r0,HORNONCISWOM,Num,2,562877322,0= No,,"1= No, never",No,No,"Diaply if SEX= ""MALE"" OR  ""INTERSEX OR OTHER"" AND GEN= ""FEMALE"", ""TRANSGENDER""FEMALE"", ""GENDERQUEER"", OR ""ADDITIONAL GENDER"")""",,,,,11/15/21,,,
,,,,,,,,,,,,,200323667,"1= Yes, I used hormones or other medications to make my body look more feminine in the past",,"2= Yes, I used hormones or other medications to make my body look more feminine in the past",,,,,,,,,,,
,,,,,,,,,,,,,249673703,"2= Yes, I am currently using hormones or other medications to make my body look more feminine",,"3= Yes, I am currently using hormones or other medications to make my body look more feminine",,,,,,,,,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,Age first menstrual period ,969451837,"Age first menstrual period, Number",Age first menstrual period,SrvMRE_FirstPeriodAge_v1r0,MENSHISA,Num,3,,N/A,,N/A,No,No,,,,,,8/23/21,,MENSHIS,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,Age first menstrual period ,496539718,Age first menstrual period ,"Age first menstrual period, never had",SrvMRE_FirstPeriAgeNH_v1r0,MENSHIS,Num,2,,44 = Never,,88= Never had a menstrual period,No,No,,,,,,11/15/21,,MENSHIS,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,167997205,"How long after your first menstrual period did your periods become regular? By regular, we mean that you could predict the start of your next period within a few days.",Long until periods regular,SrvMRE_PeriodRegTime_v1r0,MENSHIS2_1,Num,2,720209718,44 = Never,,1= Never became regular,No,No,,,,,,11/15/21,,,Changed BOH to MRE in secondary source
,,,,,,,,,,,,,868025301,1= Within 1 year,,2= Within 1 year,,,,,,,,,,,
,,,,,,,,,,,,,939110313,2= 1 to 2 years,,3= 1 to 2 years,,,,,,,,,,,
,,,,,,,,,,,,,410083265,3= More than 2 years to 3 years,,4= More than 2 years to 3 years,,,,,,,,,,,
,,,,,,,,,,,,,718537646,4= More than 3 years to 4 years,,5= More than 3 years to 4 years,,,,,,,,,,,
,,,,,,,,,,,,,801142243,5= More than 4 years,,6= More than 4 years,,,,,,,,,,,
,,,,,,,,,,,,,495230752,77= Unavailable/Unknown,,7= Don't know,,,,,,,,,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,972593606,"Once your menstrual periods became regular, what was the usual length of your menstrual cycle? The length of a menstrual cycle is the number of days from the first day of one menstrual period to the first day of the next menstrual period.",Usual length regular period,SrvMRE_PeriodLength_v1r0,MENSHIS3_1,Num,2,549031911,0= Too irregular to guess or used hormonal medication or device such as an intrauterine device IUD== to control menstrual cycle,,1= Too irregular to guess or used hormonal medication or device such as an intrauterine device IUD== to control menstrual cycle,No,No,,,,,,10/5/21,,,
,,,,,,,,,,,,,858427002,1= Less than 21 days,,2= Less than 21 days,,,,,,,,,,,
,,,,,,,,,,,,,471375042,2= 21 days or more,,3= 21 days or more,,,,,,,,,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,791830593,About how many days long is your usual menstrual cycle?,Days long menstrual cycle specific,SrvMRE_PeriodDays_v1r0,MENSHIS4,Num,2,,,,N/A,No,No,,,,,,,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,164595895,"In just the past 12 months, what was the usual length of your menstrual cycle?",Days long recent menstrual cycle,SrvMRE_PeriodLength12M_v1r0,MENSHIS5,Num,2,650420270,0 = I have not had a menstrual  period in the past 12 months,,1= I have not had a menstrual period in the past 12 months,No,No,,,,,,10/5/21,,,Changed BOH to MRE in secondary source
,,,,,,,,,,,,,113064256,"1 = I have had at least one menstrual period in the past 12 months but the frequency of my period changed (such as it stopped, became irregular, or difficult to predict)",,"2= I have had at least one menstrual period in the past 12 months but the frequency of my period changed (such as it stopped, became irregular, or difficult to predict)",,,,,,,,,,,
,,,,,,,,,,,,,388370628,2 = Too irregular to guess or using hormonal medication or device (such as an intrauterine device (IUD)) to control menstrual cycle,,3= Too irregular to guess or using hormonal medication or device (such as an intrauterine device (IUD)) to control menstrual cycle,,,,,,,,,,,
,,,,,,,,,,,,,859025516,3 = Less than 21 days -> PREG,,4= Less than 21 days -> PREG,,,,,,,,,,,
,,,,,,,,,,,,,471375042,4 = 21 days or more,,5= 11 days or more,,,,,,,,,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,263114971,"In the past 12 months, about how many days long was your usual menstrual cycle?",Days long recent menstrual cycle specific,SrvMRE_PeriodDays12M_v1r0,MENSHIS6,Num,2,,,,N/A,No,No,,,,,,,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",614145455,Please pick the option that best describes why you have not had a menstrual period in the past 12 months:,614145455,Please pick the option that best describes why you have not had a menstrual period in the past 12 months:,Why not have menstrual period last 12 months,SrvMRE_NoPeriodReason_v1r0,MENSHIS7,Num,2,582425113,0=My periods stopped naturally due to menopause,,1=My periods stopped naturally due to menopause,No,No,,,,,,10/5/21,,MENSHIS7,
,,,,,,,,,,,,,330745988,"1= My periods stopped because I began taking female hormones during the menopausal transition or menopause (""""the change of life"""")",,"2= My periods stopped because I began taking female hormones during the menopausal transition or menopause (""""the change of life"""")",,,,,,,,,,,
,,,,,,,,,,,,,909774794,2=My periods stopped after surgery that removed my uterus and/or both ovaries,,3=My periods stopped after surgery that removed my uterus and/or both ovaries,,,,,,,,,,,
,,,,,,,,,,,,,868504994,"3=My periods stopped after endometrial ablation (removal of the endometrium """" lining of the uterus)",,"4=My periods stopped after endometrial ablation (removal of the endometrium """" lining of the uterus)",,,,,,,,,,,
,,,,,,,,,,,,,655309065,"4= I am currently using a hormonal medication or device (such as an intrauterine device (IUD)) to prevent pregnancy, manage my menstrual cycle symptoms, and/or manage conditions like endometriosis or polycystic ovarian syndrome (PCOS)",,"5= I am currently using a hormonal medication or device (such as an intrauterine device (IUD)) to prevent pregnancy, manage my menstrual cycle symptoms, and/or manage conditions like endometriosis or polycystic ovarian syndrome (PCOS)",,,,,,,,,,,
,,,,,,,,,,,,,757609794,5=I was pregnant or breastfeeding during the last year,,6=I was pregnant or breastfeeding during the last year,,,,,,,,,,,
,,,,,,,,,,,,,585076356,6= My periods stopped after radiation or chemotherapy,,7= My periods stopped after radiation or chemotherapy,,,,,,,,,,,
,,,,,,,,,,,,,766919347,55 = Other |__|,,8= My periods stopped for other reasons: Please describe,,,,,,,,,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",614145455,Please pick the option that best describes why you have not had a menstrual period in the past 12 months:,672810476,Please pick the option that best describes why you have not had a menstrual period in the past 12 months: [text box],Why not have menstrual period last 12 months - Descriptive,SrvMRE_NoPeriodReasOth_v1r0,MENSHIS7_TB,Char,300,,,,,No,No,,,,,,10/8/21,,MENSHIS7,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,534920374,How old were you when you had your last menstrual period?,Age last menstrual period,SrvMRE_AgeLastPeriod_v1r0,MENSHIS8,Num,2,,,,N/A,No,No,,,,,,10/6/21,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,In the past 12 months have you experienced any of the following? Check all that apply. ,,Bleeding or spotting in between periods,Bleeding or spotting in between periods,SrvMRE_BleedingBtwn_v1r0,0,Num,1,104430631,0 = No,,,No,No,,,,,,10/14/21,,MENSHIS9,
,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,In the past 12 months have you experienced any of the following? Check all that apply. ,,Bleeding or spotting after sex,Bleeding or spotting after sex,SrvMRE_SpottingAftSex_v1r0,1,Num,1,104430631,0 = No,,,No,No,,,,,,10/14/21,,MENSHIS9,
,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,In the past 12 months have you experienced any of the following? Check all that apply. ,,Heavy bleeding during your period,Heavy bleeding during your period,SrvMRE_HeavyBleeding_v1r0,2,Num,1,104430631,0 = No,,,No,No,,,,,,10/14/21,,MENSHIS9,
,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,In the past 12 months have you experienced any of the following? Check all that apply. ,,Irregular periods in which cycle length varies by more than 7-9 days,Irregular periods in which cycle length varies by more than 7-9 days,SrvMRE_IrregPeriod_v1r0,3,Num,1,104430631,0 = No,,,No,No,,,,,,10/14/21,,MENSHIS9,
,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,In the past 12 months have you experienced any of the following? Check all that apply. ,,Bleeding after menopause,Bleeding after menopause,SrvMRE_BleedAftMeno_v1r0,4,Num,1,104430631,0 = No,,,No,No,,,,,,10/14/21,,MENSHIS9,
,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,In the past 12 months have you experienced any of the following? Check all that apply. ,,None of the above,None of the above,SrvMRE_NoneBleeding_v1r0,88,Num,1,104430631,0 = No,,,No,No,,,,,,10/14/21,,MENSHIS9,
,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,849945160,Are you currently pregnant?,Current pregnant,SrvMRE_CurrPreg_v1r0,PREG1,Num,2,104430631,0 = No,,2=No,No,No,,,,,,7/7/21,,,
,,,,,,,,,,,,,353358909,1 = Yes,,1=Yes,,,,,,,,,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,996243083,Have you ever been pregnant?,Ever pregnant,SrvMRE_EverPreg_v1r0,PREG2,Num,2,104430631,0 = No,,2=No,No,No,,,,,,,,,
,,,,,,,,,,,,,353358909,1 = Yes,,1=Yes,,,,,,,,,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,405571048,"How many times have you been pregnant? Please include all live births, as well as pregnancies that ended as stillbirths, miscarriages, ectopic or tubal pregnancies, or termination. Twins, triplets, or higher multiples count as one pregnancy.",Times pregnant,SrvMRE_TimesPreg_v1r0,PREG3,Num,3,,,,N/A,No,No,,,,,,10/6/21,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,968816827,How old were you when your [first/2nd/3rd/4th/etc.] pregnancy began?,Age pregnant,SrvMRE_AgePreg_v1r0,PREG4,Num,2,,,,N/A,No,No,,,,,,,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,391951010,What was the outcome of this pregnancy?,Outcome pregnancy,SrvMRE_PregOutcome_v1r0,PREG5,Num,2,223216393,0=Live birth: single infant,,1=Live birth: single infant,No,No,,,,,,10/8/21,,,
,,,,,,,,,,,,,628445697,"1=Live birth: twins, triplets, or higher multiples",,"2=Live birth: twins, triplets, or higher multiples",,,,,,,,,,,
,,,,,,,,,,,,,419220239,2=Stillbirth (pregnancy loss after 20 weeks),,3=Stillbirth (pregnancy loss after 20 weeks),,,,,,,,,,,
,,,,,,,,,,,,,306890578,3=Live birth and stillbirth (loss of one or more of multiples),,4=Live birth and stillbirth (loss of one or more of multiples),,,,,,,,,,,
,,,,,,,,,,,,,858244199,4=Miscarriage (pregnancy loss before 20 weeks),,5=Miscarriage (pregnancy loss before 20 weeks),,,,,,,,,,,
,,,,,,,,,,,,,434041171,5=Termination,,6=Termination,,,,,,,,,,,
,,,,,,,,,,,,,550615107,6=Ectopic or tubal pregnancy (fertilized egg implants outside of the uterus),,7=Ectopic or tubal pregnancy (fertilized egg implants outside of the uterus),,,,,,,,,,,
,,,,,,,,,,,,,528526505,99=Declined,,99=Prefer not to answer,,,,,,,,,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,281494550,How many infants were delivered?,Multiples,SrvMRE_PregMultiples_v1r0,PREG6,Num,2,582602017,0=Two (twins),,1=Two (twins),No,No,DISPLAY IF PREG5=1 or 3,,,,,,,,
,,,,,,,,,,,,,105727261,1=Three (triplets),,2=Three (triplets),,,,,,,,,,,
,,,,,,,,,,,,,720288326,2=Four or more,,3=Four or more,,,,,,,,,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,771528780,What was the method of delivery?,Delivery method,SrvMRE_DeliveryMethod_v1r0,PREG7,Num,2,660308254,0=Cesarean,,1=Cesarean,No,No,,,,,,,,,
,,,,,,,,,,,,,936573532,1=Vaginal,,2=Vaginal,,,,,,,,,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,486574018,"Did you breastfeed? If you are currently breastfeeding, select yes.",Breastfeed,SrvMRE_Breastfeed_v1r0,PREG8,Num,2,104430631,0 = No,,2=No,No,No,,,,,,,,,
,,,,,,,,,,,,,353358909,1 = Yes,,1=Yes,,,,,,,,,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,278277373,How many months did you breastfeed?,Months breastfed,SrvMRE_BreastfeedMo_v1r0,PREG9,Num,3,,,,N/A,No,No,,,,,,,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep", , ,779052408,Did a doctor or other health professional tell you that you have or had gestational diabetes during this pregnacy?,Gestational diabetes,SrvMRE_GestDiab_v1r0,PREG10,Num,2,104430631,0 = No,,2=No,No,No,"Should be asked for EACH pregnancy where PREG5 = 0, 1, 2, or 3",,,,,10/19/21,, ,
 , , , , , , , , , , , , ,353358909,1 = Yes,,1=Yes, , , ,,,,, ,, , 
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep", , ,133297530,Did a doctor or other health professional tell you that you have or had eclampsia or pre-eclampsia during this pregnacy?,Eclampsia or pre-eclampsia,SrvMRE_Eclampsia_v1r0,PREG11,Num,2,104430631,0 = No,,2=No,No,No,"Should be asked for EACH pregnancy where PREG5 = 0, 1, 2, or 3",,,,,10/19/21,, ,
 , , , , , , , , , , , , ,353358909,1 = Yes,,1=Yes, , , ,,,,, ,, , 
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,939897560,"Have you ever tried to get pregnant for more than one year, but did not get pregnant during that time?",Tried to get pregnant,SrvMRE_PregTried_v1r0,FERT1_1,Num,3,104430631,0 = No,,2=No,No,No,,,,,,,,,
,,,,,,,,,,,,,353358909,1 = Yes,,1=Yes,,,,,,,,,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,760801131,How old were you when you first tried to get pregnant for over a year?,Tried to get pregnant age,SrvMRE_PregTriedAge_v1r0,FERT2,Num,2,,,,N/A,No,No,,,,,,,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,424047361,Did you ever seek medical advice when you tried to get pregnant for over a year?,Seek medical advice to get pregnant,SrvMRE_PregMedAdvice_v1r0,FERT3,Num,2,104430631,0 = No,,2=No,No,No,,,,,,,,,
,,,,,,,,,,,,,353358909,1 = Yes,,1=Yes,,,,,,,,,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",548355426,"When you tried to get pregnant for over a year, do you know what the issue was that caused you not to get pregnant? Select all that apply.",342735868,Tubal blockage,Tubal blockage,SrvMRE_TubalBlockage_v1r0,0,Num,2,104430631,0 = No,,2=No,No,No,,,,,,,,FERT4,
,,,,,,,,,,,,,353358909,1 = Yes,,1=Yes,,,,,,,,,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",548355426,"When you tried to get pregnant for over a year, do you know what the issue was that caused you not to get pregnant? Select all that apply.",990599372,Ovary or hormone problem,Ovary or hormone problem,SrvMRE_HormoneProb_v1r0,1,Num,2,104430631,0 = No,,2=No,No,No,,,,,,,,FERT4,
,,,,,,,,,,,,,353358909,1 = Yes,,1=Yes,,,,,,,,,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",548355426,"When you tried to get pregnant for over a year, do you know what the issue was that caused you not to get pregnant? Select all that apply.",647272599,Endometriosis,Endometriosis,SrvMRE_Endometriosis_v1r0,2,Num,2,104430631,0 = No,,2=No,No,No,,,,,,,,FERT4,
,,,,,,,,,,,,,353358909,1 = Yes,,1=Yes,,,,,,,,,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",548355426,"When you tried to get pregnant for over a year, do you know what the issue was that caused you not to get pregnant? Select all that apply.",202355614,Cervical mucous factor,Cervical mucous factor,SrvMRE_CervicalMucous_v1r0,3,Num,2,104430631,0 = No,,2=No,No,No,,,,,,,,FERT4,
,,,,,,,,,,,,,353358909,1 = Yes,,1=Yes,,,,,,,,,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",548355426,"When you tried to get pregnant for over a year, do you know what the issue was that caused you not to get pregnant? Select all that apply.",201434907,"Spouse/partner""""s infertility","Spouse/partner""""s infertility",SrvMRE_Infertility_v1r0,4,Num,2,104430631,0 = No,,2=No,No,No,,,,,,,,FERT4,
,,,,,,,,,,,,,353358909,1 = Yes,,1=Yes,,,,,,,,,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",548355426,"When you tried to get pregnant for over a year, do you know what the issue was that caused you not to get pregnant? Select all that apply.",570171052,Cause of infertility was not looked into,Cause of infertility was not looked into,SrvMRE_InfertilityNLI_v1r0,5,Num,2,104430631,0 = No,,2=No,No,No,,,,,,,,FERT4,
,,,,,,,,,,,,,353358909,1 = Yes,,1=Yes,,,,,,,,,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",548355426,"When you tried to get pregnant for over a year, do you know what the issue was that caused you not to get pregnant? Select all that apply.",498799217,No cause was found,No cause was found,SrvMRE_NoPregIssCause_v1r0,6,Num,2,104430631,0 = No,,2=No,No,No,,,,,,,,FERT4,
,,,,,,,,,,,,,353358909,1 = Yes,,1=Yes,,,,,,,,,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",548355426,"When you tried to get pregnant for over a year, do you know what the issue was that caused you not to get pregnant? Select all that apply.",277953849,Other |__|,Other: Please describe,SrvMRE_OtherPregIssue_v1r0,55,Num,2,104430631,0 = No,,2=No,No,No,,,,,,10/8/21,,FERT4,
,,,,,,,,,,,,,353358909,1 = Yes,,1=Yes,,,,,,,,,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",548355426,"When you tried to get pregnant for over a year, do you know what the issue was that caused you not to get pregnant? Select all that apply.",833755477,Other reason that caused you not to get pregnant: Please describe [text box],Other reason: please describe text box,SrvMRE_OthPregIssueDes_v1r0,FERT4OTHER,Char,300,,,,,No,No,,,,,,10/8/21,,FERT4,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",,,224681201,Have you ever used fertility medications?,Use fertility medications,SrvMRE_FertilityMeds_v1r0,FERT5,Num,2,104430631,0 = No,,2=No,No,No,,,,,,10/8/21,,,
,,,,,,,,,,,,,353358909,1 = Yes,,1=Yes,,,,,,,,,,,
,,,,,,,,,,,,,528526505,99 = Declined,,3 = Prefer not to answer,,,,,,,,,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",881200765,Have you ever used any of these fertility medications? Select all that apply.,619799524,Clomid (clomiphene),Clomid (clomiphene),SrvMRE_Clomid_v1r0,0,Num,2,104430631,0 = No,,2=No,No,No,,,,,,,,FERT6,
,,,,,,,,,,,,,353358909,1 = Yes,,1=Yes,,,,,,,,,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",881200765,Have you ever used any of these fertility medications? Select all that apply.,663814928,"Gonadotropins, which are commonly referred to as ""injectables"" or ""injectable hormones"" (such as Follistim, Menopur, Bravelle, or Gonal-F)","Gonadotropins, which are commonly referred to as ""injectables"" or ""injectable hormones"" (such as Follistim, Menopur, Bravelle, or Gonal-F)",SrvMRE_Gonadotropins_v1r0,1,Num,2,104430631,0 = No,,2=No,No,No,,,,,,,,FERT6,
,,,,,,,,,,,,,353358909,1 = Yes,,1=Yes,,,,,,,,,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",881200765,Have you ever used any of these fertility medications? Select all that apply.,642004888,Danazol,Danazol,SrvMRE_Danazol_v1r0,2,Num,2,104430631,0 = No,,2=No,No,No,,,,,,,,FERT6,
,,,,,,,,,,,,,353358909,1 = Yes,,1=Yes,,,,,,,,,,,
129084651,Survey,745268907,"Medications, Reproductive Health, Exercise, and Sleep",881200765,Have you ever used any of these fertility medications? Select all that apply.,454641975,Danocrine,Danocrine,SrvMRE_Danocrine_v1r0,3,Num,2,104430631,0 = No,,2=No,No,No,,,,,,,,FERT6,
,,,,,,,,,,,,,353358909,1 = Yes,,1=Yes,,,,,,,,,,,
