Formula for Index,Index,conceptId,Primary Source,conceptId,Secondary Source,conceptId,Current Source Question,V2 Source Question,V1 Source Question,GridID/Source Question Name,"Deprecated, New, or Revised","Date Deprecated, New, or Revised Variable Pushed to Prod",conceptId,Current Question Text,V2 Question Text,V1 Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions - Surveys Only,Variable Type,Variable Length,conceptId,Current Format/Value,R0 Format/Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,GCP Document/Table,Stub Record Variable to be Retained,Question Type,IMS Review Notes
770,770,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
771,771,819848608,Biospecimen,652357376,ACD Tube 1,248868659,Deviation? (Select all that apply),,,,,,757246707,Deviation- Leaked/spilled,,,ACDT1 Dev - Spilled,BioCol_Dev_v1r0_LeakACDT1,,Num,1,104430631,0 = No,,Yes if yes to deviation for a specimen and no other deviation selected,No,Default no,,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nesed structure: d_Tube/Bag/Object_d_248868659_d_757246707,,,Added new variable.
772,772,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
773,773,819848608,Biospecimen,505347689,STRECK Tube 1,248868659,Deviation? (Select all that apply),,,,,,757246707,Deviation- Leaked/spilled,,,STRECKT1 Dev - Spilled,BioCol_Dev_v1r0_LeakSTRT1,,Num,1,104430631,0 = No,,Yes if yes to deviation for a specimen and no other deviation selected,No,Default no,,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nesed structure: d_Tube/Bag/Object_d_248868659_d_757246707,,,Added new variable.
774,774,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
775,775,819848608,Biospecimen,973670172,Urine Tube 1,248868659,Deviation? (Select all that apply),,,,,,757246707,Deviation- Leaked/spilled,,,UT1 Dev - Spilled,BioCol_Dev_v1r0_LeakUT1,,Num,1,104430631,0 = No,,Yes if yes to deviation for a specimen and no other deviation selected,No,Default no,,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nesed structure: d_Tube/Bag/Object_d_248868659_d_757246707,,,Added new variable.
776,776,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
777,777,819848608,Biospecimen,143615646,Mouthwash Tube 1,248868659,Deviation? (Select all that apply),,,,,,757246707,Deviation- Leaked/spilled,,,MWT1 Dev - Spilled,BioCol_Dev_v1r0_LeakMWT1,,Num,1,104430631,0 = No,,Yes if yes to deviation for a specimen and no other deviation selected,No,Default no,,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nesed structure: d_Tube/Bag/Object_d_248868659_d_757246707,,,Added new variable.
778,778,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
779,779,819848608,Biospecimen,299553921,Serum Separator Tube 1,248868659,Deviation? (Select all that apply),,,,,,728366619,Deviation- Low volume - (tube/container partially filled but still usable),,,SST1 Dev - Vol Low But Usable,BioCol_Dev_v1r0_LowVolSST1,,Num,1,104430631,0 = No,,Yes if yes to deviation for a specimen and no other deviation selected,No,Default no,,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nesed structure: d_Tube/Bag/Object_d_248868659_d_728366619,,,"Updated Variable Name from BioCol_Dev_v1r0_LowVol to BioCol_Dev_v1r0_LowVolSST1. Updated Variable Label, Secondary Source and CID."
780,780,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
781,781,819848608,Biospecimen,703954371,Serum Separator Tube 2,248868659,Deviation? (Select all that apply),,,,,,728366619,Deviation- Low volume - (tube/container partially filled but still usable),,,SST2 Dev - Vol Low But Usable,BioCol_Dev_v1r0_LowVolSST2,,Num,1,104430631,0 = No,,Yes if yes to deviation for a specimen and no other deviation selected,No,Default no,,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nesed structure: d_Tube/Bag/Object_d_248868659_d_728366619,,,Added new Variable
782,782,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
783,783,819848608,Biospecimen,376960806,Serum Separator Tube 3,248868659,Deviation? (Select all that apply),,,,,,728366619,Deviation- Low volume - (tube/container partially filled but still usable),,,SST3 Dev - Vol Low But Usable,BioCol_Dev_v1r0_LowVolSST3,,Num,1,104430631,0 = No,,Yes if yes to deviation for a specimen and no other deviation selected,No,Default no,,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nesed structure: d_Tube/Bag/Object_d_248868659_d_728366619,,,Added new variable.
784,784,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
785,785,819848608,Biospecimen,232343615,Serum Separator Tube 4,248868659,Deviation? (Select all that apply),,,,,,728366619,Deviation- Low volume - (tube/container partially filled but still usable),,,SST4 Dev - Vol Low But Usable,BioCol_Dev_v1r0_LowVolSST4,,Num,1,104430631,0 = No,,Yes if yes to deviation for a specimen and no other deviation selected,No,Default no,,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nesed structure: d_Tube/Bag/Object_d_248868659_d_728366619,,,Added new variable.
786,786,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
787,787,819848608,Biospecimen,589588440,Serum Separator Tube 5,248868659,Deviation? (Select all that apply),,,,,,728366619,Deviation- Low volume - (tube/container partially filled but still usable),,,SST5 Dev - Vol Low But Usable,BioCol_Dev_v1r0_LowVolSST5,,Num,1,104430631,0 = No,,Yes if yes to deviation for a specimen and no other deviation selected,No,Default no,,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nesed structure: d_Tube/Bag/Object_d_248868659_d_728366619,,,Added new variable.
788,788,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
789,789,819848608,Biospecimen,652357376,ACD Tube 1,248868659,Deviation? (Select all that apply),,,,,,728366619,Deviation- Low volume - (tube/container partially filled but still usable),,,ACDT1 Dev - Vol Low But Usable,BioCol_Dev_v1r0_LowVolACDT1,,Num,1,104430631,0 = No,,Yes if yes to deviation for a specimen and no other deviation selected,No,Default no,,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nesed structure: d_Tube/Bag/Object_d_248868659_d_728366619,,,Added new variable.
790,790,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
791,791,819848608,Biospecimen,505347689,STRECK Tube 1,248868659,Deviation? (Select all that apply),,,,,,728366619,Deviation- Low volume - (tube/container partially filled but still usable),,,STRECKT1 Dev - Vol Low But Usable,BioCol_Dev_v1r0_LowVolSTRT1,,Num,1,104430631,0 = No,,Yes if yes to deviation for a specimen and no other deviation selected,No,Default no,,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nesed structure: d_Tube/Bag/Object_d_248868659_d_728366619,,,Added new variable.
792,792,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
793,793,819848608,Biospecimen,973670172,Urine Tube 1,248868659,Deviation? (Select all that apply),,,,,,728366619,Deviation- Low volume - (tube/container partially filled but still usable),,,UT1 Dev - Vol Low But Usable,BioCol_Dev_v1r0_LowVolUT1,,Num,1,104430631,0 = No,,Yes if yes to deviation for a specimen and no other deviation selected,No,Default no,,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nesed structure: d_Tube/Bag/Object_d_248868659_d_728366619,,,Added new variable.
794,794,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
795,795,819848608,Biospecimen,143615646,Mouthwash Tube 1,248868659,Deviation? (Select all that apply),,,,,,728366619,Deviation- Low volume - (tube/container partially filled but still usable),,,MWT1 Dev - Vol Low But Usable,BioCol_Dev_v1r0_LowVolMWT1,,Num,1,104430631,0 = No,,Yes if yes to deviation for a specimen and no other deviation selected,No,Default no,,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nesed structure: d_Tube/Bag/Object_d_248868659_d_728366619,,,Added new variable.
796,796,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
797,797,819848608,Biospecimen,454453939,EDTA Tube 1,248868659,Deviation? (Select all that apply),,,,,,728366619,Deviation- Low volume - (tube/container partially filled but still usable),,,EDTAT1 Dev- Vol Low But Usable,BioCol_Dev_v1r0_LowVolEDTAT1,,Num,1,104430631,0 = No,,Yes if yes to deviation for a specimen and no other deviation selected,No,Default no,,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nesed structure: d_Tube/Bag/Object_d_248868659_d_728366619,,,Added new variable.
798,798,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
799,799,819848608,Biospecimen,677469051,EDTA Tube 2,248868659,Deviation? (Select all that apply),,,,,,728366619,Deviation- Low volume - (tube/container partially filled but still usable),,,EDTAT2 Dev- Vol Low But Usable,BioCol_Dev_v1r0_LowVolEDTAT2,,Num,1,104430631,0 = No,,Yes if yes to deviation for a specimen and no other deviation selected,No,Default no,,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nesed structure: d_Tube/Bag/Object_d_248868659_d_728366619,,,Added new variable.
800,800,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
801,801,819848608,Biospecimen,683613884,EDTA Tube 3,248868659,Deviation? (Select all that apply),,,,,,728366619,Deviation- Low volume - (tube/container partially filled but still usable),,,EDTAT3 Dev- Vol Low But Usable,BioCol_Dev_v1r0_LowVolEDTAT3,,Num,1,104430631,0 = No,,Yes if yes to deviation for a specimen and no other deviation selected,No,Default no,,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nesed structure: d_Tube/Bag/Object_d_248868659_d_728366619,,,Added new variable.
802,802,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
803,803,819848608,Biospecimen,838567176,Heparin Tube 1,248868659,Deviation? (Select all that apply),,,,,,728366619,Deviation- Low volume - (tube/container partially filled but still usable),,,HT1 Dev- Vol Low But Usable,BioCol_Dev_v1r0_LowVolHT1,,Num,1,104430631,0 = No,,Yes if yes to deviation for a specimen and no other deviation selected,No,Default no,,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nesed structure: d_Tube/Bag/Object_d_248868659_d_728366619,,,Added new variable.
804,804,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
805,805,819848608,Biospecimen,958646668,Heparin Tube 2,248868659,Deviation? (Select all that apply),,,,,,728366619,Deviation- Low volume - (tube/container partially filled but still usable),,,HT2 Dev- Vol Low But Usable,BioCol_Dev_v1r0_LowVolHT2,,Num,1,104430631,0 = No,,Yes if yes to deviation for a specimen and no other deviation selected,No,Default no,,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nesed structure: d_Tube/Bag/Object_d_248868659_d_728366619,,,Added new variable.
806,806,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
807,807,819848608,Biospecimen,299553921,Serum Separator Tube 1,248868659,Deviation? (Select all that apply),,,,,,453343022,Deviation- Other,,,SST1 Dev - Oth,BioCol_Dev_v1r0_OtherSST1,,Num,1,104430631,0 = No,,Yes if yes to deviation for a specimen and no other deviation selected,No,Default no,,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nesed structure: d_Tube/Bag/Object_d_248868659_d_453343022,,,"Updated Variable Name from BioCol_Dev_v1r0_Other to BioCol_Dev_v1r0_OtherSST1. Updated Variable Label, Secondary Source and CID."
808,808,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
809,809,819848608,Biospecimen,703954371,Serum Separator Tube 2,248868659,Deviation? (Select all that apply),,,,,,453343022,Deviation- Other,,,SST2 Dev - Oth,BioCol_Dev_v1r0_OtherSST2,,Num,1,104430631,0 = No,,Yes if yes to deviation for a specimen and no other deviation selected,No,Default no,,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nesed structure: d_Tube/Bag/Object_d_248868659_d_453343022,,,Added new Variable
810,810,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
811,811,819848608,Biospecimen,376960806,Serum Separator Tube 3,248868659,Deviation? (Select all that apply),,,,,,453343022,Deviation- Other,,,SST3 Dev - Oth,BioCol_Dev_v1r0_OtherSST3,,Num,1,104430631,0 = No,,Yes if yes to deviation for a specimen and no other deviation selected,No,Default no,,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nesed structure: d_Tube/Bag/Object_d_248868659_d_453343022,,,Added new variable.
812,812,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
813,813,819848608,Biospecimen,232343615,Serum Separator Tube 4,248868659,Deviation? (Select all that apply),,,,,,453343022,Deviation- Other,,,SST4 Dev - Oth,BioCol_Dev_v1r0_OtherSST4,,Num,1,104430631,0 = No,,Yes if yes to deviation for a specimen and no other deviation selected,No,Default no,,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nesed structure: d_Tube/Bag/Object_d_248868659_d_453343022,,,Added new variable.
814,814,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
815,815,819848608,Biospecimen,589588440,Serum Separator Tube 5,248868659,Deviation? (Select all that apply),,,,,,453343022,Deviation- Other,,,SST5 Dev - Oth,BioCol_Dev_v1r0_OtherSST5,,Num,1,104430631,0 = No,,Yes if yes to deviation for a specimen and no other deviation selected,No,Default no,,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nesed structure: d_Tube/Bag/Object_d_248868659_d_453343022,,,Added new variable.
816,816,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
817,817,819848608,Biospecimen,652357376,ACD Tube 1,248868659,Deviation? (Select all that apply),,,,,,453343022,Deviation- Other,,,ACDT1 Dev - Oth,BioCol_Dev_v1r0_OtherACDT1,,Num,1,104430631,0 = No,,Yes if yes to deviation for a specimen and no other deviation selected,No,Default no,,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nesed structure: d_Tube/Bag/Object_d_248868659_d_453343022,,,Added new variable.
818,818,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
819,819,819848608,Biospecimen,505347689,STRECK Tube 1,248868659,Deviation? (Select all that apply),,,,,,453343022,Deviation- Other,,,STRECKT1 Dev - Oth,BioCol_Dev_v1r0_OtherSTRT1,,Num,1,104430631,0 = No,,Yes if yes to deviation for a specimen and no other deviation selected,No,Default no,,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nesed structure: d_Tube/Bag/Object_d_248868659_d_453343022,,,Added new variable.
820,820,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
821,821,819848608,Biospecimen,973670172,Urine Tube 1,248868659,Deviation? (Select all that apply),,,,,,453343022,Deviation- Other,,,UT1 Dev - Oth,BioCol_Dev_v1r0_OtherUT1,,Num,1,104430631,0 = No,,Yes if yes to deviation for a specimen and no other deviation selected,No,Default no,,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nesed structure: d_Tube/Bag/Object_d_248868659_d_453343022,,,Added new variable.
822,822,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
823,823,819848608,Biospecimen,143615646,Mouthwash Tube 1,248868659,Deviation? (Select all that apply),,,,,,453343022,Deviation- Other,,,MWT1 Dev - Oth,BioCol_Dev_v1r0_OtherMWT1,,Num,1,104430631,0 = No,,Yes if yes to deviation for a specimen and no other deviation selected,No,Default no,,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nesed structure: d_Tube/Bag/Object_d_248868659_d_453343022,,,Added new variable.
824,824,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
825,825,819848608,Biospecimen,454453939,EDTA Tube 1,248868659,Deviation? (Select all that apply),,,,,,453343022,Deviation- Other,,,EDTAT1 Dev - Oth,BioCol_Dev_v1r0_OtherEDTAT1,,Num,1,104430631,0 = No,,Yes if yes to deviation for a specimen and no other deviation selected,No,Default no,,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nesed structure: d_Tube/Bag/Object_d_248868659_d_453343022,,,Added new variable.
826,826,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
827,827,819848608,Biospecimen,677469051,EDTA Tube 2,248868659,Deviation? (Select all that apply),,,,,,453343022,Deviation- Other,,,EDTAT2 Dev - Oth,BioCol_Dev_v1r0_OtherEDTAT2,,Num,1,104430631,0 = No,,Yes if yes to deviation for a specimen and no other deviation selected,No,Default no,,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nesed structure: d_Tube/Bag/Object_d_248868659_d_453343022,,,Added new variable.
828,828,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
829,829,819848608,Biospecimen,683613884,EDTA Tube 3,248868659,Deviation? (Select all that apply),,,,,,453343022,Deviation- Other,,,EDTAT3 Dev - Oth,BioCol_Dev_v1r0_OtherEDTAT3,,Num,1,104430631,0 = No,,Yes if yes to deviation for a specimen and no other deviation selected,No,Default no,,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nesed structure: d_Tube/Bag/Object_d_248868659_d_453343022,,,Added new variable.
830,830,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
831,831,819848608,Biospecimen,838567176,Heparin Tube 1,248868659,Deviation? (Select all that apply),,,,,,453343022,Deviation- Other,,,HT1 Dev - Oth,BioCol_Dev_v1r0_OtherHT1,,Num,1,104430631,0 = No,,Yes if yes to deviation for a specimen and no other deviation selected,No,Default no,,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nesed structure: d_Tube/Bag/Object_d_248868659_d_453343022,,,Added new variable.
832,832,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
833,833,819848608,Biospecimen,958646668,Heparin Tube 2,248868659,Deviation? (Select all that apply),,,,,,453343022,Deviation- Other,,,HT2 Dev - Oth,BioCol_Dev_v1r0_OtherHT2,,Num,1,104430631,0 = No,,Yes if yes to deviation for a specimen and no other deviation selected,No,Default no,,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nesed structure: d_Tube/Bag/Object_d_248868659_d_453343022,,,Added new variable.
834,834,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
835,835,819848608,Biospecimen,299553921,Serum Separator Tube 1,,,,,,,,762124027,Discard Flag,,,SST1 Discard flag,BioCol_Discard_v1r0_SST1,,Num,1,104430631,0 = No,,Autoflag as yes if Deviation-broken equals YES,No,"Default is no, Autoflag as yes if CID 472864016, 956345366, 810960823, OR 684617815 = YES",,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_762124027,,,"Updated Variable Name from BioCol_Discard_v1r0 to BioCol_Discard_v1r0_SST1. Updated Variable Label, Secondary Source and CID."
836,836,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
837,837,819848608,Biospecimen,703954371,Serum Separator Tube 2,,,,,,,,762124027,Discard Flag,,,SST2 Discard flag,BioCol_Discard_v1r0_SST2,,Num,1,104430631,0 = No,,Yes if Deviation-broken equals YES,No,"Default is no, Autoflag as yes if CID 472864016, 956345366, 810960823, OR 684617815 = YES",,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_762124027,,,Added new Variable
838,838,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
839,839,819848608,Biospecimen,376960806,Serum Separator Tube 3,,,,,,,,762124027,Discard Flag,,,SST3 Discard flag,BioCol_Discard_v1r0_SST3,,Num,1,104430631,0 = No,,Yes if Deviation-broken equals YES,No,"Default is no, Autoflag as yes if CID 472864016, 956345366, 810960823, OR 684617815 = YES",,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_762124027,,,Added new variable.
840,840,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
841,841,819848608,Biospecimen,232343615,Serum Separator Tube 4,,,,,,,,762124027,Discard Flag,,,SST4 Discard flag,BioCol_Discard_v1r0_SST4,,Num,1,104430631,0 = No,,Yes if Deviation-broken equals YES,No,"Default is no, Autoflag as yes if CID 472864016, 956345366, 810960823, OR 684617815 = YES",,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_762124027,,,Added new variable.
842,842,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
843,843,819848608,Biospecimen,589588440,Serum Separator Tube 5,,,,,,,,762124027,Discard Flag,,,SST5 Discard flag,BioCol_Discard_v1r0_SST5,,Num,1,104430631,0 = No,,Yes if Deviation-broken equals YES,No,"Default is no, Autoflag as yes if CID 472864016, 956345366, 810960823, OR 684617815 = YES",,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_762124027,,,Added new variable.
844,844,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
845,845,819848608,Biospecimen,652357376,ACD Tube 1,,,,,,,,762124027,Discard Flag,,,ACDT1 Discard flag,BioCol_Discard_v1r0_ACDT1,,Num,1,104430631,0 = No,,Yes if Deviation-broken equals YES,No,"Default is no, Autoflag as yes if CID 472864016, 956345366, 810960823, OR 684617815 = YES",,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_762124027,,,Added new variable.
846,846,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
847,847,819848608,Biospecimen,505347689,STRECK Tube 1,,,,,,,,762124027,Discard Flag,,,STRECKT1 Discard flag,BioCol_Discard_v1r0_STRT1,,Num,1,104430631,0 = No,,Yes if Deviation-broken equals YES,No,"Default is no, Autoflag as yes if CID 472864016, 956345366, 810960823, OR 684617815 = YES",,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_762124027,,,Added new variable.
848,848,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
849,849,819848608,Biospecimen,973670172,Urine Tube 1,,,,,,,,762124027,Discard Flag,,,UT1 Discard flag,BioCol_Discard_v1r0_UT1,,Num,1,104430631,0 = No,,Yes if Deviation-broken equals YES,No,"Default is no, Autoflag as yes if CID 472864016, 956345366, 810960823, OR 684617815 = YES",,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_762124027,,,Added new variable.
850,850,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
851,851,819848608,Biospecimen,143615646,Mouthwash Tube 1,,,,,,,,762124027,Discard Flag,,,MWT1 Discard flag,BioCol_Discard_v1r0_MWT1,,Num,1,104430631,0 = No,,Yes if Deviation-broken equals YES,No,"Default is no, Autoflag as yes if CID 472864016, 956345366, 810960823, OR 684617815 = YES",,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_762124027,,,Added new variable.
852,852,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
853,853,819848608,Biospecimen,454453939,EDTA Tube 1,,,,,,,,762124027,Discard Flag,,,EDTAT1 Discard flag,BioCol_Discard_v1r0_EDTAT1,,Num,1,104430631,0 = No,,Yes if Deviation-broken equals YES,No,"Default is no, Autoflag as yes if CID 472864016, 956345366, 810960823, OR 684617815 = YES",,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_762124027,,,Added new variable.
854,854,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
855,855,819848608,Biospecimen,677469051,EDTA Tube 2,,,,,,,,762124027,Discard Flag,,,EDTAT2 Discard flag,BioCol_Discard_v1r0_EDTAT2,,Num,1,104430631,0 = No,,Yes if Deviation-broken equals YES,No,"Default is no, Autoflag as yes if CID 472864016, 956345366, 810960823, OR 684617815 = YES",,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_762124027,,,Added new variable.
856,856,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
857,857,819848608,Biospecimen,683613884,EDTA Tube 3,,,,,,,,762124027,Discard Flag,,,EDTAT3 Discard flag,BioCol_Discard_v1r0_EDTAT3,,Num,1,104430631,0 = No,,Yes if Deviation-broken equals YES,No,"Default is no, Autoflag as yes if CID 472864016, 956345366, 810960823, OR 684617815 = YES",,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_762124027,,,Added new variable.
858,858,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
859,859,819848608,Biospecimen,838567176,Heparin Tube 1,,,,,,,,762124027,Discard Flag,,,HT1 Discard flag,BioCol_Discard_v1r0_HT1,,Num,1,104430631,0 = No,,Yes if Deviation-broken equals YES,No,"Default is no, Autoflag as yes if CID 472864016, 956345366, 810960823, OR 684617815 = YES",,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_762124027,,,Added new variable.
860,860,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
861,861,819848608,Biospecimen,958646668,Heparin Tube 2,,,,,,,,762124027,Discard Flag,,,HT2 Discard flag,BioCol_Discard_v1r0_HT2,,Num,1,104430631,0 = No,,Yes if Deviation-broken equals YES,No,"Default is no, Autoflag as yes if CID 472864016, 956345366, 810960823, OR 684617815 = YES",,"Biospecimen Clinical, Biospecimen Research",No,Yes,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_762124027,,,Added new variable.
862,862,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
863,863,819848608,Biospecimen,299553921,Serum Separator Tube 1,,,,,,,,338286049,Not Collected - Details (Optional),,,SST1 Not Collected Details,BioCol_NCDets_v1r0_SST1,,Char,800,,N/A,,No,No,"As long as PII isn't included in the notes, do we need to screen for this?",,"Biospecimen Clinical, Biospecimen Research",No,No,9/7/23,Biospecimen Table Nested structure: d_Tube/Bag/Object_d_338286049,,,"Updated Variable Name from BioCol_NCDets_v1r0 to BioCol_NCDets_v1r0_SST1. Updated Variable Label, Secondary Source and CID."
