Formula for Index,Index,conceptId,Primary Source,conceptId,Secondary Source,conceptId,Current Source Question,V2 Source Question,V1 Source Question,GridID/Source Question Name,"Deprecated, New, or Revised","Date Deprecated, New, or Revised Variable Pushed to Prod",conceptId,Current Question Text,V2 Question Text,V1 Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions - Surveys Only,Variable Type,Variable Length,conceptId,Current Format/Value,R0 Format/Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,GCP Document/Table,Stub Record Variable to be Retained,Question Type,IMS Review Notes
2911,2911,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
2912,2912,129084651,Survey,726699695,Background and Overall Health,814510313,Mother- Which type(s) of cancer? Select all that apply.,,,MOMCANC2,,,487917585,Non-melanoma skin (basal or squamous),,,Non-melanoma Skin,SrvBOH_MNMSkinCancer_v1r0,15,Num,1,104430631,0=No,,No,No,,,,,,,,,Optional Select All that Apply,
2913,2913,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
2914,2914,129084651,Survey,726699695,Background and Overall Health,814510313,Mother- Which type(s) of cancer? Select all that apply.,,,MOMCANC2,,,603181162,Ovarian,,,Ovarian,SrvBOH_MOvarianCancer_v1r0,16,Num,1,104430631,0=No,,No,No,,,,,,,,,Optional Select All that Apply,
2915,2915,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
2916,2916,129084651,Survey,726699695,Background and Overall Health,814510313,Mother- Which type(s) of cancer? Select all that apply.,,,MOMCANC2,,,482225200,Pancreatic,,,Pancreatic,SrvBOH_MPancreaticCanc_v1r0,17,Num,1,104430631,0=No,,No,No,,,,,,,,,Optional Select All that Apply,
2917,2917,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
2918,2918,129084651,Survey,726699695,Background and Overall Health,814510313,Mother- Which type(s) of cancer? Select all that apply.,,,MOMCANC2,,,764891959,Stomach,,,Stomach,SrvBOH_MStomachCancer_v1r0,18,Num,1,104430631,0=No,,No,No,,,,,,,,,Optional Select All that Apply,
2919,2919,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
2920,2920,129084651,Survey,726699695,Background and Overall Health,814510313,Mother- Which type(s) of cancer? Select all that apply.,,,MOMCANC2,,,139822395,Thyroid,,,Thyroid,SrvBOH_MThyroidCancer_v1r0,19,Num,1,104430631,0=No,,No,No,,,,,,,,,Optional Select All that Apply,
2921,2921,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
2922,2922,129084651,Survey,726699695,Background and Overall Health,814510313,Mother- Which type(s) of cancer? Select all that apply.,,,MOMCANC2,,,723614811,Uterine (endometrial),,,Uterine,SrvBOH_MUterineCancer_v1r0,20,Num,1,104430631,0=No,,No,No,,,,,,,,,Optional Select All that Apply,
2923,2923,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
2924,2924,129084651,Survey,726699695,Background and Overall Health,814510313,Mother- Which type(s) of cancer? Select all that apply.,,,MOMCANC2,,,807835037,Other |__|,,,Oth,SrvBOH_MOtherCancer_v1r0,55,Num,1,104430631,0=No,,No,No,,,,,,9/23/21,,,Optional Select All that Apply,
2925,2925,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
2926,2926,129084651,Survey,726699695,Background and Overall Health,814510313,Mother- Which type(s) of cancer? Select all that apply.,,,MOMCANC2,,,677702321,Mother - another type of cancer: Please describe [text box],,,Oth - Free Text,SrvBOH_MOtherCancerDes_v1r0,MOMCANC2_TB,Char,300,,N/A,,No,No,,,,,,8/9/21,,,Optional Select All that Apply,
2927,2927,129084651,Survey,726699695,Background and Overall Health,814510313,Mother- Which type(s) of cancer? Select all that apply.,,,MOMCANC2,,,178420302,Unavailable/Unknown,,,"Had Cx, Don't Know Type",SrvBOH_MCancerUnknown_v1r0,77,Num,1,104430631,0=No,,No,No,,,,,,9/23/21,,,Optional Select All that Apply,
2928,2928,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
2929,2929,129084651,Survey,726699695,Background and Overall Health,259397450,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had anal cancer?,,,MOMCANC3A,,,206625031,Age at diagnosis,,,Mom Anal Cx Age,SrvBOH_MomAnalCancAge_v1r0,MOMCANC3A_AGE,Num,3,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 0. Range check min=0 max=valueOrDefault(""D_378988419"",""D_807765962"",125)",,,,,8/28/23,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes
2930,2930,129084651,Survey,726699695,Background and Overall Health,259397450,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had anal cancer?,,,MOMCANC3A,Revised,2/1/24,261863326,Year at diagnosis,,,Mom Anal Cx Yr,SrvBOH_MomAnalCancYr_v1r1,MOMCANC3A_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 0. Range check min=1800 max=#currentYear (minval previously was: minval=difference(difference(#currentYear,isDefined(D_378988419,isDefined(D_807765962,125))),1 ))",,,,,2/28/24,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
2931,2931,129084651,Survey,726699695,Background and Overall Health,528753070,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had bladder cancer?,,,MOMCANC3B,,,206625031,Age at diagnosis,,,Mom Bladder Cx Age,SrvBOH_MomBlCancAge_v1r0,MOMCANC3B_AGE,Num,3,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 1. Range check min=0 max=valueOrDefault(""D_378988419"",""D_807765962"",125)",,,,,8/28/23,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes
2932,2932,129084651,Survey,726699695,Background and Overall Health,528753070,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had bladder cancer?,,,MOMCANC3B,Revised,2/1/24,261863326,Year at diagnosis,,,Mom Bladder Cx Yr,SrvBOH_MomBlCancYr_v1r1,MOMCANC3B_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 1. Range check min=1800 max=#currentYear (minval previously was: minval=difference(difference(#currentYear,isDefined(D_378988419,isDefined(D_807765962,125))),1))",,,,,2/28/24,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
2933,2933,129084651,Survey,726699695,Background and Overall Health,683981980,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had brain cancer?,,,MOMCANC3C,,,206625031,Age at diagnosis,,,Mom Brain Cx Age,SrvBOH_MomBraCancAge_v1r0,MOMCANC3C_AGE,Num,3,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 2. Range check min=0 max=valueOrDefault(""D_378988419"",""D_807765962"",125)",,,,,8/28/23,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes
2934,2934,129084651,Survey,726699695,Background and Overall Health,683981980,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had brain cancer?,,,MOMCANC3C,Revised,2/1/24,261863326,Year at diagnosis,,,Mom Brain Cx Yr,SrvBOH_MomBraCancYr_v1r1,MOMCANC3C_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 2. Range check min=1800 max=#currentYear (minval previously was: minval=difference(difference(#currentYear,isDefined(D_378988419,isDefined(D_807765962,125))),1))",,,,,2/28/24,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
2935,2935,129084651,Survey,726699695,Background and Overall Health,402548942,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had breast cancer?,,,MOMCANC3D,,,206625031,Age at diagnosis,,,Mom Breast Cx Age,SrvBOH_MomBreCancAge_v1r0,MOMCANC3D_AGE,Num,3,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 3. Range check min=0 max=valueOrDefault(""D_378988419"",""D_807765962"",125)",,,,,8/28/23,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes
2936,2936,129084651,Survey,726699695,Background and Overall Health,402548942,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had breast cancer?,,,MOMCANC3D,Revised,2/1/24,261863326,Year at diagnosis,,,Mom Breast Cx Yr,SrvBOH_MomBreCancYr_v1r1,MOMCANC3D_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 3. Range check min=1800 max=#currentYear (minval previously was: minval=difference(difference(#currentYear,isDefined(D_378988419,isDefined(D_807765962,125))),1))",,,,,2/28/24,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
2937,2937,129084651,Survey,726699695,Background and Overall Health,247198016,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had cervical cancer?,,,MOMCANC3E,,,206625031,Age at diagnosis,,,Mom Cervical Cx Age,SrvBOH_MomCerCancAge_v1r0,MOMCANC3E_AGE,Num,3,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 4. Range check min=0 max=valueOrDefault(""D_378988419"",""D_807765962"",125)",,,,,8/28/23,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes
2938,2938,129084651,Survey,726699695,Background and Overall Health,247198016,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had cervical cancer?,,,MOMCANC3E,Revised,2/1/24,261863326,Year at diagnosis,,,Mom Cervical Cx Yr,SrvBOH_MomCerCancYr_v1r1,MOMCANC3E_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 4. Range check min=1800 max=#currentYear (minval previously was: minval=difference(difference(#currentYear,isDefined(D_378988419,isDefined(D_807765962,125))),1))",,,,,2/28/24,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
2939,2939,129084651,Survey,726699695,Background and Overall Health,891925519,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had colon/rectal cancer?,,,MOMCANC3F,,,206625031,Age at diagnosis,,,Mom Colon/Rectal Cx Age,SrvBOH_MomColCancAge_v1r0,MOMCANC3F_AGE,Num,3,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 5. Range check min=0 max=valueOrDefault(""D_378988419"",""D_807765962"",125)",,,,,8/28/23,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes
2940,2940,129084651,Survey,726699695,Background and Overall Health,891925519,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had colon/rectal cancer?,,,MOMCANC3F,Revised,2/1/24,261863326,Year at diagnosis,,,Mom Colon/Rectal Cx Yr,SrvBOH_MomColCancYr_v1r1,MOMCANC3F_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 5. Range check min=1800 max=#currentYear (minval previously was: minval=difference(difference(#currentYear,isDefined(D_378988419,isDefined(D_807765962,125))),1))",,,,,2/28/24,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
2941,2941,129084651,Survey,726699695,Background and Overall Health,317093647,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had esophageal cancer?,,,MOMCANC3G,,,206625031,Age at diagnosis,,,Mom Esophageal Cx Age,SrvBOH_MomEsCancAge_v1r0,MOMCANC3G_AGE,Num,3,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 6. Range check min=0 max=valueOrDefault(""D_378988419"",""D_807765962"",125)",,,,,8/28/23,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes
2942,2942,129084651,Survey,726699695,Background and Overall Health,317093647,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had esophageal cancer?,,,MOMCANC3G,Revised,2/1/24,261863326,Year at diagnosis,,,Mom Esophageal Cx Yr,SrvBOH_MomEsCancYr_v1r1,MOMCANC3G_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 6. Range check min=1800 max=#currentYear (minval previously was: minval=difference(difference(#currentYear,isDefined(D_378988419,isDefined(D_807765962,125))),1))",,,,,2/28/24,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
2943,2943,129084651,Survey,726699695,Background and Overall Health,684692228,"Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Head and neck (Including cancers of the mouth, sinuses, nose, or throat. Not including brain or skin cancers.) cancer?",,,MOMCANC3H,,,206625031,Age at diagnosis,,,Mom Head/Neck Cx Age,SrvBOH_MomHNCancAge_v1r0,MOMCANC3H_AGE,Num,3,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 7. Range check min=0 max=valueOrDefault(""D_378988419"",""D_807765962"",125)",,,,,8/28/23,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes
2944,2944,129084651,Survey,726699695,Background and Overall Health,684692228,"Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Head and neck (Including cancers of the mouth, sinuses, nose, or throat. Not including brain or skin cancers.) cancer?",,,MOMCANC3H,Revised,2/1/24,261863326,Year at diagnosis,,,Mom Head/Neck Cx Yr,SrvBOH_MomHNCancYr_v1r1,MOMCANC3H_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 7. Range check min=1800 max=#currentYear (minval previously was: minval=difference(difference(#currentYear,isDefined(D_378988419,isDefined(D_807765962,125))),1))",,,,,2/28/24,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
2945,2945,129084651,Survey,726699695,Background and Overall Health,671347092,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had kidney cancer?,,,MOMCANC3I,,,206625031,Age at diagnosis,,,Mom Kidney Cx Age,SrvBOH_MomKidnCancAge_v1r0,MOMCANC3I_AGE,Num,3,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 8. Range check min=0 max=valueOrDefault(""D_378988419"",""D_807765962"",125)",,,,,8/28/23,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes
2946,2946,129084651,Survey,726699695,Background and Overall Health,671347092,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had kidney cancer?,,,MOMCANC3I,Revised,2/1/24,261863326,Year at diagnosis,,,Mom Kidney Cx Age,SrvBOH_MomKidnCancYr_v1r1,MOMCANC3I_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 8. Range check min=1800 max=#currentYear (minval previously was: minval=difference(difference(#currentYear,isDefined(D_378988419,isDefined(D_807765962,125))),1))",,,,,2/28/24,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
2947,2947,129084651,Survey,726699695,Background and Overall Health,875221479,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Leukemia (blood and bone marrow) cancer?,,,MOMCANC3J,,,206625031,Age at diagnosis,,,Mom Leukemia Age,SrvBOH_MomLeukAge_v1r0,MOMCANC3J_AGE,Num,3,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 9. Range check min=0 max=valueOrDefault(""D_378988419"",""D_807765962"",125)",,,,,8/28/23,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes
2948,2948,129084651,Survey,726699695,Background and Overall Health,875221479,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Leukemia (blood and bone marrow) cancer?,,,MOMCANC3J,Revised,2/1/24,261863326,Year at diagnosis,,,Mom Leukemia Yr,SrvBOH_MomLeukYr_v1r1,MOMCANC3J_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 9. Range check min=1800 max=#currentYear (minval previously was: minval=difference(difference(#currentYear,isDefined(D_378988419,isDefined(D_807765962,125))),1))",,,,,2/28/24,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
2949,2949,129084651,Survey,726699695,Background and Overall Health,186170949,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Liver cancer?,,,MOMCANC3K,,,206625031,Age at diagnosis,,,Mom Liver Cx Age,SrvBOH_MomLivCancAge_v1r0,MOMCANC3K_AGE,Num,3,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 10. Range check min=0 max=valueOrDefault(""D_378988419"",""D_807765962"",125)",,,,,8/28/23,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes
2950,2950,129084651,Survey,726699695,Background and Overall Health,186170949,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Liver cancer?,,,MOMCANC3K,Revised,2/1/24,261863326,Year at diagnosis,,,Mom Liver Cx Yr,SrvBOH_MomLivCancYr_v1r1,MOMCANC3K_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 10. Range check min=1800 max=#currentYear (minval previously was: minval=difference(difference(#currentYear,isDefined(D_378988419,isDefined(D_807765962,125))),1))",,,,,2/28/24,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
2951,2951,129084651,Survey,726699695,Background and Overall Health,726451917,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Lung or bronchial cancer?,,,MOMCANC3L,,,206625031,Age at diagnosis,,,Mom Lung/Bronch Cx Age,SrvBOH_MomLungCancAge_v1r0,MOMCANC3L_AGE,Num,3,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 11. Range check min=0 max=valueOrDefault(""D_378988419"",""D_807765962"",125)",,,,,8/28/23,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes
2952,2952,129084651,Survey,726699695,Background and Overall Health,726451917,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Lung or bronchial cancer?,,,MOMCANC3L,Revised,2/1/24,261863326,Year at diagnosis,,,Mom Lung/Bronch Cx Yr,SrvBOH_MomLungCancYr_v1r1,MOMCANC3L_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 11. Range check min=1800 max=#currentYear (minval previously was: minval=difference(difference(#currentYear,isDefined(D_378988419,isDefined(D_807765962,125))),1))",,,,,2/28/24,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
2953,2953,129084651,Survey,726699695,Background and Overall Health,213545903,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Non-Hodgkin's lymphoma cancer?,,,MOMCANC3M,,,206625031,Age at diagnosis,,,Mom Non-Hodgkin's Lymphoma Age,SrvBOH_MomNHLympAge_v1r0,MOMCANC3M_AGE,Num,3,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 12. Range check min=0 max=valueOrDefault(""D_378988419"",""D_807765962"",125)",,,,,8/28/23,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes
2954,2954,129084651,Survey,726699695,Background and Overall Health,213545903,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Non-Hodgkin's lymphoma cancer?,,,MOMCANC3M,Revised,2/1/24,261863326,Year at diagnosis,,,Mom Non-Hodgkin's Lymphoma Yr,SrvBOH_MomNHLympYr_v1r1,MOMCANC3M_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 12. Range check min=1800 max=#currentYear (minval previously was: minval=difference(difference(#currentYear,isDefined(D_378988419,isDefined(D_807765962,125))),1))",,,,,2/28/24,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
2955,2955,129084651,Survey,726699695,Background and Overall Health,765903702,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Lymphoma cancer?,,,MOMCANC3N,,,206625031,Age at diagnosis,,,Mom Lymphoma Age,SrvBOH_MomLympAge_v1r0,MOMCANC3N_AGE,Num,3,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 13. Range check min=0 max=valueOrDefault(""D_378988419"",""D_807765962"",125)",,,,,8/28/23,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes
2956,2956,129084651,Survey,726699695,Background and Overall Health,765903702,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Lymphoma cancer?,,,MOMCANC3N,Revised,2/1/24,261863326,Year at diagnosis,,,Mom Lymphoma Yr,SrvBOH_MomLympYr_v1r1,MOMCANC3N_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 13. Range check min=1800 max=#currentYear (minval previously was: minval=difference(difference(#currentYear,isDefined(D_378988419,isDefined(D_807765962,125))),1))",,,,,2/28/24,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
2957,2957,129084651,Survey,726699695,Background and Overall Health,773974223,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Melanoma (skin) cancer?,,,MOMCANC3O,,,206625031,Age at diagnosis,,,Mom Melanoma Age,SrvBOH_MomMelanomaAge_v1r0,MOMCANC3O_AGE,Num,3,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 14. Range check min=0 max=valueOrDefault(""D_378988419"",""D_807765962"",125)",,,,,8/28/23,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes
2958,2958,129084651,Survey,726699695,Background and Overall Health,773974223,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Melanoma (skin) cancer?,,,MOMCANC3O,Revised,2/1/24,261863326,Year at diagnosis,,,Mom Melanoma Yr,SrvBOH_MomMelanomaYr_v1r1,MOMCANC3O_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 14. Range check min=1800 max=#currentYear (minval previously was: minval=difference(difference(#currentYear,isDefined(D_378988419,isDefined(D_807765962,125))),1))",,,,,2/28/24,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
2959,2959,129084651,Survey,726699695,Background and Overall Health,433604862,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Non-melanoma skin (basal or squamous) cancer?,,,MOMCANC3P,,,206625031,Age at diagnosis,,,Mom Non-melanoma Skin Cx Age,SrvBOH_MomNMSkCancAge_v1r0,MOMCANC3P_AGE,Num,3,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 15. Range check min=0 max=valueOrDefault(""D_378988419"",""D_807765962"",125)",,,,,8/28/23,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes
2960,2960,129084651,Survey,726699695,Background and Overall Health,433604862,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Non-melanoma skin (basal or squamous) cancer?,,,MOMCANC3P,Revised,2/1/24,261863326,Year at diagnosis,,,Mom Non-melanoma Skin Cx Yr,SrvBOH_MomNMSkCancYr_v1r1,MOMCANC3P_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 15. Range check min=1800 max=#currentYear (minval previously was: minval=difference(difference(#currentYear,isDefined(D_378988419,isDefined(D_807765962,125))),1))",,,,,2/28/24,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
2961,2961,129084651,Survey,726699695,Background and Overall Health,521369040,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Ovarian cancer?,,,MOMCANC3Q,,,206625031,Age at diagnosis,,,Mom Ovarian Cx Age,SrvBOH_MomOvaCancAge_v1r0,MOMCANC3Q_AGE,Num,3,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 16. Range check min=0 max=valueOrDefault(""D_378988419"",""D_807765962"",125)",,,,,8/28/23,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes
2962,2962,129084651,Survey,726699695,Background and Overall Health,521369040,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Ovarian cancer?,,,MOMCANC3Q,Revised,2/1/24,261863326,Year at diagnosis,,,Mom Ovarian Cx Yr,SrvBOH_MomOvaCancYr_v1r1,MOMCANC3Q_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 16. Range check min=1800 max=#currentYear (minval previously was: minval=difference(difference(#currentYear,isDefined(D_378988419,isDefined(D_807765962,125))),1))",,,,,2/28/24,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
2963,2963,129084651,Survey,726699695,Background and Overall Health,497311092,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Pancreatic cancer?,,,MOMCANC3R,,,206625031,Age at diagnosis,,,Mom Pancreatic Cx Age,SrvBOH_MomPanCancAge_v1r0,MOMCANC3R_AGE,Num,3,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 17. Range check min=0 max=valueOrDefault(""D_378988419"",""D_807765962"",125)",,,,,8/28/23,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes
2964,2964,129084651,Survey,726699695,Background and Overall Health,497311092,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Pancreatic cancer?,,,MOMCANC3R,Revised,2/1/24,261863326,Year at diagnosis,,,Mom Pancreatic Cx Yr,SrvBOH_MomPanCancYr_v1r1,MOMCANC3R_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 17. Range check min=1800 max=#currentYear (minval previously was: minval=difference(difference(#currentYear,isDefined(D_378988419,isDefined(D_807765962,125))),1))",,,,,2/28/24,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
2965,2965,129084651,Survey,726699695,Background and Overall Health,625249910,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Stomach cancer?,,,MOMCANC3S,,,206625031,Age at diagnosis,,,Mom Stomach Cx Age,SrvBOH_MomStomCancAge_v1r0,MOMCANC3S_AGE,Num,3,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 18. Range check min=0 max=valueOrDefault(""D_378988419"",""D_807765962"",125)",,,,,8/28/23,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes
2966,2966,129084651,Survey,726699695,Background and Overall Health,625249910,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Stomach cancer?,,,MOMCANC3S,Revised,2/1/24,261863326,Year at diagnosis,,,Mom Stomach Cx Yr,SrvBOH_MomStomCancYr_v1r1,MOMCANC3S_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 18. Range check min=1800 max=#currentYear (minval previously was: minval=difference(difference(#currentYear,isDefined(D_378988419,isDefined(D_807765962,125))),1))",,,,,2/28/24,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
2967,2967,129084651,Survey,726699695,Background and Overall Health,838564850,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Thyroid cancer?,,,MOMCANC3T,,,206625031,Age at diagnosis,,,Mom Thyroid Cx Age,SrvBOH_MomThyCancAge_v1r0,MOMCANC3T_AGE,Num,3,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 19. Range check min=0 max=valueOrDefault(""D_378988419"",""D_807765962"",125)",,,,,8/28/23,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added range check to Notes
2968,2968,129084651,Survey,726699695,Background and Overall Health,838564850,Mother - How old was your mother when they were first told by a doctor or other health professional that they have or had Thyroid cancer?,,,MOMCANC3T,Revised,2/1/24,261863326,Year at diagnosis,,,Mom Thyroid Cx Yr,SrvBOH_MomThyCancYr_v1r1,MOMCANC3T_YEAR,Year,4,,N/A,,No,No,"Connect Format/Values - Only display if MOMCANC2= 19. Range check min=1800 max=#currentYear (minval previously was: minval=difference(difference(#currentYear,isDefined(D_378988419,isDefined(D_807765962,125))),1))",,,,,2/28/24,,,"Or (xor=) Question (either/or text boxes without radio button), Loops",Added Prod push date
