Formula for Index,Index,conceptId,Primary Source,conceptId,Secondary Source,conceptId,Current Source Question,V2 Source Question,V1 Source Question,GridID/Source Question Name,"Deprecated, New, or Revised","Date Deprecated, New, or Revised Variable Pushed to Prod",conceptId,Current Question Text,V2 Question Text,V1 Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions - Surveys Only,Variable Type,Variable Length,conceptId,Current Format/Value,R0 Format/Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,GCP Document/Table,Stub Record Variable to be Retained,Question Type,IMS Review Notes
3622,3622,,,,,,,,,,Deprecated,1/18/23,,,,,,,,,,654207589,1 = Male,,,,Response choice deprecated on 1/18/2023,,,,,5/10/23,,,,Denoted response as deprecated
3623,3623,,,,,,,,,,Deprecated,2/14/25,,,,,,,,,,983318667,1 = Man,,,,New response choice added on 1/18/2023,,,,,5/10/23,,,,Denoted response as new
3624,3624,,,,,,,,,,Deprecated,2/14/25,,,,,,,,,,405267600,2 = Transgender Man,,,,Response choice revised on 1/18/2023,,,,,12/12/22,,,,Updated response value
3625,3625,,,,,,,,,,Deprecated,2/14/25,,,,,,,,,,873138103,3 = Transgender Woman,,,,Response choice revised on 1/18/2023,,,,,12/12/22,,,,Updated response value
3626,3626,,,,,,,,,,Deprecated,2/14/25,,,,,,,,,,805712793,4 = Genderqueer,,,,Response choice revised on 1/18/2023,,,,,12/12/22,,,,Updated response value
3627,3627,,,,,,,,,,Deprecated,2/14/25,,,,,,,,,,486192236,5 = Non-binary,,,,New response choice added on 1/18/2023,,,,,12/12/22,,,,Added a new response value
3628,3628,,,,,,,,,,Deprecated,2/14/25,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,1/26/24,,,,"Removed Keep from Deprecated, New, or Revised Column and removed prod push date."
3629,3629,,,,,,,,,,Deprecated,2/14/25,,,,,,,,,,746038746,99 = Declined,,,,,,,,,1/26/24,,,,"Removed Keep from Deprecated, New, or Revised Column and removed prod push date."
3630,3630,129084651,Survey,726699695,Background and Overall Health,289664241,Gender - Do you think of yourself as: - SOURCE,,,,Deprecated,2/14/25,918409306,Gender - Do you think of yourself as: [text box],,,Gender - Free Text,SrvBOH_GenderDesc_v1r0,,Char,300,,N/A,,No,No,Option only available if 55 is selected in GEN. Unharmonization change never pushed to production.,,,,,,,,Optional Multiple Choice with Text Box (text in text box),"Unharmonized source question and question text.  Added Deprecated to the Deprecated, New, or Revised column."
3631,3631,129084651,Survey,726699695,Background and Overall Health,,,,,,Deprecated,2/14/25,987107433,"A person's appearance, style, dress, or mannerisms (the way they walk or talk) may affect the way people think of them. On average, how do you think people would describe your appearance, style, dress, or mannerisms?",,,Appearance/Style/Dress/Mannerisms,SrvBOH_Appearance_v1r0,,Num,1,220083334,0 = Very feminine,,No,No,,,,,,,,,Optional Multiple Choice,"Added Deprecated to the Deprecated, New, or Revised column."
3632,3632,,,,,,,,,,Deprecated,2/14/25,,,,,,,,,,541300533,1 = Mostly feminine,,,,,,,,,2/6/25,,,,"Added Deprecated to the Deprecated, New, or Revised column."
3633,3633,,,,,,,,,,Deprecated,2/14/25,,,,,,,,,,878286618,2 = Somewhat feminine,,,,,,,,,2/6/25,,,,"Added Deprecated to the Deprecated, New, or Revised column."
3634,3634,,,,,,,,,,Deprecated,2/14/25,,,,,,,,,,910745276,3 = Equally feminine and masculine,,,,,,,,,2/6/25,,,,"Added Deprecated to the Deprecated, New, or Revised column."
3635,3635,,,,,,,,,,Deprecated,2/14/25,,,,,,,,,,510148951,4 = Somewhat masculine,,,,,,,,,2/6/25,,,,"Added Deprecated to the Deprecated, New, or Revised column."
3636,3636,,,,,,,,,,Deprecated,2/14/25,,,,,,,,,,265452386,5 = Mostly masculine,,,,,,,,,2/6/25,,,,"Added Deprecated to the Deprecated, New, or Revised column."
3637,3637,,,,,,,,,,Deprecated,2/14/25,,,,,,,,,,915528806,6 = Very masculine,,,,,,,,,2/6/25,,,,"Added Deprecated to the Deprecated, New, or Revised column."
3638,3638,,,,,,,,,,Deprecated,2/14/25,,,,,,,,,,746038746,99 = Declined,,,,,,,,,2/6/25,,,,"Added Deprecated to the Deprecated, New, or Revised column."
3639,3639,129084651,Survey,726699695,Background and Overall Health,555481393,Orientation - Do you think of yourself as: - SOURCE,,,,Deprecated,11/12/24,555481393,Orientation - Do you think of yourself as:,,,Sexual Orientation,SrvBOH_SexOrient_v2r1,,Num,2,,,,No,No,"v2 Variable Name due to unharmonization of Source Question and Current Question Text revision never pushed to production, question was deprecated before this happened.",,,,,4/8/25,,,,Added in row for deleted Current Question Text concept ID during unharmonization
3640,3640,129084651,Survey,726699695,Background and Overall Health,555481393,Orientation - Do you think of yourself as: - SOURCE,,,,Deprecated,2/14/25,220557765,Orientation - Do you think of yourself as:,,,Sexual Orientation,SrvBOH_SexOrient_v2r1,,Num,2,271882746,0 = Straight or heterosexual,,No,No,"v2 Variable Name due to unharmonization of Source Question and Current Question Text revision never pushed to production, question was deprecated before this happened.",,,,,,,,Optional Multiple Choice with Text Box (text in text box),"Removed Keep from Deprecated, New, or Revised Column. Unharmonized source question and question text and versioned up variable name. Added Deprecated to Deprecated, New, or Revised Column."
3641,3641,,,,,,,,,,Deprecated,2/14/25,,,,,,,,,,903084185,"1 = Lesbian, gay, or homosexual",,,,,,,,,,,,,"Removed Keep from Deprecated, New, or Revised Column. Added Deprecated to the Deprecated, New, or Revised column"
3642,3642,,,,,,,,,,Deprecated,2/14/25,,,,,,,,,,999994434,2 = Bisexual,,,,,,,,,,,,,"Removed Keep from Deprecated, New, or Revised Column. Added Deprecated to the Deprecated, New, or Revised column"
3643,3643,,,,,,,,,,Deprecated,2/14/25,,,,,,,,,,727200870,3 = Asexual,,,,New response choice pushed to production on 2/1/2024,,,,,,,,,"Added Prod push date. Added Deprecated to the Deprecated, New, or Revised column"
3644,3644,,,,,,,,,,Deprecated,2/14/25,,,,,,,,,,854349138,4 = Pansexual,,,,New response choice pushed to production on 2/1/2024,,,,,,,,,"Added Prod push date. Added Deprecated to the Deprecated, New, or Revised column"
3645,3645,,,,,,,,,,Deprecated,2/14/25,,,,,,,,,,832978839,5 = Mostly Straight,,,,New response choice pushed to production on 2/1/2024,,,,,,,,,"Added Prod push date. Added Deprecated to the Deprecated, New, or Revised column"
3646,3646,,,,,,,,,,Deprecated,2/14/25,,,,,,,,,,197935377,6 = Queer,,,,New response choice pushed to production on 2/1/2024,,,,,,,,,"Added Prod push date. Added Deprecated to the Deprecated, New, or Revised column"
3647,3647,,,,,,,,,,Deprecated,2/14/25,,,,,,,,,,410008111,7 = Two-Spirit,,,,New response choice pushed to production on 2/1/2024,,,,,,,,,"Added Prod push date. Added Deprecated to the Deprecated, New, or Revised column"
3648,3648,,,,,,,,,,Deprecated,2/14/25,,,,,,,,,,831942158,8 = Questioning,,,,New response choice pushed to production on 2/1/2024,,,,,,,,,"Added Prod push date. Added Deprecated to the Deprecated, New, or Revised column"
3649,3649,,,,,,,,,,Deprecated,2/14/25,,,,,,,,,,210894509,9 = No labels,,,,New response choice pushed to production on 2/1/2024,,,,,,,,,"Added Prod push date. Added Deprecated to the Deprecated, New, or Revised column"
3650,3650,,,,,,,,,,Deprecated,2/14/25,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,,"Removed Keep from Deprecated, New, or Revised Column. Added Deprecated to the Deprecated, New, or Revised column"
3651,3651,,,,,,,,,,Deprecated,2/14/25,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,New response choice pushed to production on 2/1/2024,,,,,,,,,"Added Prod push date. Added Deprecated to the Deprecated, New, or Revised column"
3652,3652,,,,,,,,,,Deprecated,2/14/25,,,,,,,,,,746038746,99 = Declined,,,,,,,,,2/6/25,,,,"Added Deprecated to the Deprecated, New, or Revised column"
3653,3653,129084651,Survey,726699695,Background and Overall Health,555481393,Orientation - Do you think of yourself as: - SOURCE,,,,Deprecated,2/14/25,979809707,Orientation - Do you think of yourself as: [text box],,,Sexual Orientation - Free Text,SrvBOH_SexOrientDesc_v1r0,,Char,300,,N/A,,No,No,"Option only available if 55 is selected in SEXORIENT. Unharmonization of Source Question and Current Question Text revision never pushed to production, question was deprecated before this happened.",,,,,,,,Optional Multiple Choice with Text Box (text in text box),"Unharmonized source question and question text. Added Deprecated to Deprecated, New, or Revised Column."
3654,3654,129084651,Survey,726699695,Background and Overall Health,,,,,,,,537153788,Has a doctor or other health professional ever told you that you have or had non-melanoma skin cancer?,,,Skin Cx Dx,SrvBOH_SkinCancer_v1r0,,Num,1,104430631,0=No,,No,No,,,,,,,,,Optional Multiple Choice,
3655,3655,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
3656,3656,129084651,Survey,726699695,Background and Overall Health,508846529,What type(s) of skin cancer did a doctor or other health professional tell you that you have or had? Select all that apply.,,,,,,864052438,Basal cell,,,Basal,SrvBOH_BasalCell_v1r0,FALSE,Num,1,104430631,0=No,,No,No,Only display is SKINCANC = 1,,,,,,,,Optional Select All that Apply,
3657,3657,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
3658,3658,129084651,Survey,726699695,Background and Overall Health,508846529,What type(s) of skin cancer did a doctor or other health professional tell you that you have or had? Select all that apply.,,,,,,323177352,Squamous cell,,,Squamous,SrvBOH_Squamous_v1r0,TRUE,Num,1,104430631,0=No,,No,No,Only display is SKINCANC = 1,,,,,,,,Optional Select All that Apply,
3659,3659,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
3660,3660,129084651,Survey,726699695,Background and Overall Health,508846529,What type(s) of skin cancer did a doctor or other health professional tell you that you have or had? Select all that apply.,,,,,,178420302,Unavailable/Unknown,,,Don't Know,SrvBOH_UnknownCanc_v1r0,TRUE,Num,1,104430631,0=No,,No,No,Only display is SKINCANC = 1,,,,,9/23/21,,,Optional Select All that Apply,
3661,3661,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
3662,3662,129084651,Survey,726699695,Background and Overall Health,904550680,How old were you when a doctor or other health professional first told you that you have or had skin cancer?,,,,Revised,2/1/24,206625031,Age at diagnosis,,,Skin Cx Dx Age,SrvBOH_SkinCancAge_v1r1,,Num,2,,N/A,,No,No,"Only display is SKINCANC = 1. Range check min=0 max=sum(isDefined(D_150344905,age),1). Updated range check min=0 max=age.",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
3663,3663,129084651,Survey,726699695,Background and Overall Health,904550680,How old were you when a doctor or other health professional first told you that you have or had skin cancer?,,,,,,261863326,Year at diagnosis,,,Skin Cx Dx Yr,SrvBOH_SkinCancYear_v1r0,,Year,4,,N/A,,No,No,"Only display is SKINCANC = 1. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear.  Updated range check min=yob, max = current year",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
3664,3664,129084651,Survey,726699695,Background and Overall Health,167101091,Cardiovascular Disease- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,,,,,698944820,B-12 Deficiency (Pernicious Anemia),,,B-12 Deficiency,SrvBOH_B12Defic_v1r0,FALSE,Num,1,104430631,0=No,,No,No,,,,,,,,,"Optional Select All that Apply, Displayif in One or More Responses"
3665,3665,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
3666,3666,129084651,Survey,726699695,Background and Overall Health,167101091,Cardiovascular Disease- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,,,,,838744325,Coronary Artery/Coronary Heart Disease,,,Heart Disease,SrvBOH_CHD_v1r0,TRUE,Num,1,104430631,0=No,,No,No,,,,,,,,,"Optional Select All that Apply, Displayif in One or More Responses"
3667,3667,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
3668,3668,129084651,Survey,726699695,Background and Overall Health,167101091,Cardiovascular Disease- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,,,,,769790179,Congestive Heart Failure,,,Congestive Heart Failure,SrvBOH_CHF_v1r0,TRUE,Num,1,104430631,0=No,,No,No,,,,,,,,,"Optional Select All that Apply, Displayif in One or More Responses"
3669,3669,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
3670,3670,129084651,Survey,726699695,Background and Overall Health,167101091,Cardiovascular Disease- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,,,,,699553344,High Cholesterol,,,High Cholesterol,SrvBOH_Cholesterol_v1r0,TRUE,Num,1,104430631,0=No,,No,No,,,,,,,,,"Optional Select All that Apply, Displayif in One or More Responses"
3671,3671,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
3672,3672,129084651,Survey,726699695,Background and Overall Health,167101091,Cardiovascular Disease- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,,,,,700811160,Heart Attack (Myocardial Infarction),,,Heart Attack,SrvBOH_MI_v1r0,TRUE,Num,1,104430631,0=No,,No,No,,,,,,,,,"Optional Select All that Apply, Displayif in One or More Responses"
3673,3673,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
3674,3674,129084651,Survey,726699695,Background and Overall Health,167101091,Cardiovascular Disease- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,,,,,336505365,Abnormal Heart Rhythm (Arrhythmia),,,Abnormal Heart Rhythm,SrvBOH_AHR_v1r0,TRUE,Num,1,104430631,0=No,,No,No,,,,,,,,,"Optional Select All that Apply, Displayif in One or More Responses"
3675,3675,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
3676,3676,129084651,Survey,726699695,Background and Overall Health,167101091,Cardiovascular Disease- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,,,,,132548932,Chest Pain (Angina),,,Chest Pain,SrvBOH_ChestPain_v1r0,TRUE,Num,1,104430631,0=No,,No,No,,,,,,,,,"Optional Select All that Apply, Displayif in One or More Responses"
3677,3677,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
3678,3678,129084651,Survey,726699695,Background and Overall Health,167101091,Cardiovascular Disease- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,,,,,747787163,Heart Valve Problems,,,Heart Valve Prob,SrvBOH_HeartValve_v1r0,TRUE,Num,1,104430631,0=No,,No,No,,,,,,,,,"Optional Select All that Apply, Displayif in One or More Responses"
3679,3679,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
3680,3680,129084651,Survey,726699695,Background and Overall Health,167101091,Cardiovascular Disease- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,,,,,693851465,High Blood Pressure (Hypertension) [Please do not include hypertension during pregnancy.],,,High Blood Pressure,SrvBOH_HBP_v1r0,TRUE,Num,1,104430631,0=No,,No,No,,,,,,,,,"Optional Select All that Apply, Displayif in One or More Responses"
3681,3681,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
3682,3682,129084651,Survey,726699695,Background and Overall Health,167101091,Cardiovascular Disease- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,,,,,512012656,"Blood Clots (Deep Vein Thrombosis, Pulmonary Embolism)",,,Blood Clots,SrvBOH_BloodClot_v1r0,TRUE,Num,1,104430631,0=No,,No,No,,,,,,,,,"Optional Select All that Apply, Displayif in One or More Responses"
3683,3683,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
3684,3684,129084651,Survey,726699695,Background and Overall Health,167101091,Cardiovascular Disease- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,,,,,619337095,Stroke,,,Stroke,SrvBOH_Stroke_v1r0,TRUE,Num,1,104430631,0=No,,No,No,,,,,,,,,"Optional Select All that Apply, Displayif in One or More Responses"
3685,3685,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
3686,3686,129084651,Survey,726699695,Background and Overall Health,167101091,Cardiovascular Disease- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,,,,,535003378,None of the above,,,No CVD,SrvBOH_NoCardioCond_v1r0,TRUE,Num,1,104430631,0=No,,No,No,Only can be selected if no other variables selected in MHGROUP1,,,,,9/23/21,,,"Optional Select All that Apply, Displayif in One or More Responses"
3687,3687,,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,
3688,3688,129084651,Survey,726699695,Background and Overall Health,965917116,How old were you when a doctor or other health professional first told you that you have or had vitamin B-12 deficiency (pernicious anemia)?,,,,Revised,2/1/24,206625031,Age at diagnosis,,,B-12 Deficiency Dx Age,SrvBOH_AnemiaAge_v1r1,,Num,2,,N/A,,No,No,"Only display if MHGROUP1 = B-12 Deficiency. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1).  Updated max range check, max=age",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
3689,3689,129084651,Survey,726699695,Background and Overall Health,965917116,How old were you when a doctor or other health professional first told you that you have or had vitamin B-12 deficiency (pernicious anemia)?,,,,,,261863326,Year at diagnosis,,,B-12 Deficiency Dx Yr,SrvBOH_AnemiaYear_v1r0,,Year,4,,N/A,,No,No,"Only display if MHGROUP1 = B-12 Deficiency. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear. Updated min range check min=yob",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
3690,3690,129084651,Survey,726699695,Background and Overall Health,929240175,How old were you when a doctor or other health professional first told you that you have or had coronary artery/coronary heart disease?,,,,Revised,2/1/24,206625031,Age at diagnosis,,,Heart Disease Dx Age,SrvBOH_CHDAge_v1r1,,Num,2,,N/A,,No,No,"Only display if MHGROUP1 = CVD. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1). Updated max range check, max=age",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
3691,3691,129084651,Survey,726699695,Background and Overall Health,929240175,How old were you when a doctor or other health professional first told you that you have or had coronary artery/coronary heart disease?,,,,,,261863326,Year at diagnosis,,,Heart Disease Dx Yr,SrvBOH_CHDYear_v1r0,,Year,4,,N/A,,No,No,"Only display if MHGROUP1 = CVD. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear.  Updated min range check min=yob",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
3692,3692,129084651,Survey,726699695,Background and Overall Health,836712013,How old were you when a doctor or other health professional first told you that you have or had congestive heart failure?,,,,Revised,2/1/24,206625031,Age at diagnosis,,,Heart Failure Dx Age,SrvBOH_CHFAge_v1r1,,Num,2,,N/A,,No,No,"Only display if MHGROUP1 = Congestive heart failure. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1). Updated max range check, max=age",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
3693,3693,129084651,Survey,726699695,Background and Overall Health,836712013,How old were you when a doctor or other health professional first told you that you have or had congestive heart failure?,,,,,,261863326,Year at diagnosis,,,Heart Failure Dx Yr,SrvBOH_CHFYear_v1r0,,Year,4,,N/A,,No,No,"Only display if MHGROUP1 = Congestive heart failure. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear.  Updated min range check min=yob",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
3694,3694,129084651,Survey,726699695,Background and Overall Health,836890480,How old were you when a doctor or other health professional first told you that you have or had high cholesterol?,,,,Revised,2/1/24,206625031,Age at diagnosis,,,High Cholesterol Dx Age,SrvBOH_CholesterolAge_v1r1,,Num,2,,N/A,,No,No,"Only display if MHGROUP1 = High cholesterol. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1). Updated max range check, max=age",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
3695,3695,129084651,Survey,726699695,Background and Overall Health,836890480,How old were you when a doctor or other health professional first told you that you have or had high cholesterol?,,,,,,261863326,Year at diagnosis,,,High Cholesterol Dx Yr,SrvBOH_CholesterolYr_v1r0,,Year,4,,N/A,,No,No,"Only display if MHGROUP1 = High cholesterol. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear.  Updated min range check min=yob",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
3696,3696,129084651,Survey,726699695,Background and Overall Health,624479779,How old were you when a doctor or other health professional first told you that you have had a heart attack (myocardial infarction)?,,,,Revised,2/1/24,206625031,Age at diagnosis,,,Heart Attack Dx Age,SrvBOH_MIAge_v1r1,,Num,2,,N/A,,No,No,"Only display if MHGROUP1 = Heart attack. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1). Updated max range check, max=age",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
3697,3697,129084651,Survey,726699695,Background and Overall Health,624479779,How old were you when a doctor or other health professional first told you that you have had a heart attack (myocardial infarction)?,,,,,,261863326,Year at diagnosis,,,Heart Attack Dx Yr,SrvBOH_MIyear_v1r0,,Year,4,,N/A,,No,No,"Only display if MHGROUP1 = Heart attack. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear. Updated min range check min=yob",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
3698,3698,129084651,Survey,726699695,Background and Overall Health,337278854,How old were you when a doctor or other health professional first told you that you have or had abnormal heart rhythm (arrhythmia)?,,,,Revised,2/1/24,206625031,Age at diagnosis,,,Abnormal Heart Rhythm Dx Age,SrvBOH_AHRAge_v1r1,,Num,2,,N/A,,No,No,"Only display if MHGROUP1 = abnormal heart rhythm. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1). Updated max range check, max=age",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
3699,3699,129084651,Survey,726699695,Background and Overall Health,337278854,How old were you when a doctor or other health professional first told you that you have or had abnormal heart rhythm (arrhythmia)?,,,,,,261863326,Year at diagnosis,,,Abnormal Heart Rhythm Dx Yr,SrvBOH_AHRYear_v1r0,,Year,4,,N/A,,No,No,"Only display if MHGROUP1 = abnormal heart rhythm. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear. Updated min range check min=yob",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
3700,3700,129084651,Survey,726699695,Background and Overall Health,681229479,How old were you when a doctor or other health professional first told you that you have or had chest pain (angina)?,,,,Revised,2/1/24,206625031,Age at diagnosis,,,Chest Pain Dx Age,SrvBOH_ChestPainAge_v1r1,,Num,2,,N/A,,No,No,"Only display if MHGROUP1 = chest pain. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1). Updated max range check, max=age",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
3701,3701,129084651,Survey,726699695,Background and Overall Health,681229479,How old were you when a doctor or other health professional first told you that you have or had chest pain (angina)?,,,,,,261863326,Year at diagnosis,,,Chest Pain Dx Yr,SrvBOH_ChestPainYr_v1r0,,Year,4,,N/A,,No,No,"Only display if MHGROUP1 = chest pain. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear. Updated min range check min=yob",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
3702,3702,129084651,Survey,726699695,Background and Overall Health,660358706,How old were you when a doctor or other health professional first told you that you have or had heart valve problems?,,,,Revised,2/1/24,206625031,Age at diagnosis,,,Heart Valve Prob Dx Age,SrvBOH_HeartValveAge_v1r1,,Num,2,,N/A,,No,No,"Only display if MHGROUP1 = heart valve problems. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1). Updated max range check, max=age",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
3703,3703,129084651,Survey,726699695,Background and Overall Health,660358706,How old were you when a doctor or other health professional first told you that you have or had heart valve problems?,,,,,,261863326,Year at diagnosis,,,Heart Valve Prob Dx Yr,SrvBOH_HeartValveYr_v1r0,,Year,4,,N/A,,No,No,"Only display if MHGROUP1 = heart valve problems. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear. Updated min range check min=yob",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
3704,3704,129084651,Survey,726699695,Background and Overall Health,884793537,How old were you when a doctor or other health professional first told you that you have or had high blood pressure (hypertension)?,,,,Revised,2/1/24,206625031,Age at diagnosis,,,High Blood Pressure Dx Age,SrvBOH_HTNAGE_v1r1,,Num,2,,N/A,,No,No,"Only display if MHGROUP1 = high blood pressure. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1). Updated max range check, max=age",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
3705,3705,129084651,Survey,726699695,Background and Overall Health,884793537,How old were you when a doctor or other health professional first told you that you have or had high blood pressure (hypertension)?,,,,,,261863326,Year at diagnosis,,,High Blood Pressure Dx Yr,SRVBOH_HTNYear_v1r0,,Year,4,,N/A,,No,No,"Only display if MHGROUP1 = high blood pressure. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear. Updated min range check min=yob",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
3706,3706,129084651,Survey,726699695,Background and Overall Health,460062034,"How old were you when a doctor or other health professional first told you that you have or had blood clots (deep vein thrombosis, pulmonary embolism)?",,,,Revised,2/1/24,206625031,Age at diagnosis,,,Blood Clots Dx Age,SrvBOH_BloodClotAge_v1r1,,Num,2,,N/A,,No,No,"Only display if MHGROUP1 = blood clots. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1). Updated max range check, max=age",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
3707,3707,129084651,Survey,726699695,Background and Overall Health,460062034,"How old were you when a doctor or other health professional first told you that you have or had blood clots (deep vein thrombosis, pulmonary embolism)?",,,,,,261863326,Year at diagnosis,,,Blood Clots Dx Yr,SrvBOH_BloodClotYr_v1r0,,Year,4,,N/A,,No,No,"Only display if MHGROUP1 = blood clots. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear. Updated min range check min=yob",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
3708,3708,129084651,Survey,726699695,Background and Overall Health,110652436,How old were you when a doctor or other health professional first told you that you have had a stroke?,,,,Revised,2/1/24,206625031,Age at diagnosis,,,Stroke Dx Age,SrvBOH_StrokeAge_v1r1,,Num,2,,N/A,,No,No,"Only display if MHGROUP1 = stroke. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1). Updated max range check, max=age",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
3709,3709,129084651,Survey,726699695,Background and Overall Health,110652436,How old were you when a doctor or other health professional first told you that you have had a stroke?,,,,,,261863326,Year at diagnosis,,,Stroke Dx Yr,SrvBOH_StrokeYear_v1r0,,Year,4,,N/A,,No,No,"Only display if MHGROUP1 = stroke. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear. Updated min range check min=yob",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
3710,3710,129084651,Survey,726699695,Background and Overall Health,894259747,Respiratory Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,,,,,359025642,"Chronic lung disease (Emphysema, Chronic Bronchitis, or Chronic Obstructive Pulmonary Disease (COPD))",,,Chronic Lung Disease,SrvBOH_CLD_v1r0,FALSE,Num,1,104430631,0=No,,No,No,,,,,,,,,Optional Select All that Apply,
