Formula for Index,Index,conceptId,Primary Source,conceptId,Secondary Source,conceptId,Current Source Question,V1 Source Question,GridID/Source Question Name,"Deprecated, New, or Revised","Date Deprecated, New, or Revised Variable Pushed to Prod",conceptId,Current Question Text,V2 Question Text,V1 Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions - Surveys Only,Variable Type,Variable Length,conceptId,Current Format/Value,R0 Format/Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,GCP Document/Table,Question Type,IMS Review Notes
2306,2306,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
2307,2307,129084651,Survey,726699695,Background and Overall Health,167101091,Cardiovascular Disease- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP1,,,769790179,Congestive Heart Failure,,,Congestive Heart Failure,SrvBOH_CHF_v1r0,2,Num,1,104430631,0=No,,No,No,,,,,,,,"Optional Select All that Apply, Displayif in One or More Responses"
2308,2308,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
2309,2309,129084651,Survey,726699695,Background and Overall Health,167101091,Cardiovascular Disease- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP1,,,699553344,High Cholesterol,,,High Cholesterol,SrvBOH_Cholesterol_v1r0,3,Num,1,104430631,0=No,,No,No,,,,,,,,"Optional Select All that Apply, Displayif in One or More Responses"
2310,2310,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
2311,2311,129084651,Survey,726699695,Background and Overall Health,167101091,Cardiovascular Disease- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP1,,,700811160,Heart Attack (Myocardial Infarction),,,Heart Attack,SrvBOH_MI_v1r0,4,Num,1,104430631,0=No,,No,No,,,,,,,,"Optional Select All that Apply, Displayif in One or More Responses"
2312,2312,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
2313,2313,129084651,Survey,726699695,Background and Overall Health,167101091,Cardiovascular Disease- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP1,,,336505365,Abnormal Heart Rhythm (Arrhythmia),,,Abnormal Heart Rhythm,SrvBOH_AHR_v1r0,5,Num,1,104430631,0=No,,No,No,,,,,,,,"Optional Select All that Apply, Displayif in One or More Responses"
2314,2314,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
2315,2315,129084651,Survey,726699695,Background and Overall Health,167101091,Cardiovascular Disease- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP1,,,132548932,Chest Pain (Angina),,,Chest Pain,SrvBOH_ChestPain_v1r0,6,Num,1,104430631,0=No,,No,No,,,,,,,,"Optional Select All that Apply, Displayif in One or More Responses"
2316,2316,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
2317,2317,129084651,Survey,726699695,Background and Overall Health,167101091,Cardiovascular Disease- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP1,,,747787163,Heart Valve Problems,,,Heart Valve Prob,SrvBOH_HeartValve_v1r0,7,Num,1,104430631,0=No,,No,No,,,,,,,,"Optional Select All that Apply, Displayif in One or More Responses"
2318,2318,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
2319,2319,129084651,Survey,726699695,Background and Overall Health,167101091,Cardiovascular Disease- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP1,,,693851465,High Blood Pressure (Hypertension) [Please do not include hypertension during pregnancy.],,,High Blood Pressure,SrvBOH_HBP_v1r0,8,Num,1,104430631,0=No,,No,No,,,,,,,,"Optional Select All that Apply, Displayif in One or More Responses"
2320,2320,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
2321,2321,129084651,Survey,726699695,Background and Overall Health,167101091,Cardiovascular Disease- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP1,,,512012656,"Blood Clots (Deep Vein Thrombosis, Pulmonary Embolism)",,,Blood Clots,SrvBOH_BloodClot_v1r0,9,Num,1,104430631,0=No,,No,No,,,,,,,,"Optional Select All that Apply, Displayif in One or More Responses"
2322,2322,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
2323,2323,129084651,Survey,726699695,Background and Overall Health,167101091,Cardiovascular Disease- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP1,,,619337095,Stroke,,,Stroke,SrvBOH_Stroke_v1r0,10,Num,1,104430631,0=No,,No,No,,,,,,,,"Optional Select All that Apply, Displayif in One or More Responses"
2324,2324,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
2325,2325,129084651,Survey,726699695,Background and Overall Health,167101091,Cardiovascular Disease- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP1,,,535003378,None of the above,,,No CVD,SrvBOH_NoCardioCond_v1r0,88,Num,1,104430631,0=No,,No,No,Only can be selected if no other variables selected in MHGROUP1,,,,,9/23/21,,"Optional Select All that Apply, Displayif in One or More Responses"
2326,2326,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
2327,2327,129084651,Survey,726699695,Background and Overall Health,965917116,How old were you when a doctor or other health professional first told you that you have or had vitamin B-12 deficiency (pernicious anemia)?,,ANEMIA,Revised,2/1/24,206625031,Age at diagnosis,,,B-12 Deficiency Dx Age,SrvBOH_AnemiaAge_v1r1,ANEMIA_AGE,Num,2,,N/A,,No,No,"Only display if MHGROUP1 = B-12 Deficiency. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1)",,,,,2/28/24,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
2328,2328,129084651,Survey,726699695,Background and Overall Health,965917116,How old were you when a doctor or other health professional first told you that you have or had vitamin B-12 deficiency (pernicious anemia)?,,ANEMIA,,,261863326,Year at diagnosis,,,B-12 Deficiency Dx Yr,SrvBOH_AnemiaYear_v1r0,ANEMIA_YEAR,Year,4,,N/A,,No,No,"Only display if MHGROUP1 = B-12 Deficiency. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear",,,,,8/28/23,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
2329,2329,129084651,Survey,726699695,Background and Overall Health,929240175,How old were you when a doctor or other health professional first told you that you have or had coronary artery/coronary heart disease?,,CVD,Revised,2/1/24,206625031,Age at diagnosis,,,Heart Disease Dx Age,SrvBOH_CHDAge_v1r1,CVD_AGE,Num,2,,N/A,,No,No,"Only display if MHGROUP1 = CVD. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1)",,,,,2/28/24,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
2330,2330,129084651,Survey,726699695,Background and Overall Health,929240175,How old were you when a doctor or other health professional first told you that you have or had coronary artery/coronary heart disease?,,CVD,,,261863326,Year at diagnosis,,,Heart Disease Dx Yr,SrvBOH_CHDYear_v1r0,CVD_YEAR,Year,4,,N/A,,No,No,"Only display if MHGROUP1 = CVD. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear",,,,,8/28/23,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
2331,2331,129084651,Survey,726699695,Background and Overall Health,836712013,How old were you when a doctor or other health professional first told you that you have or had congestive heart failure?,,CHF,Revised,2/1/24,206625031,Age at diagnosis,,,Heart Failure Dx Age,SrvBOH_CHFAge_v1r1,CHF_AGE,Num,2,,N/A,,No,No,"Only display if MHGROUP1 = Congestive heart failure. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1)",,,,,2/28/24,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
2332,2332,129084651,Survey,726699695,Background and Overall Health,836712013,How old were you when a doctor or other health professional first told you that you have or had congestive heart failure?,,CHF,,,261863326,Year at diagnosis,,,Heart Failure Dx Yr,SrvBOH_CHFYear_v1r0,CHF_YEAR,Year,4,,N/A,,No,No,"Only display if MHGROUP1 = Congestive heart failure. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear",,,,,8/28/23,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
2333,2333,129084651,Survey,726699695,Background and Overall Health,836890480,How old were you when a doctor or other health professional first told you that you have or had high cholesterol?,,CHOL,Revised,2/1/24,206625031,Age at diagnosis,,,High Cholesterol Dx Age,SrvBOH_CholesterolAge_v1r1,CHOL_AGE,Num,2,,N/A,,No,No,"Only display if MHGROUP1 = High cholesterol. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1)",,,,,2/28/24,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
2334,2334,129084651,Survey,726699695,Background and Overall Health,836890480,How old were you when a doctor or other health professional first told you that you have or had high cholesterol?,,CHOL,,,261863326,Year at diagnosis,,,High Cholesterol Dx Yr,SrvBOH_CholesterolYr_v1r0,CHOL_YEAR,Year,4,,N/A,,No,No,"Only display if MHGROUP1 = High cholesterol. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear",,,,,8/28/23,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
2335,2335,129084651,Survey,726699695,Background and Overall Health,624479779,How old were you when a doctor or other health professional first told you that you have had a heart attack (myocardial infarction)?,,HEARTATT,Revised,2/1/24,206625031,Age at diagnosis,,,Heart Attack Dx Age,SrvBOH_MIAge_v1r1,HEARTATT_AGE,Num,2,,N/A,,No,No,"Only display if MHGROUP1 = Heart attack. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1)",,,,,2/28/24,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
2336,2336,129084651,Survey,726699695,Background and Overall Health,624479779,How old were you when a doctor or other health professional first told you that you have had a heart attack (myocardial infarction)?,,HEARTATT,,,261863326,Year at diagnosis,,,Heart Attack Dx Yr,SrvBOH_MIyear_v1r0,HEARTATT_YEAR,Year,4,,N/A,,No,No,"Only display if MHGROUP1 = Heart attack. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear",,,,,8/28/23,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
2337,2337,129084651,Survey,726699695,Background and Overall Health,337278854,How old were you when a doctor or other health professional first told you that you have or had abnormal heart rhythm (arrhythmia)?,,ARRHYT,Revised,2/1/24,206625031,Age at diagnosis,,,Abnormal Heart Rhythm Dx Age,SrvBOH_AHRAge_v1r1,ARRHYT_AGE,Num,2,,N/A,,No,No,"Only display if MHGROUP1 = abnormal heart rhythm. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1)",,,,,2/28/24,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
2338,2338,129084651,Survey,726699695,Background and Overall Health,337278854,How old were you when a doctor or other health professional first told you that you have or had abnormal heart rhythm (arrhythmia)?,,ARRHYT,,,261863326,Year at diagnosis,,,Abnormal Heart Rhythm Dx Yr,SrvBOH_AHRYear_v1r0,ARRHYT_YEAR,Year,4,,N/A,,No,No,"Only display if MHGROUP1 = abnormal heart rhythm. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear",,,,,8/28/23,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
2339,2339,129084651,Survey,726699695,Background and Overall Health,681229479,How old were you when a doctor or other health professional first told you that you have or had chest pain (angina)?,,CHESTPAIN,Revised,2/1/24,206625031,Age at diagnosis,,,Chest Pain Dx Age,SrvBOH_ChestPainAge_v1r1,CHESTPAIN_AGE,Num,2,,N/A,,No,No,"Only display if MHGROUP1 = chest pain. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1)",,,,,2/28/24,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
2340,2340,129084651,Survey,726699695,Background and Overall Health,681229479,How old were you when a doctor or other health professional first told you that you have or had chest pain (angina)?,,CHESTPAIN,,,261863326,Year at diagnosis,,,Chest Pain Dx Yr,SrvBOH_ChestPainYr_v1r0,CHESTPAIN_YEAR,Year,4,,N/A,,No,No,"Only display if MHGROUP1 = chest pain. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear",,,,,8/28/23,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
2341,2341,129084651,Survey,726699695,Background and Overall Health,660358706,How old were you when a doctor or other health professional first told you that you have or had heart valve problems?,,HEARTVALV,Revised,2/1/24,206625031,Age at diagnosis,,,Heart Valve Prob Dx Age,SrvBOH_HeartValveAge_v1r1,HEARTVALV_AGE,Num,2,,N/A,,No,No,"Only display if MHGROUP1 = heart valve problems. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1)",,,,,2/28/24,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
2342,2342,129084651,Survey,726699695,Background and Overall Health,660358706,How old were you when a doctor or other health professional first told you that you have or had heart valve problems?,,HEARTVALV,,,261863326,Year at diagnosis,,,Heart Valve Prob Dx Yr,SrvBOH_HeartValveYr_v1r0,HEARTVALV_YEAR,Year,4,,N/A,,No,No,"Only display if MHGROUP1 = heart valve problems. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear",,,,,8/28/23,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
2343,2343,129084651,Survey,726699695,Background and Overall Health,884793537,How old were you when a doctor or other health professional first told you that you have or had high blood pressure (hypertension)?,,HTN,Revised,2/1/24,206625031,Age at diagnosis,,,High Blood Pressure Dx Age,SrvBOH_HTNAGE_v1r1,HTN_AGE,Num,2,,N/A,,No,No,"Only display if MHGROUP1 = high blood pressure. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1)",,,,,2/28/24,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
2344,2344,129084651,Survey,726699695,Background and Overall Health,884793537,How old were you when a doctor or other health professional first told you that you have or had high blood pressure (hypertension)?,,HTN,,,261863326,Year at diagnosis,,,High Blood Pressure Dx Yr,SRVBOH_HTNYear_v1r0,HTN_YEAR,Year,4,,N/A,,No,No,"Only display if MHGROUP1 = high blood pressure. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear",,,,,8/28/23,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
2345,2345,129084651,Survey,726699695,Background and Overall Health,460062034,"How old were you when a doctor or other health professional first told you that you have or had blood clots (deep vein thrombosis, pulmonary embolism)?",,BLOODCLOT,Revised,2/1/24,206625031,Age at diagnosis,,,Blood Clots Dx Age,SrvBOH_BloodClotAge_v1r1,BLOODCLOT_AGE,Num,2,,N/A,,No,No,"Only display if MHGROUP1 = blood clots. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1)",,,,,2/28/24,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
2346,2346,129084651,Survey,726699695,Background and Overall Health,460062034,"How old were you when a doctor or other health professional first told you that you have or had blood clots (deep vein thrombosis, pulmonary embolism)?",,BLOODCLOT,,,261863326,Year at diagnosis,,,Blood Clots Dx Yr,SrvBOH_BloodClotYr_v1r0,BLOODCLOT_YEAR,Year,4,,N/A,,No,No,"Only display if MHGROUP1 = blood clots. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear",,,,,8/28/23,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
2347,2347,129084651,Survey,726699695,Background and Overall Health,110652436,How old were you when a doctor or other health professional first told you that you have had a stroke?,,STROKE,Revised,2/1/24,206625031,Age at diagnosis,,,Stroke Dx Age,SrvBOH_StrokeAge_v1r1,STROKE_AGE,Num,2,,N/A,,No,No,"Only display if MHGROUP1 = stroke. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1)",,,,,2/28/24,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
2348,2348,129084651,Survey,726699695,Background and Overall Health,110652436,How old were you when a doctor or other health professional first told you that you have had a stroke?,,STROKE,,,261863326,Year at diagnosis,,,Stroke Dx Yr,SrvBOH_StrokeYear_v1r0,STROKE_YEAR,Year,4,,N/A,,No,No,"Only display if MHGROUP1 = stroke. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear",,,,,8/28/23,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
2349,2349,129084651,Survey,726699695,Background and Overall Health,894259747,Respiratory Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP2,,,359025642,"Chronic lung disease (Emphysema, Chronic Bronchitis, or Chronic Obstructive Pulmonary Disease (COPD))",,,Chronic Lung Disease,SrvBOH_CLD_v1r0,0,Num,1,104430631,0=No,,No,No,,,,,,,,Optional Select All that Apply,
2350,2350,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
2351,2351,129084651,Survey,726699695,Background and Overall Health,894259747,Respiratory Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP2,,,407340134,Asthma,,,Asthma,SrvBOH_Asthma_v1r0,1,Num,1,104430631,0=No,,No,No,,,,,,,,Optional Select All that Apply,
2352,2352,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
2353,2353,129084651,Survey,726699695,Background and Overall Health,894259747,Respiratory Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP2,,,427219143,Hay Fever (Allergic to pollen or Allergic Rhinitis),,,Hay Fever,SrvBOH_HayFever_v1r0,2,Num,1,104430631,0=No,,No,No,,,,,,,,Optional Select All that Apply,
2354,2354,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
2355,2355,129084651,Survey,726699695,Background and Overall Health,894259747,Respiratory Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP2,,,535003378,None of the above,,,No Respiratory Prob,SrvBOH_NoResp_v1r0,88,Num,1,104430631,0=No,,No,No,Only can be selected if no other variables selected in MHGROUP2,,,,,9/23/21,,Optional Select All that Apply,
2356,2356,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
2357,2357,129084651,Survey,726699695,Background and Overall Health,448722126,How old were you when a doctor or other health professional first told you that you have or had COPD?,,COPD,Revised,2/1/24,206625031,Age at diagnosis,,,Chronic Lung Disease Dx Age,SrvBOH_CLDAge_v1r1,COPD_AGE,Num,2,,N/A,,No,No,"Only display if MHGROUP2 = COPD. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1)",,,,,2/28/24,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
2358,2358,129084651,Survey,726699695,Background and Overall Health,448722126,How old were you when a doctor or other health professional first told you that you have or had COPD?,,COPD,,,261863326,Year at diagnosis,,,Chronic Lung Disease Dx Yr,SrvBOH_CLDYear_v1r0,COPD_YEAR,Year,4,,N/A,,No,No,"Only display if MHGROUP2 = COPD. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear",,,,,8/28/23,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
2359,2359,129084651,Survey,726699695,Background and Overall Health,201449164,How old were you when a doctor or other health professional first told you that you have or had asthma?,,ASTHMA,Revised,2/1/24,206625031,Age at diagnosis,,,Asthma Dx Age,SrvBOH_AsthmaAge_v1r1,ASTHMA_AGE,Num,2,,N/A,,No,No,"Only display if MHGROUP2 = Asthma. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1)",,,,,2/28/24,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
2360,2360,129084651,Survey,726699695,Background and Overall Health,201449164,How old were you when a doctor or other health professional first told you that you have or had asthma?,,ASTHMA,,,261863326,Year at diagnosis,,,Asthma Dx Yr,SrvBOH_AsthmaYear_v1r0,ASTHMA_YEAR,Year,4,,N/A,,No,No,"Only display if MHGROUP2 = Asthma. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear",,,,,8/28/23,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
2361,2361,129084651,Survey,726699695,Background and Overall Health,436333358,How old were you when a doctor or other health professional first told you that you have or hay fever?,,HAYFEVER,Revised,2/1/24,206625031,Age at diagnosis,,,Hay Fever Dx Age,SrvBOH_HayFeverAge_v1r1,HAYFEVER_AGE,Num,2,,N/A,,No,No,"Only display if MHGROUP2 = Hay fever. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1)",,,,,2/28/24,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
2362,2362,129084651,Survey,726699695,Background and Overall Health,436333358,How old were you when a doctor or other health professional first told you that you have or hay fever?,,HAYFEVER,,,261863326,Year at diagnosis,,,Hay Fever Dx Yr,SrvBOH_HayFeverYear_v1r0,HAYFEVER_YEAR,Year,4,,N/A,,No,No,"Only display if MHGROUP2 = Hay fever. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear",,,,,8/28/23,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
2363,2363,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP3,,,406890409,Esophageal Acid Reflux (GERD),,,Acid Reflux,SrvBOH_GERD_v1r0,0,Num,1,104430631,0=No,,No,No,,,,,,,,Optional Select All that Apply,
2364,2364,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
2365,2365,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP3,,,704544306,Barrett's Esophagus,,,Barrett's Esophagus,SrvBOH_Barretts_v1r0,1,Num,1,104430631,0=No,,No,No,,,,,,,,Optional Select All that Apply,
2366,2366,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
2367,2367,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP3,,,691766591,Irritable Bowel Syndrome,,,Irritable Bowel Syndrome,SrvBOH_IBS_v1r0,2,Num,1,104430631,0=No,,No,No,,,,,,,,Optional Select All that Apply,
2368,2368,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
2369,2369,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP3,,,308645635,Inflammatory Bowel Disease,,,Inflammatory Bowel Disease,SrvBOH_IBD_v1r0,3,Num,1,104430631,0=No,,No,No,,,,,,,,Optional Select All that Apply,
2370,2370,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
2371,2371,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP3,,,731115613,Diverticulitis or Diverticulosis,,,Diverticulitis,SrvBOH_Divert_v1r0,4,Num,1,104430631,0=No,,No,No,,,,,,,,Optional Select All that Apply,
2372,2372,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
2373,2373,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP3,,,567284980,Ulcerative Colitis,,,Ulcerative Colitis,SrvBOH_UC_v1r0,5,Num,1,104430631,0=No,,No,No,,,,,,,,Optional Select All that Apply,
2374,2374,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
2375,2375,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP3,,,986548173,Crohn's Disease,,,Crohn's Disease,SrvBOH_Chrons_v1r0,6,Num,1,104430631,0=No,,No,No,,,,,,,,Optional Select All that Apply,
2376,2376,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
2377,2377,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP3,,,285995100,Celiac Disease (also known as Gluten-Sensitive Enteropathy),,,Celiac Disease,SrvBOH_Celiac_v1r0,7,Num,1,104430631,0=No,,No,No,,,,,,,,Optional Select All that Apply,
2378,2378,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
2379,2379,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP3,,,545628561,Gallstones (Biliary Stones),,,Gallstones,SrvBOH_Gallstones_v1r0,8,Num,1,104430631,0=No,,No,No,,,,,,,,Optional Select All that Apply,
2380,2380,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
2381,2381,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP3,,,709786039,Liver Cirrhosis,,,Liver Cirrhosis,SrvBOH_Cirrhosis_v1r0,9,Num,1,104430631,0=No,,No,No,,,,,,,,Optional Select All that Apply,
2382,2382,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
2383,2383,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP3,,,984479578,Pancreatitis,,,Pancreatitis,SrvBOH_Pancreatitis_v1r0,10,Num,1,104430631,0=No,,No,No,,,,,,,,Optional Select All that Apply,
2384,2384,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
2385,2385,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,MHGROUP3,,,535003378,None of the above,,,No Digestive Probs,SrvBOH_NoDIgestive_v1r0,88,Num,1,104430631,0=No,,No,No,Only can be selected if no other variables selected in MHGROUP3,,,,,9/23/21,,Optional Select All that Apply,
2386,2386,,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
2387,2387,129084651,Survey,726699695,Background and Overall Health,554782332,How old were you when a doctor or other health professional first told you that you have or had Esophageal Acid Reflux (GERD) ?,,GERD,Revised,2/1/24,206625031,Age at diagnosis,,,Acid Reflux Dx Age,SrvBOH_GERDAge_v1r1,GERD_AGE,Num,2,,N/A,,No,No,"Only display if MHGROUP3= Esophageal Acid Reflux (GERD). Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1)",,,,,2/28/24,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
2388,2388,129084651,Survey,726699695,Background and Overall Health,554782332,How old were you when a doctor or other health professional first told you that you have or had Esophageal Acid Reflux (GERD) ?,,GERD,,,261863326,Year at diagnosis,,,Acid Reflux Dx Yr,SrvBOH_GERDYear_v1r0,GERD_YEAR,Year,4,,N/A,,No,No,"Only display if MHGROUP3= Esophageal Acid Reflux (GERD). Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear",,,,,8/28/23,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
